EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,CTX ratio of this epoch
0,20000.00000000000000000000000000000000000000000000000000000000,14863.00000000000000000000000000000000000000000000000000000000,5137,14863,14863,0.74314999999999997726263245567679405212402343750000000000
