Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,17,118,118,0,1778168025444,1778168025477,231409,231409,0
2,0,16,120,103,17,1778168027445,1778168027501,445021,410279,34742
3,0,8,144,14,80,1778168029446,1778168029505,483492,83804,98915
4,0,0,91,0,8,1778168031450,1778168031515,681480,0,16320
5,0,0,83,42,8,1778168033447,1778168033501,377102,39548,7784
6,0,0,93,71,22,1778168035447,1778168035502,252137,208843,43294
7,0,0,83,0,0,1778168037451,1778168037493,410869,0,0
8,0,0,88,0,9,1778168039451,1778168039493,565863,0,17433
9,0,0,102,0,30,1778168041456,1778168041506,676556,0,32156
10,0,0,131,90,41,1778168043460,1778168043557,240715,176334,64381
11,0,0,148,55,54,1778168045451,1778168045508,472589,214983,104119
12,0,0,108,0,23,1778168047453,1778168047503,546908,0,43493
13,0,0,173,0,79,1778168049456,1778168049494,829404,0,86414
14,0,0,29,5,9,1778168051450,1778168051501,168640,4234,15798
15,0,0,80,26,11,1778168053453,1778168053520,220082,74474,20658
16,0,0,144,0,69,1778168055454,1778168055499,492179,0,126799
17,0,0,113,0,2,1778168057467,1778168057518,767913,0,3706
18,0,0,100,0,34,1778168059455,1778168059516,643238,0,57590
19,0,22,67,52,15,1778168061452,1778168061507,121190,93950,27240
20,0,10,136,0,22,1778168063457,1778168063508,480983,0,44374
21,0,0,136,0,48,1778168065459,1778168065503,569724,0,58182
22,0,0,95,0,0,1778168067457,1778168067516,742933,0,0
23,0,11,85,57,0,1778168069456,1778168069508,318002,43329,0
24,0,3,95,84,11,1778168071458,1778168071498,253102,230982,22120
25,0,18,123,0,9,1778168073462,1778168073512,557775,0,12150
26,0,0,142,0,41,1778168075462,1778168075499,741731,0,58843
27,0,0,97,0,38,1778168077458,1778168077501,553962,0,37346
29,1,0,0,0,0,1778168081574,1778168081627,0,0,0
30,1,4,115,115,0,1778168083461,1778168083508,186452,186452,0
31,1,3,141,137,4,1778168085461,1778168085523,505940,497755,8185
32,1,13,94,0,9,1778168087463,1778168087543,494990,0,12501
33,1,0,140,0,22,1778168089465,1778168089509,935843,0,35386
34,1,0,169,88,21,1778168091466,1778168091515,650194,51025,21189
35,1,0,97,84,13,1778168093462,1778168093502,241331,215539,25792
36,1,40,119,13,34,1778168095466,1778168095534,447209,59761,54312
37,1,0,125,0,40,1778168097470,1778168097524,640882,0,79677
38,1,0,176,0,77,1778168099471,1778168099523,945167,0,94476
39,1,0,78,33,4,1778168101467,1778168101505,121514,50205,7832
40,1,0,106,0,8,1778168103471,1778168103535,359803,0,9838
41,1,0,116,0,13,1778168105473,1778168105518,596630,0,25311
42,1,0,148,0,26,1778168107474,1778168107528,958758,0,37635
43,1,13,59,51,0,1778168109473,1778168109536,101741,25308,0
44,1,11,86,27,13,1778168111471,1778168111534,210126,67333,26521
45,1,28,140,0,20,1778168113477,1778168113523,571990,0,31355
46,1,0,137,0,37,1778168115473,1778168115527,715844,0,65641
47,1,0,104,0,18,1778168117473,1778168117564,752887,0,18863
48,1,6,61,6,0,1778168119475,1778168119528,89852,8748,0
49,1,8,121,0,6,1778168121479,1778168121534,412135,0,12228
50,1,0,129,0,24,1778168123477,1778168123522,605925,0,32480
51,1,0,116,0,0,1778168125480,1778168125533,866258,0,0
52,1,11,48,8,0,1778168127475,1778168127530,381927,3440,0
53,1,11,119,0,11,1778168129479,1778168129519,285485,0,22517
54,1,0,116,0,22,1778168131483,1778168131553,454432,0,34672
55,1,0,87,0,0,1778168133485,1778168133547,561701,0,0
56,1,0,95,0,0,1778168135481,1778168135531,801281,0,0
58,2,0,0,0,0,1778168139617,1778168139701,0,0,0
59,2,16,121,121,0,1778168141500,1778168141588,165119,165119,0
60,2,16,76,0,16,1778168143553,1778168143614,238596,0,33196
61,2,36,126,0,17,1778168145570,1778168145617,624898,0,34176
62,2,1,146,0,36,1778168147572,1778168147621,889883,0,74448
63,2,0,100,59,1,1778168149512,1778168149559,392508,16866,1998
64,2,3,93,88,5,1778168151505,1778168151567,206795,201785,5010
65,2,0,73,30,20,1778168153502,1778168153547,249596,128160,22488
66,2,0,140,0,35,1778168155517,1778168155555,705431,0,44065
67,2,0,76,0,7,1778168157495,1778168157543,577688,0,6657
68,2,0,118,68,50,1778168159499,1778168159549,174923,84301,90622
69,2,0,103,0,6,1778168161516,1778168161561,322759,0,5646
70,2,0,158,0,52,1778168163509,1778168163577,628970,0,69268
71,2,0,131,0,27,1778168165504,1778168165565,779719,0,24435
