Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,22,155,155,0,1778170341045,1778170341117,344789,344789,0
2,0,64,123,80,43,1778170343043,1778170343101,402323,336480,65843
3,0,4,160,0,64,1778170345050,1778170345127,730659,0,130379
4,0,22,76,0,6,1778170347049,1778170347125,587106,0,10134
5,0,20,113,91,22,1778170349048,1778170349156,155833,110975,44858
6,0,0,92,22,33,1778170351046,1778170351114,240109,69894,51763
7,0,0,150,0,63,1778170353051,1778170353113,573865,0,122298
8,0,0,112,0,21,1778170355055,1778170355111,685966,0,32547
9,0,0,80,44,17,1778170357046,1778170357100,212227,5527,32538
10,0,0,123,101,22,1778170359049,1778170359116,247918,216074,31844
11,0,0,113,0,33,1778170361055,1778170361122,395834,0,62640
12,0,0,124,0,28,1778170363057,1778170363138,637071,0,44380
13,0,0,96,0,39,1778170365055,1778170365115,537410,0,73217
14,0,0,31,31,0,1778170367059,1778170367145,34283,34283,0
15,0,2,145,0,69,1778170369059,1778170369165,379399,0,139199
16,0,0,107,0,7,1778170371056,1778170371130,519274,0,8803
17,0,57,68,0,15,1778170373054,1778170373165,393047,0,15000
18,0,39,95,0,29,1778170375060,1778170375122,656202,0,56508
19,0,56,52,52,0,1778170377054,1778170377118,104976,104976,0
20,0,79,124,0,10,1778170379071,1778170379144,475468,0,10220
21,0,49,148,0,60,1778170381066,1778170381163,635556,0,100231
22,0,28,95,0,0,1778170383063,1778170383129,763669,0,0
23,0,0,85,57,0,1778170385060,1778170385120,336945,56246,0
24,0,57,95,84,11,1778170387067,1778170387138,274495,252319,22176
25,0,0,123,0,9,1778170389068,1778170389124,582883,0,11946
26,0,48,142,0,41,1778170391071,1778170391147,768717,0,59460
27,0,0,97,0,38,1778170393061,1778170393122,567520,0,36960
29,1,0,0,0,0,1778170397056,1778170397132,0,0,0
30,1,12,102,102,0,1778170399065,1778170399132,190260,190260,0
31,1,0,171,153,18,1778170401063,1778170401116,618357,588544,29813
32,1,0,125,0,17,1778170403082,1778170403158,667328,0,28414
33,1,6,127,0,17,1778170405069,1778170405165,887423,0,17350
34,1,0,139,88,6,1778170407066,1778170407123,526637,71003,11856
35,1,0,93,71,22,1778170409065,1778170409128,228582,199466,29116
36,1,0,103,14,18,1778170411070,1778170411124,445799,67258,35138
37,1,0,179,0,94,1778170413077,1778170413169,712795,0,128797
38,1,0,121,0,22,1778170415077,1778170415154,918891,0,43318
39,1,0,84,33,10,1778170417069,1778170417145,146178,58710,13522
40,1,0,99,0,1,1778170419076,1778170419153,374995,0,1957
41,1,0,132,0,27,1778170421076,1778170421190,652492,0,39709
42,1,0,128,0,10,1778170423077,1778170423137,936651,0,18940
43,1,15,52,48,0,1778170425066,1778170425123,73312,34272,0
44,1,23,94,33,15,1778170427074,1778170427154,248531,90548,30480
45,1,9,155,0,37,1778170429079,1778170429146,621501,0,60582
46,1,0,120,0,20,1778170431081,1778170431166,706159,0,29578
47,1,0,102,0,25,1778170433079,1778170433137,697094,0,24775
48,1,8,61,6,0,1778170435074,1778170435144,104500,10157,0
49,1,6,137,0,23,1778170437093,1778170437214,463249,0,32866
50,1,0,111,0,6,1778170439078,1778170439157,612092,0,12120
51,1,0,116,0,0,1778170441096,1778170441225,902275,0,0
52,1,12,49,9,0,1778170443075,1778170443153,394040,5921,0
53,1,0,129,0,23,1778170445080,1778170445134,317383,0,34684
54,1,0,105,0,11,1778170447082,1778170447154,461635,0,22044
55,1,0,88,0,0,1778170449081,1778170449148,586344,0,0
56,1,0,94,0,0,1778170451085,1778170451173,815974,0,0
58,2,0,0,0,0,1778170455072,1778170455171,0,0,0
59,2,20,123,123,0,1778170457107,1778170457168,192700,192700,0
60,2,34,81,0,20,1778170459185,1778170459245,265810,0,42200
61,2,0,158,0,49,1778170461275,1778170461335,719052,0,92346
62,2,1,108,0,0,1778170463142,1778170463237,825853,0,0
63,2,5,101,58,1,1778170465177,1778170465282,445115,36250,2117
64,2,47,109,94,15,1778170467131,1778170467200,260015,239001,21014
65,2,0,108,30,49,1778170469114,1778170469191,366965,135973,98481
66,2,17,129,0,27,1778170471139,1778170471205,698246,0,28407
67,2,0,99,0,29,1778170473112,1778170473223,648004,0,47853
68,2,10,89,84,5,1778170475089,1778170475176,128911,123881,5030
69,2,34,100,0,10,1778170477144,1778170477219,338492,0,20460
