Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,129,129,0,1778170341001,1778170341075,281543,281543,0
2,0,57,81,48,33,1778170343003,1778170343095,268233,201648,66585
3,0,0,185,0,100,1778170345023,1778170345115,689941,0,159409
4,0,0,86,0,7,1778170347007,1778170347115,657334,0,7007
5,0,0,108,74,34,1778170349004,1778170349132,142910,88472,54438
6,0,0,102,34,14,1778170351013,1778170351113,294041,107950,13287
7,0,0,182,0,81,1778170353009,1778170353100,659063,0,136144
8,0,0,92,0,6,1778170355009,1778170355103,622401,0,5526
9,0,0,90,49,22,1778170357007,1778170357103,213635,6277,33142
10,0,0,92,84,8,1778170359011,1778170359117,186989,179813,7176
11,0,0,141,0,32,1778170361023,1778170361126,504320,0,49843
12,0,0,119,0,15,1778170363025,1778170363133,655050,0,13485
13,0,0,108,0,56,1778170365014,1778170365115,501270,0,77806
14,0,72,191,191,0,1778170367014,1778170367143,210943,210943,0
15,0,102,147,72,0,1778170369012,1778170369167,462929,225212,0
16,0,48,161,0,10,1778170371034,1778170371116,780630,0,10580
17,0,44,128,0,34,1778170373023,1778170373174,722918,0,51374
18,0,46,52,0,0,1778170375017,1778170375103,471512,0,0
19,0,69,65,65,0,1778170377018,1778170377151,133375,133375,0
20,0,85,121,0,33,1778170379022,1778170379126,408798,0,51201
21,0,42,137,0,35,1778170381020,1778170381155,690829,0,71090
22,0,25,95,0,0,1778170383018,1778170383113,762162,0,0
23,0,0,73,48,0,1778170385020,1778170385120,297932,47330,0
24,0,0,102,93,9,1778170387024,1778170387123,286933,277951,8982
25,0,0,114,0,21,1778170389029,1778170389127,493969,0,27937
26,0,0,120,0,18,1778170391020,1778170391126,750068,0,35874
27,0,0,127,0,59,1778170393026,1778170393113,699020,0,88114
29,1,0,0,0,0,1778170397015,1778170397092,0,0,0
30,1,56,64,64,0,1778170399023,1778170399127,119025,119025,0
31,1,0,105,49,56,1778170401020,1778170401112,299649,188346,111303
32,1,40,194,0,94,1778170403040,1778170403154,686913,0,95596
33,1,10,159,0,59,1778170405031,1778170405157,890093,0,99881
34,1,0,103,20,66,1778170407024,1778170407119,257545,16048,73898
35,1,0,128,116,12,1778170409030,1778170409133,338103,326535,11568
36,1,0,78,6,39,1778170411033,1778170411126,236577,28834,48110
37,1,0,152,0,39,1778170413036,1778170413110,805866,0,36151
38,1,0,177,0,49,1778170415036,1778170415137,1199479,0,69547
39,1,0,100,33,2,1778170417028,1778170417124,175825,58045,1862
40,1,0,99,0,7,1778170419041,1778170419143,358921,0,9624
41,1,0,122,0,25,1778170421045,1778170421196,590574,0,23900
42,1,0,141,0,33,1778170423039,1778170423135,888047,0,48375
43,1,0,52,39,0,1778170425028,1778170425120,154518,27690,0
44,1,20,87,29,17,1778170427052,1778170427149,210330,79438,17425
45,1,5,142,0,40,1778170429037,1778170429146,545373,0,60599
46,1,11,125,0,5,1778170431044,1778170431160,821200,0,10120
