Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,134,134,0,1778170341002,1778170341070,291753,291753,0
2,0,61,54,31,23,1778170343003,1778170343100,153706,130361,23345
3,0,8,162,0,92,1778170345020,1778170345104,590201,0,154178
4,0,19,73,0,8,1778170347007,1778170347119,551591,0,16176
5,0,0,86,52,34,1778170349007,1778170349122,114724,61641,53083
6,0,0,69,19,15,1778170351006,1778170351107,201452,60227,29446
7,0,0,181,0,89,1778170353010,1778170353095,616920,0,141058
8,0,0,85,0,8,1778170355010,1778170355097,567188,0,15337
9,0,0,68,27,27,1778170357009,1778170357096,176090,3273,44546
10,0,0,87,73,14,1778170359015,1778170359114,182736,156065,26671
11,0,0,124,0,38,1778170361024,1778170361127,418879,0,60278
12,0,0,108,0,22,1778170363025,1778170363137,572884,0,41946
13,0,0,105,0,50,1778170365023,1778170365116,524691,0,76724
14,0,82,3,3,0,1778170367012,1778170367148,3327,3327,0
15,0,34,127,19,64,1778170369025,1778170369169,327422,59451,128356
16,0,52,97,0,0,1778170371020,1778170371122,494813,0,0
17,0,45,114,0,16,1778170373038,1778170373167,722431,0,23045
18,0,26,81,0,27,1778170375025,1778170375107,542096,0,52221
19,0,53,49,49,0,1778170377023,1778170377146,100326,100326,0
20,0,98,105,0,15,1778170379034,1778170379134,396487,0,30211
21,0,54,174,0,73,1778170381029,1778170381152,737245,0,123924
22,0,26,96,0,0,1778170383028,1778170383120,770875,0,0
23,0,15,61,35,0,1778170385028,1778170385122,295257,34580,0
24,0,0,73,48,25,1778170387029,1778170387123,183426,143447,39979
25,0,0,76,0,0,1778170389029,1778170389125,380741,0,0
26,0,0,142,0,47,1778170391029,1778170391130,736228,0,70730
