EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,12718,37282,37282,1778207340743,1778207467008,395.99196040331929680178291164338588714599609375000000000000
