TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
3417017635768958450588949768716349756221454801994870528777782470943126457282,1778171200458,1778171202431,1778171204541,,,1778171202496,1778171204541,4082
90863655804349172258215631350550391443820192599669328733700814348207118468926,1778171200461,1778171204441,1778171208552,,,1778171204540,1778171208552,8091
107308134427743329641834800527273845441299155637943899012839829246922853788874,1778171218555,1778171224444,1778171224543,,,,,5988
82254526898876568150909297933730125557140603892498573312586958312262554754268,1778171276919,1778171278499,1778171278575,,,,,1656
97239815780322287206213318537315058285699213892261908733668269574173103924183,1778171285959,1778171288485,1778171288568,,,,,2608
92276315865047834160287914442408278217059323890120892793025962262442822778427,1778171295028,1778171298497,1778171298593,,,,,3564
56789344137939651660717702811849183533089071565609407798798919140683233088137,1778171295031,1778171300470,1778171300585,,,,,5553
105002804570032453859185664887725692766257135948586429495406558243470777814006,1778171304073,1778171306487,1778171306575,,,,,2502
51570770998055235157308872523842896411812400546756021667930565308567842681535,1778171200460,1778171204441,1778171208557,,,1778171204540,1778171208557,8096
46139120767839816199163729650871167407287941611959473099672180169356456645263,1778171209513,1778171216464,1778171216561,,,,,7048
71453824292897188850526520635163359784854355763170189164117018241230675951653,1778171258856,1778171262496,1778171266574,,,1778171262579,1778171266574,7718
71355121382782038132691997277091108216973442180182842085752990526216375443119,1778171276914,1778171278466,1778171278557,,,,,1643
95039537429268698644394322066160969064613019966923231547371151938405419446887,1778171304092,1778171312467,1778171312567,,,,,8474
114480923074843559315682639786211609340618973373130090090493621125963112240868,1778171209496,1778171214462,1778171214534,,,,,5038
70836903904741517616867836509718510999224049579870009956738797030539459751762,1778171209522,1778171218474,1778171218549,,,,,9026
2580340667461171953490157906749285968104806842100470364245934996903623181117,1778171276934,1778171282478,1778171282603,,,,,5668
111188077777134346470259205101166761016182116366204194792226797904170160741264,1778171304093,1778171312491,1778171312570,,,,,8477
83035366264326466216269116417462858598520632052678599568954283113138607550512,1778171209518,1778171218442,1778171218536,,,,,9017
39577702837543119714894283034558628504532041720942186559076764869302080117978,1778171227641,1778171234481,1778171234562,,,,,6921
109464318752636227164492611152564808768297771241391488059644210898857574079264,1778171227621,1778171234451,1778171234557,,,,,6935
47762738104844370820066748844389414665825681749631778487898208470776671731001,1778171200461,1778171204462,1778171212546,,,1778171204541,1778171212546,12085
82383613243730932589558258440682875710286952609360733097608569324241188401081,1778171227639,1778171234475,1778171234561,,,,,6922
40929470017849135503674870422950319169870411236773251456423646929115897148401,1778171258833,1778171264468,1778171264544,,,,,5710
10254794599317345325175598650926127085519482658023252946956754829762727724931,1778171267899,1778171268482,1778171272582,,,1778171268562,1778171272582,4682
40092995541865429278762897395868549541574764154756598390966691399194880295533,1778171267901,1778171270457,1778171276547,,,1778171270546,1778171276547,8645
