EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,9600.00000000000000000000000000000000000000000000000000000000,6520,3080,3080,1778171202431,1778171254564,184.14676261134158608001598622649908065795898437500000000000
1,9600.00000000000000000000000000000000000000000000000000000000,7737,1863,1863,1778171260462,1778171312573,184.22353066845431612819083966314792633056640625000000000000
2,800.00000000000000000000000000000000000000000000000000000000,775,25,25,1778171318473,1778171322610,193.36597924554266114682832267135381698608398437500000000000
