EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,9600.00000000000000000000000000000000000000000000000000000000,6520,3080,3080,1778160408383,1778160460548,184.03380644817460165540978778153657913208007812500000000000
1,9600.00000000000000000000000000000000000000000000000000000000,7753,1847,1847,1778160466404,1778160518597,183.93123632679245815779722761362791061401367187500000000000
2,9537.00000000000000000000000000000000000000000000000000000000,6500,3037,3037,1778160524462,1778160576591,182.94921722239135419840749818831682205200195312500000000000
3,9663.00000000000000000000000000000000000000000000000000000000,8662,1001,1001,1778160580460,1778160634594,178.50326972261484570481115952134132385253906250000000000000
4,9600.00000000000000000000000000000000000000000000000000000000,8219,1381,1381,1778160640458,1778160692600,184.11477625196135932128527201712131500244140625000000000000
5,2000.00000000000000000000000000000000000000000000000000000000,1832,168,168,1778160698478,1778160710574,165.35202281496390241954941302537918090820312500000000000000
