EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,CTX ratio of this epoch
0,9600.00000000000000000000000000000000000000000000000000000000,3080.00000000000000000000000000000000000000000000000000000000,6520,3080,3080,0.32083333333333335923853724125365260988473892211914062500
1,9600.00000000000000000000000000000000000000000000000000000000,1847.00000000000000000000000000000000000000000000000000000000,7753,1847,1847,0.19239583333333332149095440399833023548126220703125000000
2,9537.00000000000000000000000000000000000000000000000000000000,3037.00000000000000000000000000000000000000000000000000000000,6500,3037,3037,0.31844395512215584176374250091612339019775390625000000000
3,9663.00000000000000000000000000000000000000000000000000000000,1001.00000000000000000000000000000000000000000000000000000000,8662,1001,1001,0.10359101728241747186753940468406653963029384613037109375
4,9600.00000000000000000000000000000000000000000000000000000000,1381.00000000000000000000000000000000000000000000000000000000,8219,1381,1381,0.14385416666666667184770744825073052197694778442382812500
5,2000.00000000000000000000000000000000000000000000000000000000,168.00000000000000000000000000000000000000000000000000000000,1832,168,168,0.08400000000000000521804821573823573999106884002685546875
