TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
63478642861063107794359669100918556327993532693054042326790713876259574408320,1778160406409,1778160412424,1778160412492,,,,,6082
62545633769279527453522365657083356854906306437035590526694851768530351895142,1778160433609,1778160442435,1778160442504,,,,,8894
62083318026970995591497312797103406052266561526761858933811055308837563500259,1778160464811,1778160470407,1778160470511,,,,,5699
63081317523617099585798183597636587151497368360582956039411533864304379632447,1778160532250,1778160534487,1778160540622,,,1778160534567,1778160540622,8372
60931619934712293679478618341760029456036772904527111053478321484695915360613,1778160589709,1778160596481,1778160596570,,,,,6860
80365192707409091846385733351635757269061958133687972329214835347969883743371,1778160675138,1778160682521,1778160682624,,,,,7485
20169329546506612558958278021435286889397869636529054461476106995744735020111,1778160510055,1778160512463,1778160512553,,,,,2497
85540698868255929364890682144694893268028015321907004863137782630504811301513,1778160523175,1778160528580,1778160528657,,,,,5482
101857558559906891997867052678931062053387687754280235484106107873924080222026,1778160598744,1778160604496,1778160604583,,,,,5839
32109426265546696164231788105224686674291576981916054794144491250696912353605,1778160607783,1778160612480,1778160612573,,,,,4790
73935828613431788305111286710489415775257461301282905609773476021518527561301,1778160657070,1778160664486,1778160664567,,,,,7496
90301312259332021938983187286567630277455835491667548395743714734364260580173,1778160568487,1778160576496,1778160576591,,,,,8104
7528115367883522028540117587046674872535233994307213315526720085421148220564,1778160415475,1778160420414,1778160420548,,,,,5072
107600284446643624124234594432413997438828284838803732041984392914274042077467,1778160464833,1778160474413,1778160474530,,,,,9696
62907247660369599721377083400238093412054367050490475035542719260728092095242,1778160541281,1778160550439,1778160550550,,,,,9269
43620670659912690892655789874550103930872273966863824095342750945059492803138,1778160580654,1778160586501,1778160586587,,,,,5933
81630531512165110116794820688769218740312717065132376181401593463692824125147,1778160598751,1778160608485,1778160608599,,,,,9847
36635497464308970883237716551771632195852440865407337929784387601500926426278,1778160510077,1778160516447,1778160516534,,,,,6456
109919917274639484404103603265913011772019832789880766736834149500861560875491,1778160541272,1778160546535,1778160546623,,,,,5351
106269685170001184532850862328684038673867129230799882303608197231307711619783,1778160666112,1778160666466,1778160668689,,,1778160666585,1778160668689,2576
82635028744485494951706583122046765509780791299603832262464544855829806275139,1778160666093,1778160670547,1778160670646,,,,,4552
40221757042826133301458752141806808972226792419535429615954882580356383223808,1778160666093,1778160670544,1778160670659,,,,,4565
40494695029749797145882926749727336738376604392956610046531810836991974367333,1778160464837,1778160466434,1778160468539,,,1778160466520,1778160468539,3701
54083829726506076297494137226954880825641945456008947121495271385716967216772,1778160532237,1778160538467,1778160538536,,,,,6299
8221222458639089349932588379411639984838404611604426815631538102056128191270,1778160607792,1778160616484,1778160616547,,,,,8755
4548558543510272356860902242281363488300881203551558625445010133909770340879,1778160616812,1778160620584,1778160620657,,,,,3844
111111840816485470324988102418509131701830117290234690100159379931402050522950,1778160433612,1778160436419,1778160444517,,,1778160436512,1778160444517,10904
38836014292601301311596721837944377652829597315950681755878203036903302882306,1778160559366,1778160564472,1778160564580,,,,,5214
68888939590613862856484523014621916246612447195048490912778587639372518571515,1778160598735,1778160600493,1778160600593,,,,,1858
11333566997260998910418599550295685963782955445813746084484103275030980436626,1778160684189,1778160692487,1778160692560,,,,,8371
81440670191893332580488414262576890984828860704803466251475577894548202490771,1778160406421,1778160414427,1778160414544,,,,,8122
9052079397793109747706019761570912773788569143372366652871749387845008615542,1778160442644,1778160448442,1778160448530,,,,,5886
