Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,125,267,184,0,1778165928950,1778165929002,606220,417860,0
2,0,111,253,79,125,1778165930940,1778165931009,1080566,337055,534446
3,0,107,287,110,111,1778165932951,1778165933050,1809690,693444,700167
4,0,121,278,102,107,1778165934944,1778165935007,1582936,393591,883958
5,0,83,251,101,121,1778165936943,1778165937041,1155936,229399,860673
6,0,72,238,115,83,1778165938945,1778165939009,1008488,487097,351963
7,0,42,261,126,72,1778165940951,1778165941078,1644745,793864,453922
8,0,72,202,119,42,1778165942944,1778165943019,950902,467381,346140
9,0,86,181,80,72,1778165944943,1778165945041,750408,179152,506314
10,0,60,207,97,86,1778165946943,1778165947029,873681,409061,363413
11,0,140,194,86,60,1778165948951,1778165949029,1205439,534158,373157
12,0,97,148,2,140,1778165950942,1778165951023,1206257,16402,1148662
13,0,85,103,5,97,1778165952944,1778165953023,665877,10895,652802
14,0,79,96,10,85,1778165954952,1778165955043,403051,41944,356912
15,0,85,118,35,80,1778165956948,1778165957024,728178,215804,493877
16,0,45,256,124,85,1778165958959,1778165959026,1297215,427385,694476
17,0,39,205,118,45,1778165960953,1778165961043,683253,254642,337980
18,0,58,47,7,39,1778165962953,1778165963029,194745,28946,161663
19,0,76,119,19,98,1778165964954,1778165965037,731016,116630,602110
20,0,157,124,37,76,1778165966955,1778165967050,1010378,301270,619536
21,0,129,261,120,94,1778165968953,1778165969020,1299700,250626,950887
22,0,182,161,55,71,1778165970954,1778165971022,656248,223598,290329
23,0,126,284,125,123,1778165972957,1778165973024,1719900,755901,746299
24,0,78,176,91,61,1778165974951,1778165975042,1418026,732742,492070
25,0,48,202,102,78,1778165976963,1778165977038,1034404,206246,783657
26,0,159,204,84,48,1778165978956,1778165979012,814069,335022,191893
27,0,81,307,107,159,1778165980957,1778165981024,1840628,641009,953966
28,0,69,194,80,81,1778165982964,1778165983050,1553713,640300,649277
29,0,68,204,93,69,1778165984963,1778165985042,956507,183819,689676
30,0,54,199,95,68,1778165986955,1778165987023,786966,375483,269180
31,0,43,240,148,54,1778165988960,1778165989031,1429097,881028,321870
32,0,31,283,181,43,1778165990965,1778165991049,2253895,1441319,342751
33,0,66,168,92,31,1778165992965,1778165993054,576466,179603,309010
34,0,89,72,1,66,1778165994958,1778165995070,285460,3958,261712
35,0,77,112,21,89,1778165996961,1778165997090,669529,125403,532184
36,0,67,165,66,77,1778165998970,1778165999046,1307602,522832,610514
37,0,69,201,96,67,1778166000964,1778166001075,925109,185055,666816
38,0,37,310,178,69,1778166002969,1778166003036,1203794,690733,268558
39,0,94,68,21,37,1778166004963,1778166005088,403215,124464,219475
40,0,85,101,6,94,1778166006962,1778166007058,797478,47349,742239
41,0,108,91,4,86,1778166008958,1778166009019,856474,7342,847294
42,0,94,122,13,108,1778166010969,1778166011084,475632,50592,421145
43,0,0,107,10,94,1778166012965,1778166013050,626579,58471,550574
44,0,81,104,8,96,1778166014971,1778166015091,820325,63052,757273
45,0,100,83,2,81,1778166016964,1778166017041,800061,3634,796427
46,0,85,106,5,100,1778166018966,1778166019048,405306,19085,382405
47,0,1,87,2,85,1778166020965,1778166021068,507733,11644,496089
48,0,97,120,15,102,1778166022967,1778166023055,937409,117010,796995
49,0,91,105,6,97,1778166024973,1778166025053,964874,10704,950603
50,0,85,98,7,91,1778166026969,1778166027069,372330,26567,345763
51,0,116,210,79,85,1778166028983,1778166029095,1222095,459590,494890
52,0,153,294,98,116,1778166030984,1778166031075,2291464,763591,904549
53,0,164,319,79,153,1778166032977,1778166033088,1795588,140652,1500087
54,0,108,338,121,164,1778166034975,1778166035040,1259439,450288,611862
55,0,114,298,121,108,1778166036976,1778166037052,1707460,692870,619480
56,0,100,255,88,114,1778166038988,1778166039064,1971864,680106,882144
57,0,89,225,83,100,1778166041063,1778166041127,1200896,147225,979162
58,0,84,97,5,89,1778166043057,1778166043108,364012,18736,334036
59,0,2,103,16,84,1778166045112,1778166045188,599929,93054,489428
60,0,44,265,128,85,1778166047109,1778166047191,2071199,1000092,664832
61,0,54,265,124,68,1778166049020,1778166049088,993160,209532,660266
62,0,18,254,142,73,1778166051020,1778166051082,933929,521666,268943
63,0,49,254,139,54,1778166053005,1778166053092,1440683,787972,306897
64,0,43,296,176,61,1778166055015,1778166055119,2275207,1352416,469413
65,0,64,216,127,43,1778166056996,1778166057071,694172,205407,414381
66,0,51,267,148,64,1778166059002,1778166059077,965806,535145,231793
67,0,13,247,140,51,1778166061002,1778166061105,1393370,789662,287844
68,0,54,186,83,62,1778166063004,1778166063094,1418384,632835,472958
69,0,33,223,111,68,1778166064997,1778166065074,900039,176761,653208
70,0,57,262,149,69,1778166066989,1778166067094,945373,537468,249190
71,0,4,73,11,57,1778166068985,1778166069094,409214,61611,319601
72,0,100,113,18,95,1778166070992,1778166071087,858031,136586,721445
73,0,93,100,0,100,1778166072992,1778166073098,959938,0,959938
74,0,102,103,7,93,1778166074996,1778166075084,367476,24934,331856
75,0,96,116,11,102,1778166076992,1778166077087,645281,61158,567445
76,0,109,105,9,96,1778166079014,1778166079101,795036,68114,726922
77,0,105,109,0,109,1778166081001,1778166081081,1040783,0,1040783
78,0,106,115,7,105,1778166082994,1778166083114,410016,24922,374413
79,0,78,113,4,106,1778166084990,1778166085067,623007,22029,584457
80,0,4,107,27,78,1778166086987,1778166087071,803672,202699,585959
81,0,102,69,2,67,1778166088996,1778166089068,639740,2952,636788
