Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,93,66,0,1778165928906,1778165928973,208454,147913,0
2,0,0,174,34,132,1778165930893,1778165930967,736509,143617,559101
3,0,0,144,54,78,1778165932891,1778165932970,896480,336080,485720
4,0,0,154,55,84,1778165934900,1778165934983,995902,268585,691938
5,0,13,101,21,68,1778165936898,1778165937029,509204,47463,434607
6,0,0,161,28,119,1778165938894,1778165938978,677451,117721,500866
7,0,0,143,34,101,1778165940895,1778165941007,891131,211758,629547
8,0,0,135,29,87,1778165942900,1778165942982,850943,69509,713776
9,0,66,148,30,106,1778165944900,1778165945034,739762,66943,646040
10,0,0,132,21,92,1778165946900,1778165947013,555351,88191,387335
11,0,14,191,57,116,1778165948902,1778165948996,1180897,352165,717528
12,0,23,406,267,54,1778165950909,1778165951023,1806721,1067381,443048
13,0,11,389,262,23,1778165952909,1778165953007,977605,566529,186163
14,0,12,385,283,15,1778165954913,1778165955047,1615785,1187631,63030
15,0,37,277,185,12,1778165956908,1778165957017,1706857,1139941,74016
16,0,26,75,11,61,1778165958899,1778165958984,609472,89371,495728
17,0,108,166,45,99,1778165960905,1778165961033,798643,96866,654419
18,0,135,296,178,60,1778165962916,1778165963026,1224104,735901,248433
19,0,188,313,207,37,1778165964915,1778165964992,1907591,1261482,225602
20,0,42,248,165,24,1778165966912,1778165967052,2021171,1344698,195669
21,0,118,97,36,50,1778165968907,1778165969019,603636,75063,505598
22,0,46,156,51,95,1778165970908,1778165971018,635934,207118,388254
23,0,16,143,38,94,1778165972925,1778165973018,865512,229630,569389
24,0,11,133,21,101,1778165974909,1778165975034,1071402,168918,813990
25,0,0,163,15,103,1778165976922,1778165977033,1155349,30260,1034381
26,0,16,271,77,182,1778165978914,1778165978987,1075347,305174,722606
27,0,7,113,27,63,1778165980913,1778165981001,675004,161162,376600
28,0,0,125,19,100,1778165982915,1778165982991,994314,150965,795673
29,0,37,151,30,109,1778165984919,1778165985019,1169084,58618,1087010
30,0,14,170,46,90,1778165986918,1778165987005,669423,180986,354662
31,0,32,198,72,94,1778165988918,1778165989026,1178202,428170,559738
32,0,19,142,34,82,1778165990918,1778165991037,1129719,270359,652613
33,0,19,303,146,93,1778165992930,1778165993050,1335203,284013,926625
34,0,2,445,303,54,1778165994932,1778165995062,1759033,1197402,213864
35,0,10,355,263,2,1778165996922,1778165997078,2116067,1567670,11932
36,0,47,244,149,20,1778165998926,1778165999040,1932161,1179876,158444
37,0,19,121,24,77,1778166000921,1778166001057,848902,45861,764840
38,0,6,139,41,86,1778166002922,1778166003020,537956,158450,333139
39,0,10,447,265,86,1778166004958,1778166005083,2647271,1569080,509766
40,0,2,383,273,10,1778166006932,1778166007052,3019833,2152444,78912
41,0,0,398,310,6,1778166008926,1778166008986,765051,558392,58922
42,0,0,377,283,4,1778166010932,1778166011075,1463416,1098527,15562
43,0,2,389,284,10,1778166012941,1778166013062,2279113,1663865,58707
44,0,2,386,284,2,1778166014932,1778166015088,3041428,2237727,15771
45,0,6,402,286,9,1778166016930,1778166017040,801884,519165,88469
46,0,3,387,281,6,1778166018928,1778166019040,1473956,1070199,22896
47,0,2,396,298,3,1778166020943,1778166021077,2310995,1739092,17542
48,0,0,369,281,2,1778166022930,1778166023018,2865246,2181963,15552
49,0,6,390,293,11,1778166024932,1778166025054,784186,522920,107795
50,0,7,386,290,6,1778166026940,1778166027065,1463900,1099803,22778
51,0,0,85,59,7,1778166028927,1778166029065,492007,341512,40539
52,0,12,139,51,84,1778166030928,1778166031068,1082488,396995,654354
53,0,9,152,80,59,1778166032940,1778166033073,741662,141156,577537
54,0,0,120,67,39,1778166034929,1778166035004,442855,247069,144168
55,0,0,118,50,53,1778166036932,1778166037041,674828,285759,303359
56,0,0,126,46,60,1778166038937,1778166039038,970990,354285,462675
57,0,15,275,163,74,1778166040942,1778166041038,1056112,274182,717996
58,0,5,428,292,42,1778166042946,1778166043036,1572751,1072733,154677
59,0,14,368,268,5,1778166045155,1778166045251,2164390,1576214,29455
60,0,0,89,35,14,1778166046951,1778166047051,683099,268568,107508
61,0,0,195,60,116,1778166048980,1778166049051,1252956,99245,1122261
62,0,0,103,23,61,1778166050963,1778166051043,375015,83595,222391
63,0,0,171,48,109,1778166052958,1778166053045,962909,269833,614376
64,0,21,138,50,77,1778166054957,1778166055067,1054102,381612,588527
65,0,12,149,39,94,1778166056962,1778166057053,992047,62386,904058
66,0,41,158,41,92,1778166058970,1778166059071,571051,148011,332776
67,0,0,172,36,117,1778166060963,1778166061071,964661,201802,656346
68,0,107,132,24,90,1778166062985,1778166063102,1007854,183173,687298
69,0,10,167,44,107,1778166064971,1778166065056,1120288,69254,1025855
70,0,0,176,68,80,1778166066968,1778166067052,627890,242462,285600
71,0,4,469,264,96,1778166069022,1778166069112,2635809,1483371,540031
72,0,2,376,272,4,1778166070961,1778166071039,2835178,2050964,30184
73,0,0,398,304,4,1778166072954,1778166073087,657568,477762,38354
74,0,1,377,288,0,1778166074965,1778166075065,1334980,1019836,0
75,0,0,372,282,3,1778166076948,1778166077036,2048598,1552954,16542
76,0,0,389,300,7,1778166078968,1778166079073,2932961,2261886,52814
77,0,1,401,301,10,1778166080959,1778166081068,689605,457487,95353
78,0,0,376,283,1,1778166082952,1778166083057,1317341,991515,3508
79,0,1,391,280,3,1778166084957,1778166085063,2152101,1541121,16524
80,0,43,319,217,3,1778166086957,1778166087088,2400422,1632889,22581
81,0,2,434,296,43,1778166088978,1778166089060,982151,434394,408327
82,0,0,397,298,4,1778166090963,1778166091057,1368682,1027315,13850
83,0,4,392,288,2,1778166092953,1778166093109,2150377,1579846,10990
84,0,0,393,298,4,1778166094962,1778166095043,2910306,2206768,29665
85,0,6,381,280,5,1778166096971,1778166097093,584984,400438,47250
86,0,0,399,297,11,1778166098954,1778166099053,1348514,1003687,37279
87,0,0,272,210,1,1778166100954,1778166101043,1458539,1126064,5366
88,0,0,128,73,40,1778166102949,1778166103011,937485,534574,293078
89,0,0,122,43,68,1778166104951,1778166105058,710371,58328,637120
90,0,0,119,33,74,1778166106955,1778166107044,397522,110117,247354
91,0,25,144,46,85,1778166108958,1778166109094,775527,247606,457943
92,0,11,105,17,74,1778166110963,1778166111086,774219,125303,545734
93,0,97,123,10,107,1778166112959,1778166113107,1026733,13679,1004868
94,0,9,148,13,119,1778166114975,1778166115113,498845,43717,401323
95,0,95,166,36,116,1778166116967,1778166117087,885361,191788,618975
96,0,8,150,42,95,1778166118964,1778166119066,1095788,306661,694208
97,0,13,126,28,88,1778166120966,1778166121071,867922,36130,818896
98,0,0,137,18,106,1778166122956,1778166123034,445449,58464,344758
99,0,112,142,18,116,1778166124978,1778166125108,755722,95742,617426
100,0,12,137,14,112,1778166126968,1778166127065,996739,101820,814915
101,0,0,130,17,100,1778166128959,1778166129042,961796,20880,924946
102,0,39,286,127,109,1778166130972,1778166131079,932720,413809,355979
103,0,21,334,201,62,1778166132963,1778166133075,1753783,1055221,325824
104,0,2,402,293,36,1778166134969,1778166135060,2907337,2118907,260515
105,0,1,402,295,9,1778166136977,1778166137073,565013,361648,83209
106,0,74,112,62,2,1778166139108,1778166139197,373712,206876,6698
107,0,76,271,103,120,1778166141101,1778166141167,1436635,545679,636665
108,0,63,105,16,76,1778166143001,1778166143124,761243,115929,551113
