Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,15,146,113,0,1778165928906,1778165928974,327420,253367,0
2,0,6,130,31,92,1778165930907,1778165930972,550947,131112,390229
3,0,5,127,49,69,1778165932906,1778165932993,793573,306078,431275
4,0,5,148,81,55,1778165934910,1778165934990,971378,459152,453397
5,0,0,78,25,47,1778165936908,1778165937024,304393,56362,234508
6,0,9,115,40,69,1778165938915,1778165938983,484434,168380,290796
7,0,14,129,39,71,1778165940911,1778165941032,807151,243932,444382
8,0,7,130,26,96,1778165942914,1778165942996,851756,53263,788885
9,0,59,104,25,72,1778165944913,1778165945034,569201,55815,497763
10,0,48,127,28,92,1778165946911,1778165947024,535839,117960,388386
11,0,0,174,77,79,1778165948917,1778165948991,1074551,475261,488186
12,0,6,68,11,57,1778165950911,1778165951022,541753,74168,467585
13,0,0,102,5,94,1778165952914,1778165953004,573569,10799,556291
14,0,6,107,6,100,1778165954915,1778165955046,449563,25188,420177
15,0,18,126,21,101,1778165956923,1778165957009,775819,129177,622034
16,0,5,147,42,87,1778165958919,1778165958998,883985,157414,708327
17,0,22,130,23,80,1778165960921,1778165961040,641696,49592,533870
18,0,57,55,1,54,1778165962915,1778165963032,228142,4138,224004
19,0,0,86,1,83,1778165964917,1778165964986,524025,6088,505761
20,0,88,103,17,83,1778165966929,1778165967054,839911,138498,676975
21,0,104,149,41,79,1778165968924,1778165969021,945429,85617,799223
22,0,38,132,59,62,1778165970922,1778165971011,536820,239235,252980
23,0,66,123,47,58,1778165972933,1778165973023,744983,284303,351828
24,0,0,106,20,84,1778165974923,1778165975032,853713,160859,676765
25,0,4,163,65,85,1778165976942,1778165977035,1011135,131107,853794
26,0,0,121,73,38,1778165978924,1778165978986,479877,289264,151006
27,0,0,101,36,41,1778165980924,1778165980997,602561,214624,244877
28,0,10,225,135,56,1778165982927,1778165983020,1794350,1076164,447144
29,0,0,209,110,60,1778165984927,1778165985014,888738,214535,598148
30,0,0,124,49,62,1778165986927,1778165987002,487773,192619,244024
31,0,33,136,62,62,1778165988926,1778165989027,809449,368817,369273
32,0,0,156,52,83,1778165990928,1778165991035,1240633,413311,660371
33,0,0,120,23,89,1778165992930,1778165993021,943646,44126,884172
34,0,98,76,1,75,1778165994932,1778165995064,300951,3952,296999
35,0,0,110,5,98,1778165996929,1778165997039,651984,29606,580940
36,0,0,150,34,105,1778165998936,1778165999033,1187075,268910,831168
37,0,0,149,47,75,1778166000944,1778166001049,885216,89421,744455
38,0,25,137,56,63,1778166002933,1778166003024,530607,216613,244370
39,0,0,80,3,75,1778166004952,1778166005063,472615,17704,443112
40,0,111,120,5,107,1778166006940,1778166007062,947973,39479,845329
41,0,103,113,1,111,1778166008934,1778166009000,1095000,1815,1091372
42,0,111,113,6,105,1778166010939,1778166011080,440114,23322,409022
43,0,0,121,0,118,1778166012935,1778166013047,708342,0,690804
44,0,110,109,2,105,1778166014944,1778166015087,859238,15752,827732
