Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,74,179,91,26,1779097216756,1779097216877,490074,247275,31801
2,0,94,128,39,15,1779097218746,1779097218857,303133,42557,20953
3,0,110,116,13,9,1779097220758,1779097221000,337133,14821,14370
4,0,0,135,11,14,1779097222760,1779097222963,371030,11235,14526
5,0,0,170,37,30,1779097224744,1779097224879,369220,30923,32833
6,0,0,162,62,16,1779097226777,1779097226931,302813,48855,8193
7,0,0,85,25,9,1779097228737,1779097228872,164454,15420,7888
8,0,0,110,22,41,1779097230746,1779097230917,156142,9403,19419
9,0,23,146,0,4,1779097232757,1779097232966,372804,0,4813
10,0,0,133,23,15,1779097234765,1779097234916,267731,47861,10622
11,0,0,166,5,8,1779097236769,1779097236886,313450,9678,2434
12,0,0,163,4,16,1779097238776,1779097238938,293737,7449,11076
13,0,0,137,40,3,1779097240771,1779097240901,237517,68630,1767
14,0,0,113,75,2,1779097242775,1779097242922,185800,122890,2534
15,0,0,137,19,2,1779097244782,1779097244933,216118,29739,498
16,0,0,105,48,2,1779097246762,1779097246951,155019,70661,506
17,0,0,92,32,3,1779097248767,1779097248899,119191,41583,552
18,0,92,31,28,3,1779097250744,1779097250985,39946,36151,3795
19,0,155,101,7,3,1779097252784,1779097252903,307015,7801,4499
20,0,148,164,6,5,1779097254838,1779097255110,530168,7390,8801
21,0,153,150,2,4,1779097256827,1779097257003,465168,2084,8931
22,0,6,184,28,10,1779097258811,1779097258911,477307,24452,18119
23,0,2,176,40,23,1779097260793,1779097260928,395328,32499,31453
24,0,3,105,25,3,1779097262777,1779097262994,249092,19382,5447
25,0,0,122,0,8,1779097264798,1779097264929,324646,0,11472
27,1,0,50,0,50,1779097269377,1779097269659,121594,0,121594
28,1,0,20,0,20,1779097270743,1779097270814,13531,0,13531
29,1,0,18,0,18,1779097272743,1779097272809,19770,0,19770
30,1,0,7,0,7,1779097274741,1779097274811,6469,0,6469
31,1,0,16,0,16,1779097276745,1779097276806,19757,0,19757
32,1,0,19,0,19,1779097278745,1779097278900,27858,0,27858
33,1,0,24,0,24,1779097280745,1779097280813,18422,0,18422
34,1,0,9,0,9,1779097282749,1779097282912,8669,0,8669
35,1,0,16,0,16,1779097284748,1779097284873,22224,0,22224
36,1,0,20,0,20,1779097286759,1779097286913,23872,0,23872
37,1,0,29,0,29,1779097288753,1779097288845,22440,0,22440
38,1,0,16,0,16,1779097290745,1779097290805,14928,0,14928
39,1,0,11,0,11,1779097292747,1779097292836,7927,0,7927
40,1,0,9,0,9,1779097294748,1779097294826,7808,0,7808
41,1,0,11,0,11,1779097296761,1779097296905,10342,0,10342
42,1,0,11,0,11,1779097298748,1779097298822,6185,0,6185
43,1,0,16,0,16,1779097300756,1779097300881,10231,0,10231
44,1,0,14,0,14,1779097302750,1779097302811,12083,0,12083
45,1,0,9,0,9,1779097304749,1779097304807,9396,0,9396
46,1,0,9,0,9,1779097306750,1779097306805,6212,0,6212
47,1,0,17,0,17,1779097308755,1779097308873,9920,0,9920
48,1,0,4,0,4,1779097310753,1779097310823,2875,0,2875
49,1,0,4,0,4,1779097312753,1779097312898,3102,0,3102
50,1,0,4,0,4,1779097314751,1779097314812,1675,0,1675
51,1,0,4,0,4,1779097316755,1779097316863,4840,0,4840
52,1,0,3,0,3,1779097318754,1779097318823,3459,0,3459
53,1,0,3,0,3,1779097320776,1779097320906,553,0,553
54,1,0,10,0,10,1779097322757,1779097322839,1042,0,1042
55,1,0,2,0,2,1779097324761,1779097324852,1208,0,1208
56,1,3,1,0,1,1779097326756,1779097326815,1055,0,1055
57,1,0,5,0,5,1779097328757,1779097328818,8245,0,8245
58,1,11,2,0,2,1779097330757,1779097330820,2076,0,2076
59,1,7,20,0,20,1779097332759,1779097332824,31657,0,31657
60,1,12,15,0,15,1779097334808,1779097334961,24266,0,24266
61,1,0,19,0,19,1779097336764,1779097336829,30732,0,30732
62,1,0,23,0,23,1779097338769,1779097338850,32769,0,32769
63,1,0,21,0,21,1779097340762,1779097340821,33873,0,33873
64,1,0,16,0,16,1779097342766,1779097342825,27931,0,27931
65,1,0,20,0,20,1779097344763,1779097344845,26636,0,26636
66,1,0,11,0,11,1779097346762,1779097346813,16744,0,16744
67,1,0,10,0,10,1779097348769,1779097348880,15319,0,15319
68,1,0,23,0,23,1779097350769,1779097350828,30579,0,30579
69,1,0,18,0,18,1779097352765,1779097352823,22924,0,22924
70,1,0,12,0,12,1779097354765,1779097354821,17784,0,17784
71,1,0,20,0,20,1779097356766,1779097356822,26071,0,26071
72,1,0,21,0,21,1779097358777,1779097358884,33696,0,33696
73,1,0,16,0,16,1779097360769,1779097360825,19972,0,19972
74,1,0,16,0,16,1779097362779,1779097362876,20098,0,20098
75,1,0,27,0,27,1779097364770,1779097364829,32651,0,32651
76,1,0,22,0,22,1779097366772,1779097366826,23605,0,23605
77,1,0,34,0,34,1779097368773,1779097368829,29934,0,29934
78,1,0,28,0,28,1779097370774,1779097370843,33988,0,33988
79,1,0,46,0,46,1779097372790,1779097372873,74257,0,74257
80,1,0,16,0,16,1779097374771,1779097374824,18402,0,18402
81,1,0,30,0,30,1779097376773,1779097376832,34509,0,34509
82,1,0,17,0,17,1779097378774,1779097378853,17008,0,17008
83,1,0,21,0,21,1779097380777,1779097380870,24390,0,24390
84,1,0,7,0,7,1779097382783,1779097382951,11622,0,11622
85,1,0,18,0,18,1779097384777,1779097384835,14214,0,14214
86,1,0,7,0,7,1779097386788,1779097386875,8742,0,8742
87,1,0,10,0,10,1779097388783,1779097388872,10118,0,10118
88,1,0,10,0,10,1779097390789,1779097390882,9023,0,9023
89,1,0,0,0,0,1779097392777,1779097392840,0,0,0
90,1,0,1,0,1,1779097394779,1779097394847,1443,0,1443
91,1,0,2,0,2,1779097396782,1779097396902,1961,0,1961
92,1,0,0,0,0,1779097398779,1779097398862,0,0,0
93,1,0,1,0,1,1779097400785,1779097400903,447,0,447
94,1,0,1,0,1,1779097402781,1779097402839,366,0,366
95,1,0,0,0,0,1779097404782,1779097404881,0,0,0
96,1,0,1,0,1,1779097406783,1779097406837,1339,0,1339
97,1,0,1,0,1,1779097408785,1779097408866,352,0,352
98,1,0,1,0,1,1779097410788,1779097410872,1354,0,1354
99,1,0,11,0,11,1779097412786,1779097412846,4415,0,4415
100,1,0,3,0,3,1779097414786,1779097414863,2966,0,2966
101,1,0,1,0,1,1779097416786,1779097416841,1292,0,1292
102,1,0,1,0,1,1779097418787,1779097418861,294,0,294
103,1,0,2,0,2,1779097420788,1779097420846,532,0,532
104,1,0,21,0,21,1779097422794,1779097422896,20425,0,20425
105,1,0,17,0,17,1779097424790,1779097424848,9868,0,9868
106,1,0,14,0,14,1779097426798,1779097426922,6917,0,6917
107,1,0,31,0,31,1779097428793,1779097428847,20765,0,20765
108,1,0,24,0,24,1779097430794,1779097430857,15206,0,15206
109,1,0,12,0,12,1779097432797,1779097433002,10579,0,10579
110,1,0,23,0,23,1779097434796,1779097434852,14967,0,14967
111,1,0,15,0,15,1779097436820,1779097436975,11337,0,11337
112,1,15,3,0,3,1779097438799,1779097438870,3270,0,3270
113,1,10,27,0,27,1779097440816,1779097440942,45625,0,45625
114,1,0,17,0,17,1779097442802,1779097442858,27189,0,27189
115,1,0,8,0,8,1779097444802,1779097444854,11924,0,11924
116,1,0,8,0,8,1779097446805,1779097446863,14931,0,14931
117,1,0,15,0,15,1779097448804,1779097448862,16652,0,16652
118,1,0,9,0,9,1779097450805,1779097450880,14868,0,14868
119,1,4,150,26,7,1779097452865,1779097452999,262201,45632,7385
120,1,7,136,13,9,1779097454876,1779097455036,234684,22334,13726
121,1,0,164,24,10,1779097456857,1779097456925,257491,36880,16460
122,1,0,180,31,12,1779097458888,1779097458993,270314,46596,13016
123,1,0,169,37,2,1779097460877,1779097460975,241749,52194,1942
124,1,0,137,31,9,1779097462850,1779097462969,187508,40545,15613
125,1,156,32,27,5,1779097464823,1779097464979,36912,31164,5748
126,1,27,172,14,2,1779097466888,1779097466972,517992,15281,2867
127,1,0,34,0,7,1779097468828,1779097468888,89361,0,7871
128,1,0,0,0,0,1779097470812,1779097470872,0,0,0
129,1,0,7,0,7,1779097472815,1779097472870,10546,0,10546
130,1,0,2,0,2,1779097474815,1779097474881,2574,0,2574
131,1,0,10,0,10,1779097476817,1779097476870,14639,0,14639
132,1,0,14,0,14,1779097478817,1779097478897,14846,0,14846
133,1,0,3,0,3,1779097480817,1779097480874,2197,0,2197
134,1,0,6,0,6,1779097482819,1779097482905,7518,0,7518
135,1,0,5,0,5,1779097484818,1779097484880,4560,0,4560
136,1,0,3,0,3,1779097486829,1779097486928,5252,0,5252
137,1,0,8,0,8,1779097488820,1779097488879,6467,0,6467
138,1,0,2,0,2,1779097490821,1779097490937,1452,0,1452
139,1,0,10,0,10,1779097492821,1779097492875,10507,0,10507
140,1,0,12,0,12,1779097494833,1779097494943,14416,0,14416
141,1,0,22,0,22,1779097496827,1779097496889,26919,0,26919
142,1,0,17,0,17,1779097498830,1779097498892,18559,0,18559
143,1,0,1,0,1,1779097500824,1779097500882,597,0,597
144,1,0,7,0,7,1779097502826,1779097502886,11171,0,11171
146,2,2,30,0,30,1779097507560,1779097507792,85089,0,85089
147,2,0,14,0,14,1779097508834,1779097508901,5355,0,5355
148,2,0,8,0,8,1779097510834,1779097510885,2678,0,2678
149,2,0,11,0,11,1779097512835,1779097512924,5590,0,5590
150,2,0,8,0,8,1779097514835,1779097514898,8583,0,8583
151,2,0,8,0,8,1779097516839,1779097516975,5997,0,5997
152,2,0,6,0,6,1779097518835,1779097518893,3878,0,3878
153,2,0,0,0,0,1779097520833,1779097520914,0,0,0
154,2,0,5,0,5,1779097522837,1779097522893,1586,0,1586
155,2,0,2,0,2,1779097524839,1779097524952,2336,0,2336
156,2,0,2,0,2,1779097526838,1779097526895,1188,0,1188
157,2,0,5,0,5,1779097528847,1779097528950,659,0,659
158,2,0,0,0,0,1779097530838,1779097530892,0,0,0
159,2,0,2,0,2,1779097532852,1779097532968,1266,0,1266
160,2,0,0,0,0,1779097534840,1779097534896,0,0,0
161,2,0,0,0,0,1779097536841,1779097536906,0,0,0
162,2,0,0,0,0,1779097538841,1779097538896,0,0,0
163,2,0,0,0,0,1779097540842,1779097540904,0,0,0
