Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,292,243,0,1779097214994,1779097215189,487730,403921,0
2,0,0,299,187,7,1779097216985,1779097217174,452431,282871,6530
3,0,0,277,166,28,1779097218987,1779097219235,408555,244223,39053
4,0,0,144,30,10,1779097220999,1779097221124,188272,37911,15274
5,0,0,232,85,14,1779097222996,1779097223096,271022,98121,15360
6,0,93,175,130,45,1779097224980,1779097225205,216885,150924,65961
7,0,0,269,169,7,1779097226991,1779097227155,476009,170727,12246
8,0,0,244,168,18,1779097228990,1779097229141,347786,149071,22641
9,0,0,158,57,44,1779097230985,1779097231240,258811,42875,43186
10,0,0,236,111,4,1779097232994,1779097233074,358666,26428,5244
11,0,0,127,7,18,1779097234994,1779097235117,266587,1165,18403
12,0,6,149,0,1,1779097236996,1779097237201,339962,0,1641
13,0,0,190,6,8,1779097238996,1779097239081,383033,12036,7717
14,0,0,180,87,3,1779097241005,1779097241116,349567,167992,2412
15,0,0,228,182,5,1779097242992,1779097243235,441784,355046,4869
16,0,0,221,105,4,1779097245001,1779097245214,408864,193795,4146
17,0,0,237,186,1,1779097247001,1779097247086,383572,298877,1397
18,0,0,199,132,2,1779097248999,1779097249275,335531,221168,2132
19,0,0,217,99,6,1779097251009,1779097251112,305921,140325,3294
20,0,0,171,12,11,1779097253006,1779097253090,224300,15625,10831
21,0,0,168,9,15,1779097255054,1779097255231,223177,12170,11997
22,0,0,192,3,1,1779097257031,1779097257126,228670,3495,1346
23,0,115,77,67,10,1779097258990,1779097259136,80750,73512,7238
24,0,85,312,177,20,1779097261021,1779097261281,605548,205988,22016
25,0,0,177,85,7,1779097263012,1779097263119,339169,76509,4822
26,0,16,120,0,12,1779097265005,1779097265145,335280,0,15268
28,1,22,51,0,51,1779097269004,1779097269551,156285,0,156285
29,1,3,64,0,64,1779097270989,1779097271151,87116,0,87116
