Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,4,208,139,18,1779097216276,1779097216420,486462,314667,21567
2,0,0,165,58,18,1779097218259,1779097218409,310582,37392,24827
3,0,4,112,12,6,1779097220253,1779097220403,264833,6524,6670
4,0,11,137,24,22,1779097222259,1779097222422,275900,11527,27823
5,0,0,242,84,34,1779097224262,1779097224382,379788,28344,45323
6,0,0,312,197,23,1779097226268,1779097226402,309242,50041,39061
7,0,245,97,0,23,1779097228261,1779097228398,210831,0,41457
8,0,59,342,245,10,1779097230275,1779097230497,769804,550058,20529
9,0,0,165,19,41,1779097232269,1779097232425,330982,36820,78195
10,0,0,192,65,6,1779097234274,1779097234502,331543,108246,5844
11,0,0,185,5,10,1779097236269,1779097236406,277653,7278,17563
12,0,0,174,5,20,1779097238271,1779097238495,262401,7102,34185
13,0,0,168,58,7,1779097240268,1779097240447,221901,73151,12714
14,0,41,116,113,3,1779097242261,1779097242498,141839,137298,4541
15,0,101,92,47,4,1779097244355,1779097244535,195145,54818,5467
16,0,0,196,91,4,1779097246278,1779097246438,407239,87273,6010
17,0,0,348,283,6,1779097248282,1779097248500,443151,253982,7793
18,0,0,178,98,4,1779097250269,1779097250616,330700,90399,7608
19,0,0,145,9,6,1779097252275,1779097252420,371377,5685,7109
20,0,0,162,11,4,1779097254279,1779097254434,403351,6111,2728
21,0,0,183,6,7,1779097256285,1779097256417,448414,2735,9506
22,0,0,207,63,11,1779097258284,1779097258369,358857,20823,14269
23,0,0,155,36,5,1779097260277,1779097260387,289719,9705,7859
24,0,0,129,48,5,1779097262275,1779097262404,190906,8936,5794
25,0,0,122,0,7,1779097264300,1779097264554,281631,0,8796
27,1,0,30,0,30,1779097268460,1779097268722,58296,0,58296
28,1,0,9,0,9,1779097270257,1779097270374,8199,0,8199
29,1,0,13,0,13,1779097272257,1779097272512,12654,0,12654
30,1,0,7,0,7,1779097274257,1779097274378,2432,0,2432
31,1,0,10,0,10,1779097276259,1779097276376,8805,0,8805
32,1,0,16,0,16,1779097278260,1779097278370,13325,0,13325
33,1,13,7,0,7,1779097280261,1779097280396,8084,0,8084
34,1,4,27,0,27,1779097282262,1779097282471,45578,0,45578
35,1,5,18,0,18,1779097284262,1779097284471,25203,0,25203
36,1,8,18,0,18,1779097286263,1779097286669,29474,0,29474
37,1,2,19,0,19,1779097288263,1779097288402,28255,0,28255
38,1,3,6,0,6,1779097290262,1779097290441,8478,0,8478
39,1,0,7,0,7,1779097292263,1779097292386,10036,0,10036
40,1,3,11,0,11,1779097294264,1779097294463,17773,0,17773
41,1,0,5,0,5,1779097296264,1779097296396,7932,0,7932
42,1,0,2,0,2,1779097298265,1779097298383,3919,0,3919
43,1,3,13,0,13,1779097300266,1779097300667,15826,0,15826
44,1,0,9,0,9,1779097302267,1779097302423,11196,0,11196
45,1,0,7,0,7,1779097304267,1779097304395,11056,0,11056
46,1,0,18,0,18,1779097306268,1779097306395,17180,0,17180
47,1,0,7,0,7,1779097308268,1779097308408,7861,0,7861
48,1,0,10,0,10,1779097310270,1779097310424,14309,0,14309
49,1,0,1,0,1,1779097312268,1779097312411,792,0,792
50,1,0,1,0,1,1779097314268,1779097314414,1787,0,1787
51,1,0,1,0,1,1779097316269,1779097316388,736,0,736
52,1,0,0,0,0,1779097318268,1779097318447,0,0,0
53,1,0,5,0,5,1779097320271,1779097320389,6535,0,6535
54,1,0,1,0,1,1779097322272,1779097322393,665,0,665
55,1,0,3,0,3,1779097324272,1779097324514,5340,0,5340
56,1,0,0,0,0,1779097326271,1779097326386,0,0,0
57,1,0,0,0,0,1779097328272,1779097328382,0,0,0
58,1,0,0,0,0,1779097330272,1779097330441,0,0,0
59,1,0,11,0,11,1779097332276,1779097332432,14059,0,14059
60,1,0,17,0,17,1779097334277,1779097334506,24880,0,24880
61,1,0,6,0,6,1779097336277,1779097336403,5345,0,5345
62,1,0,8,0,8,1779097338277,1779097338521,10293,0,10293
63,1,0,8,0,8,1779097340278,1779097340397,8174,0,8174
64,1,0,10,0,10,1779097342279,1779097342411,11167,0,11167
65,1,0,15,0,15,1779097344280,1779097344405,8340,0,8340
66,1,0,17,0,17,1779097346280,1779097346395,17948,0,17948
67,1,0,20,0,20,1779097348281,1779097348357,17129,0,17129
68,1,0,13,0,13,1779097350281,1779097350405,13592,0,13592
69,1,0,7,0,7,1779097352281,1779097352408,7907,0,7907
70,1,0,32,0,32,1779097354285,1779097354407,42891,0,42891
71,1,0,8,0,8,1779097356282,1779097356405,5078,0,5078
72,1,0,12,0,12,1779097358282,1779097358412,13435,0,13435
73,1,0,17,0,17,1779097360285,1779097360390,15341,0,15341
74,1,0,12,0,12,1779097362285,1779097362401,7351,0,7351
75,1,0,22,0,22,1779097364287,1779097364414,20079,0,20079
76,1,0,25,0,25,1779097366286,1779097366376,16357,0,16357
77,1,0,24,0,24,1779097368287,1779097368397,9099,0,9099
78,1,0,22,0,22,1779097370289,1779097370380,15931,0,15931
79,1,0,9,0,9,1779097372287,1779097372380,6446,0,6446
80,1,0,19,0,19,1779097374287,1779097374401,16143,0,16143
81,1,0,24,0,24,1779097376289,1779097376388,8285,0,8285
82,1,0,14,0,14,1779097378292,1779097378396,4817,0,4817
83,1,0,26,0,26,1779097380305,1779097380419,18627,0,18627
84,1,1,1,0,1,1779097382291,1779097382474,1183,0,1183
85,1,4,4,0,4,1779097384291,1779097384407,5370,0,5370
86,1,10,7,0,7,1779097386292,1779097386424,11651,0,11651
87,1,12,15,0,15,1779097388293,1779097388423,26119,0,26119
88,1,3,16,0,16,1779097390295,1779097390518,30363,0,30363
89,1,3,4,0,4,1779097392294,1779097392428,7172,0,7172
90,1,2,3,0,3,1779097394295,1779097394495,6292,0,6292
91,1,1,3,0,3,1779097396296,1779097396451,5109,0,5109
92,1,1,3,0,3,1779097398297,1779097398436,4025,0,4025
93,1,0,1,0,1,1779097400296,1779097400427,1987,0,1987
94,1,0,2,0,2,1779097402297,1779097402432,2947,0,2947
