Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,256,70,101,1779097216538,1779097216654,544580,154958,120067
2,0,0,207,27,95,1779097218489,1779097218649,356511,23890,75053
3,0,111,185,15,58,1779097220492,1779097220890,442934,15458,73457
4,0,0,179,36,32,1779097222502,1779097222770,369601,29772,13056
5,0,0,239,34,100,1779097224495,1779097224585,365982,18372,66824
6,0,0,222,44,72,1779097226489,1779097226596,337681,19897,43185
7,0,0,231,111,20,1779097228491,1779097228633,307118,42292,11862
8,0,53,121,0,9,1779097230522,1779097230796,301822,0,12043
9,0,9,194,28,25,1779097232538,1779097232818,468601,65209,58102
10,0,22,181,41,23,1779097234512,1779097234817,365799,81299,38710
11,0,25,216,16,36,1779097236508,1779097236632,369460,26914,60845
12,0,18,187,4,39,1779097238535,1779097238734,323499,6634,69588
13,0,0,183,24,22,1779097240510,1779097240628,279415,34622,39895
14,0,1,159,55,1,1779097242534,1779097242740,237014,80054,2092
15,0,0,147,21,1,1779097244534,1779097244722,204459,28423,2057
16,0,67,107,105,2,1779097246486,1779097246685,128444,126454,1990
17,0,66,133,61,5,1779097248511,1779097248744,299539,69817,7210
18,0,126,104,32,6,1779097250564,1779097250935,270812,39736,7290
19,0,0,133,7,22,1779097252523,1779097252674,362261,6199,42733
20,0,5,200,10,11,1779097254558,1779097254806,572030,9273,15609
21,0,0,158,4,8,1779097256535,1779097256746,439087,3140,12778
22,0,0,182,29,17,1779097258529,1779097258627,411193,17079,28072
23,0,0,212,59,32,1779097260533,1779097260627,376848,29990,28727
24,0,0,157,36,28,1779097262524,1779097262611,298940,14150,49531
25,0,0,141,0,30,1779097264539,1779097264711,321850,0,41265
27,1,4,22,0,22,1779097268927,1779097269437,59906,0,59906
