Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,218,137,22,1779097215443,1779097215522,400364,273233,6560
2,0,0,205,81,8,1779097217440,1779097217594,396394,156528,10818
3,0,0,189,76,16,1779097219438,1779097219535,323811,134574,14037
4,0,0,143,10,12,1779097221435,1779097221550,231002,16902,5574
5,0,0,196,40,15,1779097223444,1779097223559,305493,64678,7805
6,0,0,219,71,17,1779097225443,1779097225547,322261,106738,13501
7,0,9,163,46,22,1779097227455,1779097227547,226167,64496,24801
8,0,3,175,52,9,1779097229442,1779097229536,236609,66599,18920
9,0,143,55,22,33,1779097231430,1779097231543,60965,23212,37753
10,0,5,187,41,4,1779097233448,1779097233560,486736,29613,5166
11,0,7,136,4,7,1779097235440,1779097235567,373562,2467,12231
12,0,0,188,11,25,1779097237450,1779097237553,437550,5255,31421
13,0,0,197,46,6,1779097239455,1779097239576,401645,17977,11836
14,0,0,240,114,3,1779097241453,1779097241572,337899,32905,3780
15,0,0,100,34,0,1779097243442,1779097243537,157449,5755,0
16,0,87,120,0,3,1779097245450,1779097245540,261867,0,3581
17,0,0,165,87,3,1779097247449,1779097247559,343533,180901,2580
18,0,0,149,87,1,1779097249449,1779097249559,295324,170508,1855
19,0,0,140,36,2,1779097251454,1779097251550,260775,66843,1637
20,0,0,141,6,6,1779097253457,1779097253603,259129,10887,9169
21,0,0,162,4,9,1779097255458,1779097255538,267173,6636,8939
22,0,0,155,5,7,1779097257467,1779097257557,245532,7980,5321
23,0,0,197,39,5,1779097259463,1779097259573,310182,59883,8832
24,0,0,212,86,27,1779097261461,1779097261562,291343,124209,20480
25,0,0,174,47,9,1779097263468,1779097263597,242430,64870,10651
27,1,0,25,0,25,1779097268846,1779097269351,95408,0,95408
28,1,0,0,0,0,1779097269542,1779097269699,0,0,0
29,1,0,12,0,12,1779097271541,1779097271659,17239,0,17239
30,1,0,5,0,5,1779097273541,1779097273664,4501,0,4501
31,1,0,20,0,20,1779097275544,1779097275647,12129,0,12129
32,1,0,10,0,10,1779097277543,1779097277669,5490,0,5490
33,1,0,4,0,4,1779097279544,1779097279701,4861,0,4861
34,1,0,10,0,10,1779097281547,1779097281675,12144,0,12144
35,1,0,23,0,23,1779097283550,1779097283700,14360,0,14360
36,1,0,12,0,12,1779097285550,1779097285709,6781,0,6781
37,1,0,7,0,7,1779097287549,1779097287716,8684,0,8684
38,1,0,18,0,18,1779097289552,1779097289674,23823,0,23823
39,1,0,6,0,6,1779097291553,1779097291666,2703,0,2703
40,1,0,6,0,6,1779097293552,1779097293664,7641,0,7641
41,1,0,8,0,8,1779097295553,1779097295677,7144,0,7144
42,1,0,4,0,4,1779097297553,1779097297672,2966,0,2966
43,1,0,4,0,4,1779097299554,1779097299677,2924,0,2924
44,1,0,15,0,15,1779097301555,1779097301665,13335,0,13335
45,1,0,5,0,5,1779097303558,1779097303690,755,0,755
46,1,8,0,0,0,1779097305553,1779097305621,0,0,0
47,1,5,9,0,9,1779097307557,1779097307704,18347,0,18347
48,1,3,18,0,18,1779097309560,1779097309711,25284,0,25284
49,1,0,3,0,3,1779097311559,1779097311704,6311,0,6311
50,1,1,0,0,0,1779097313558,1779097313720,0,0,0
51,1,0,1,0,1,1779097315561,1779097315699,2064,0,2064
52,1,1,0,0,0,1779097317559,1779097317694,0,0,0
53,1,0,2,0,2,1779097319562,1779097319706,3063,0,3063
54,1,0,0,0,0,1779097321560,1779097321713,0,0,0
55,1,0,1,0,1,1779097323563,1779097323683,948,0,948
56,1,0,0,0,0,1779097325562,1779097325683,0,0,0
57,1,0,0,0,0,1779097327563,1779097327762,0,0,0
58,1,0,1,0,1,1779097329566,1779097329695,918,0,918
59,1,0,1,0,1,1779097331566,1779097331700,912,0,912
60,1,0,8,0,8,1779097333569,1779097333676,8990,0,8990
61,1,0,1,0,1,1779097335567,1779097335700,1885,0,1885
62,1,0,10,0,10,1779097337570,1779097337691,10356,0,10356
63,1,0,13,0,13,1779097339570,1779097339696,11727,0,11727
64,1,0,3,0,3,1779097341570,1779097341705,5475,0,5475
65,1,0,5,0,5,1779097343571,1779097343697,7970,0,7970
66,1,0,10,0,10,1779097345572,1779097345724,16065,0,16065
67,1,0,28,0,28,1779097347578,1779097347729,24036,0,24036
68,1,0,28,0,28,1779097349576,1779097349685,23086,0,23086
69,1,0,4,0,4,1779097351572,1779097351685,6804,0,6804
70,1,0,9,0,9,1779097353574,1779097353701,9298,0,9298
71,1,0,4,0,4,1779097355573,1779097355695,3724,0,3724
72,1,0,16,0,16,1779097357576,1779097357674,15259,0,15259
