Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,138,82,0,1779097215063,1779097215214,235418,138314,0
2,0,0,197,54,24,1779097217085,1779097217225,323969,84484,48049
3,0,0,154,49,14,1779097219079,1779097219228,231262,71696,22496
4,0,0,173,12,14,1779097221052,1779097221161,230003,15615,18047
5,0,0,191,34,10,1779097223063,1779097223253,255820,44591,13999
6,0,106,83,44,39,1779097225052,1779097225208,110388,51207,59181
7,0,68,213,86,21,1779097227076,1779097227211,454130,91858,22705
8,0,0,133,61,4,1779097229064,1779097229206,271763,57990,3049
9,0,0,130,27,44,1779097231064,1779097231233,239089,20070,40789
10,0,0,180,33,4,1779097233064,1779097233163,413719,10786,4590
11,0,0,140,7,23,1779097235063,1779097235151,294260,1405,23039
12,0,7,161,0,19,1779097237080,1779097237222,343527,0,16242
13,0,0,176,7,12,1779097239065,1779097239165,358580,14626,6406
14,0,0,169,57,4,1779097241079,1779097241162,335698,112639,3062
15,0,0,138,89,2,1779097243115,1779097243279,276759,177610,3248
16,0,0,173,45,4,1779097245100,1779097245250,324836,84687,2264
17,0,0,148,82,1,1779097247064,1779097247158,250911,137681,460
18,0,0,133,74,0,1779097249108,1779097249249,223137,122061,0
19,0,0,140,43,1,1779097251072,1779097251169,208512,63394,437
20,0,0,171,8,5,1779097253088,1779097253249,255040,11688,6544
21,0,0,161,18,9,1779097255113,1779097255270,226087,25035,10599
22,0,0,181,5,9,1779097257083,1779097257178,218145,6083,4445
23,0,120,50,46,4,1779097259055,1779097259167,53369,51960,1409
24,0,94,210,81,9,1779097261181,1779097261340,508869,99030,8555
25,0,0,157,50,13,1779097263073,1779097263180,355513,48102,16275
26,0,8,121,0,5,1779097265081,1779097265177,353562,0,6521
28,1,11,23,0,23,1779097269073,1779097269582,76761,0,76761
29,1,2,22,0,22,1779097271053,1779097271193,34343,0,34343
30,1,0,4,0,4,1779097273046,1779097273147,5967,0,5967
31,1,3,6,0,6,1779097275053,1779097275285,10694,0,10694
32,1,22,6,0,6,1779097277049,1779097277224,9160,0,9160
33,1,0,24,0,24,1779097279052,1779097279200,45478,0,45478
34,1,0,16,0,16,1779097281055,1779097281190,16953,0,16953
35,1,0,17,0,17,1779097283061,1779097283261,22639,0,22639
36,1,0,13,0,13,1779097285052,1779097285158,20180,0,20180
37,1,0,39,0,39,1779097287065,1779097287228,72716,0,72716
38,1,0,25,0,25,1779097289056,1779097289139,26781,0,26781
39,1,0,0,0,0,1779097291049,1779097291193,0,0,0
40,1,0,13,0,13,1779097293053,1779097293139,16786,0,16786
41,1,0,20,0,20,1779097295057,1779097295206,22048,0,22048
42,1,0,6,0,6,1779097297053,1779097297145,9381,0,9381
43,1,0,5,0,5,1779097299054,1779097299137,4477,0,4477
44,1,0,23,0,23,1779097301059,1779097301178,17546,0,17546
