EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,28661.00000000000000000000000000000000000000000000000000000000,21445,8955,5477,1778651918300,1778651968579,570.04067461399733929283684119582176208496093750000000000000
1,21319.00000000000000000000000000000000000000000000000000000000,16793,2807,6245,1778651972307,1778652046497,287.35643290435052676912164315581321716308593750000000000000
2,20.00000000000000000000000000000000000000000000000000000000,0,0,40,1778652050329,1778652051021,28.90533415481137069491524016484618186950683593750000000000
