TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
81041772080671878542961731098899000076950986881019041775172743176627867889177,1778652029536,1778652032547,1778652032619,,,,,3082
17069077896930555756017027331617929806614615048691650727674014412597649319328,1778651937770,1778651940344,1778651940506,,,,,2736
100438017909403432731670214101470982613709405238226415058848016910582289546087,1778651960190,1778651960340,1778651984455,,,1778651960450,1778651984455,24264
105308493430143432750920463609798812956744507860501738866488521897505719026657,1778652001758,1778652004356,1778652004484,,,,,2726
32225565813993582511005015644751090049974567987982434319645108427546175737920,1778652004888,1778652006405,1778652006519,,,,,1630
9807166684824758996092604891667293368468090560810944237532665201185427768630,1778652023380,1778652026361,1778652026448,,,,,3067
35722026643070238806561619380431578504308383035520600362211746906704146570688,1778651955057,1778651956333,1778651956459,,,,,1401
66823206792536012480480889875277646712600765876514028617012123722554585320385,1778651965282,1778651968339,1778651968488,,,,,3206
37339033436745381638838811568898249086089158650036229325337188605031274625863,1778651998715,1778652000340,1778652000448,,,,,1732
31995482380083128482027778454279783355353208317284025248724515363697347915436,1778651918383,1778651920368,1778651920428,,,,,2045
43513858198159704790902906722277961179409673930831147012905561428444479447942,1778651927541,1778651930324,1778651930432,,,,,2891
58392253427267198953362929304465979877955348289079345210592875759157485256987,1778651995685,1778651998408,1778651998469,,,,,2783
102197105009784580512338069887363164825586517209658297464439895180082400557127,1778652017254,1778652018425,1778652018490,,,,,1235
22135216061425288984859628928409286263619733034455613137132959225989593509782,1778651935731,1778651938326,1778651938432,,,,,2700
43021189546532091183171296987505074377915290245583858484146792987974392026687,1778651940828,1778651942377,1778651960450,,,1778651942489,1778651960450,19622
104964103448376089009180027830484138311198214885513116534846812413976090631071,1778652023387,1778652024337,1778652032619,,,1778652024451,1778652032619,9231
100709438856867471013781385388310208835385628061216634241088873055909920782126,1778651940818,1778651942336,1778651942453,,,,,1634
