EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Sum of Broker1 TCL (ms) (Duration: Broker1 Tx Propose -> Broker1 Tx Commit),Sum of Broker2 TCL (ms) (Duration: Broker2 Tx Propose -> Broker2 Tx Commit),Sum of innerShardTx TCL (ms),Sum of CTX TCL (ms) (Duration: Broker1 Tx Propose -> Broker2 Tx Commit),Sum of All Tx TCL (sec.)
0,28661.00000000000000000000000000000000000000000000000000000000,21445,8955,5477,9596746,7607032,51479151,60217596,111710.23169681138824671506881713867187500000000000000000000000
1,21319.00000000000000000000000000000000000000000000000000000000,16793,2807,6245,3436014,8034918,41388140,108407148,149806.82775365316774696111679077148437500000000000000000000000
2,20.00000000000000000000000000000000000000000000000000000000,0,0,40,0,142655,0,730983,731.00162246100012453098315745592117309570312500000000000000
