EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,CTX ratio of this epoch
0,19038.50000000000000000000000000000000000000000000000000000000,5076.50000000000000000000000000000000000000000000000000000000,13962,5238,4915,0.26664390576988733494445682481455150991678237915039062500
1,18940.00000000000000000000000000000000000000000000000000000000,4086.00000000000000000000000000000000000000000000000000000000,14854,4346,3826,0.21573389651531149624474892334546893835067749023437500000
2,12021.50000000000000000000000000000000000000000000000000000000,2225.50000000000000000000000000000000000000000000000000000000,9796,1804,2647,0.18512664808884082834339324108441360294818878173828125000
