TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
113160401916498863942848441571398350289195915887104268489995712171157075881741,1778207111637,1778207113499,1778207119757,,,1778207113790,1778207119757,8119
63893455560570774678925348679273894947150232497636689634686723283930524269454,1778207115734,1778207117468,1778207121664,,,1778207117635,1778207121664,5929
11293969236407707682630121575067830984274206860813156618905279251010872574903,1778207146227,1778207149561,1778207149760,,,,,3533
42350126366201695393432790557198644087848904285685653893865223723626780184502,1778207174978,1778207179602,1778207179766,,,,,4787
96292209371321013633884908129910042413147639105957052972565730206809840913217,1778207245354,1778207249577,1778207249670,,,,,4315
87940119639175631261729276412128729518149926721430516455005303475719916938824,1778207253464,1778207255650,1778207255779,,,,,2315
75551705447981950979665919748140982212800377640101301698162860451702841061650,1778207119785,1778207121545,1778207129762,,,1778207121664,1778207129762,9976
25643060636603382859707160058032223291120422712858640455424499138364541074442,1778207146241,1778207149572,1778207149757,,,,,3516
41396320201751905029431616267971174374389659993561745197273754776499382322591,1778207146240,1778207149521,1778207149724,,,,,3483
98581476456505596825392758044555606588220708155182549917947896746059549413015,1778207183161,1778207185539,1778207185783,,,,,2621
87176886176728602646575857720147894072920947609534111332419542866599968238467,1778207192293,1778207193569,1778207193748,,,,,1454
66579538947500146127074758844921172025927011895124517106339442584861865504319,1778207258520,1778207261540,1778207261684,,,,,3163
33678100157333121878725776776858904944657053451011912101505318353642869530928,1778207206550,1778207209500,1778207209673,,,,,3122
22499742561479981064698996003103519429163764955435686561909653299409727390500,1778207111490,1778207113499,1778207113790,,,,,2300
33937775906927770221820825176548990158318362995852085377443941238459970679117,1778207119773,1778207123488,1778207123676,,,,,3903
50779753237671910667117740503502866050946172458315651808174218985728979029305,1778207162678,1778207163495,1778207167703,,,1778207163719,1778207167703,5025
45356659761031547151349577509500301361871370219463806003201336935309620914755,1778207175033,1778207175897,1778207181765,,,1778207176015,1778207181765,6732
71029234333381579417360069382553645796161749971556473017932905816012564948620,1778207183135,1778207185589,1778207185945,,,,,2809
8604518410176912586046731143885800652031833391157216476699400213909012018458,1778207211626,1778207213568,1778207213717,,,,,2090
30988053800368743810363400757921050995877974382793595471935893687688946654088,1778207245353,1778207249621,1778207249767,,,,,4414
45571577695483029659894882296188473231276573125594214170867552977158935382017,1778207106454,1778207107478,1778207115723,,,1778207107606,1778207115723,9268
54865362645986628826129791473441630756573752475925852513514306998414889380988,1778207115723,1778207119553,1778207119757,,,,,4033
79187698477377480143119733532411007255044258320899816067741747476297385325581,1778207162677,1778207163468,1778207165836,,,1778207163619,1778207165836,3159
101633933698945742985174435493739393945599631000181415784301807477715120584111,1778207179092,1778207183671,1778207183802,,,,,4710
77409211662238613605688001706036441187428039323335629488890966974060736372430,1778207233131,1778207237844,1778207237938,,,,,4807
114227031093868042544130183450799269753669696104335624573893203359329860329751,1778207128905,1778207131546,1778207131727,,,,,2821
5143475815570403821919637722159033386234600989511479413988663720244140966946,1778207137067,1778207139549,1778207139785,,,,,2717
41002564510476685422009015949983098062757056957513331013928528056242124886320,1778207179047,1778207181562,1778207181722,,,,,2675
13062005206404296304765792214805564540580290516605528629238466902043803599818,1778207179069,1778207181599,1778207181746,,,,,2677
