Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,31,134,134,0,1778166818145,1778166818206,305935,305935,0
2,0,0,85,31,54,1778166820146,1778166820210,218528,132858,85670
3,0,61,70,0,0,1778166822146,1778166822217,441738,0,0
4,0,15,134,0,69,1778166824149,1778166824237,672350,0,131312
5,0,0,86,52,34,1778166826148,1778166826228,113496,64720,48776
6,0,0,69,19,15,1778166828148,1778166828215,190064,61388,14415
7,0,0,181,0,89,1778166830153,1778166830227,600506,0,116079
8,0,0,85,0,8,1778166832151,1778166832223,565844,0,7653
9,0,0,68,27,27,1778166834149,1778166834236,167745,5113,33049
10,0,0,87,73,14,1778166836150,1778166836220,171570,158578,12992
11,0,0,124,0,38,1778166838156,1778166838241,411811,0,47858
12,0,0,108,0,22,1778166840154,1778166840252,556180,0,20800
13,0,0,105,0,50,1778166842156,1778166842222,512407,0,62459
14,0,0,22,22,0,1778166844151,1778166844269,25852,25852,0
15,0,0,85,0,7,1778166846161,1778166846243,254450,0,6790
16,0,0,191,0,76,1778166848165,1778166848254,679035,0,83984
17,0,0,115,0,24,1778166850156,1778166850222,719859,0,70549
18,0,31,35,26,0,1778166852163,1778166852252,85800,3351,0
19,0,0,105,23,44,1778166854156,1778166854224,202591,48300,73817
20,0,0,117,0,16,1778166856160,1778166856236,448269,0,31680
21,0,0,124,0,18,1778166858166,1778166858233,665762,0,17280
22,0,0,78,0,10,1778166860163,1778166860260,565390,0,11816
23,0,41,35,35,0,1778166862157,1778166862231,37586,37586,0
24,0,42,73,48,25,1778166864162,1778166864246,183635,148197,35438
25,0,89,76,0,0,1778166866163,1778166866253,388490,0,0
26,0,71,151,0,56,1778166868186,1778166868260,773498,0,98057
27,0,56,111,0,45,1778166870163,1778166870248,668076,0,67883
28,0,50,112,112,0,1778166872171,1778166872246,225730,225730,0
29,0,44,59,35,24,1778166874168,1778166874258,182464,140814,41650
30,0,56,67,0,0,1778166876170,1778166876286,409210,0,0
31,0,45,108,0,20,1778166878170,1778166878337,747771,0,32615
32,0,44,113,35,74,1778166880170,1778166880397,203602,38721,124184
33,0,0,99,65,34,1778166882168,1778166882272,228457,193709,34748
34,0,54,80,16,17,1778166884173,1778166884318,351445,80387,33099
35,0,0,165,0,55,1778166886179,1778166886276,835189,0,64065
36,0,0,56,0,14,1778166888174,1778166888263,403449,0,26250
37,0,0,111,41,70,1778166890167,1778166890248,202384,78111,124273
38,0,0,105,0,17,1778166892178,1778166892288,364715,0,14841
39,0,0,142,0,21,1778166894184,1778166894307,753128,0,29124
40,0,0,127,0,32,1778166896186,1778166896265,779476,0,25797
41,0,13,73,31,0,1778166898175,1778166898261,443759,27001,0
42,0,0,109,22,29,1778166900177,1778166900293,276881,63844,43150
43,0,0,101,0,26,1778166902173,1778166902247,391046,0,25636
44,0,12,126,0,49,1778166904178,1778166904273,609932,0,79324
45,0,0,68,0,12,1778166906186,1778166906270,521441,0,23976
46,0,0,0,0,0,1778166908169,1778166908245,0,0,0
47,0,0,0,0,0,1778166910171,1778166910258,0,0,0
48,0,0,0,0,0,1778166912169,1778166912221,0,0,0
49,0,70,164,164,0,1778166970541,1778166970628,565714,565714,0
50,0,0,107,1,80,1778166972423,1778166972513,302801,5331,157477
51,0,0,131,0,39,1778166974423,1778166974493,711799,0,36282
52,0,0,49,25,7,1778166976402,1778166976542,178057,7815,10828
53,0,0,77,46,31,1778166978389,1778166978490,163207,103930,59277
54,0,0,81,0,0,1778166980391,1778166980455,343686,0,0
55,0,0,124,0,38,1778166982400,1778166982477,578564,0,40336
56,0,0,81,0,30,1778166984382,1778166984454,445151,0,25440
57,0,0,125,68,57,1778166986386,1778166986458,138143,80949,57194
58,0,0,86,32,14,1778166988386,1778166988488,244884,103030,12166
59,0,0,171,0,70,1778166990397,1778166990513,612951,0,81774
60,0,0,86,0,7,1778166992388,1778166992480,575920,0,5677
61,0,0,48,3,38,1778166994379,1778166994495,123294,531,58153
62,0,0,72,19,9,1778166996388,1778166996489,145174,41249,7173
63,0,0,99,0,2,1778166998394,1778166998484,407931,0,2555
64,0,0,104,0,6,1778167000393,1778167000477,608942,0,4578
65,0,0,126,0,72,1778167002395,1778167002522,564084,0,120892
66,0,23,53,26,27,1778167004387,1778167004489,49233,28765,20468
67,0,52,123,23,62,1778167006399,1778167006495,250504,71572,58996
68,0,52,125,0,24,1778167008397,1778167008479,534177,0,17256
69,0,42,108,0,2,1778167010399,1778167010472,756238,0,3414
70,0,35,68,0,0,1778167012395,1778167012494,619856,0,0
71,0,38,66,66,0,1778167014398,1778167014494,134525,134525,0
72,0,34,108,17,49,1778167016400,1778167016491,310438,68583,70064
73,0,47,82,0,0,1778167018392,1778167018501,498093,0,0
74,0,28,140,0,45,1778167020399,1778167020519,853684,0,86634
75,0,0,106,56,32,1778167022400,1778167022506,278149,55545,41621
76,0,0,95,89,6,1778167024396,1778167024489,270201,264483,5718
77,0,23,56,2,10,1778167026392,1778167026587,250666,10128,15469
78,0,0,76,0,8,1778167028402,1778167028482,482608,0,7410
79,0,0,98,0,51,1778167030401,1778167030491,490668,0,68249
80,0,0,109,75,34,1778167032397,1778167032472,173984,143384,30600
81,0,0,50,41,9,1778167034398,1778167034503,169938,161595,8343
82,0,0,139,0,38,1778167036408,1778167036475,632501,0,33174
83,0,0,150,0,65,1778167038407,1778167038522,757873,0,80199
84,0,0,75,39,23,1778167040401,1778167040484,183367,34394,19918
85,0,0,117,2,81,1778167042404,1778167042513,205091,5822,99562
86,0,0,121,0,11,1778167044414,1778167044536,553989,0,9735
87,0,0,155,0,41,1778167046411,1778167046514,834053,0,45043
88,0,0,89,0,1,1778167048406,1778167048493,783571,0,826
89,0,0,53,53,0,1778167050402,1778167050467,95554,95554,0
90,0,25,128,0,35,1778167052406,1778167052484,393092,0,35381
91,0,0,153,0,81,1778167054410,1778167054509,529805,0,108276
92,0,0,94,0,0,1778167056408,1778167056499,736916,0,0
93,0,0,7,0,0,1778167058402,1778167058476,68698,0,0
94,0,0,0,0,0,1778167060399,1778167060524,0,0,0
95,0,0,0,0,0,1778167062398,1778167062492,0,0,0
96,0,0,0,0,0,1778167064399,1778167064546,0,0,0
97,0,61,134,134,0,1778167140832,1778167140917,437258,437258,0
98,0,34,85,31,54,1778167142637,1778167142678,241878,155682,86196
99,0,48,139,0,69,1778167144656,1778167144704,574411,0,79846
