Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,155,155,0,1778166818133,1778166818188,351232,351232,0
2,0,22,101,80,21,1778166820134,1778166820211,364092,342901,21191
3,0,64,120,0,24,1778166822134,1778166822226,653240,0,46442
4,0,0,138,0,68,1778166824132,1778166824225,714260,0,132490
5,0,0,113,91,22,1778166826135,1778166826221,134309,112684,21625
6,0,0,92,22,33,1778166828133,1778166828204,235663,70840,44402
7,0,0,150,0,63,1778166830135,1778166830213,516846,0,59938
8,0,0,112,0,21,1778166832137,1778166832212,686410,0,27861
9,0,0,80,44,17,1778166834134,1778166834233,200317,8196,16320
10,0,0,123,101,22,1778166836137,1778166836211,248746,218468,30278
11,0,0,113,0,33,1778166838144,1778166838239,369360,0,31025
12,0,0,124,0,28,1778166840140,1778166840260,634072,0,35761
13,0,0,96,0,39,1778166842146,1778166842215,501051,0,35139
14,0,0,31,31,0,1778166844146,1778166844269,36430,36430,0
15,0,0,83,0,7,1778166846139,1778166846232,254197,0,13725
16,0,0,188,0,88,1778166848146,1778166848258,618838,0,101033
17,0,0,135,0,25,1778166850142,1778166850222,858279,0,73475
18,0,0,48,39,0,1778166852138,1778166852249,87307,4891,0
19,0,0,101,13,32,1778166854142,1778166854216,208208,27189,62887
20,0,0,118,0,19,1778166856146,1778166856224,438556,0,31380
21,0,0,106,0,10,1778166858150,1778166858232,600855,0,13637
22,0,0,83,0,9,1778166860154,1778166860253,610611,0,8757
23,0,66,57,57,0,1778166862146,1778166862225,60834,60834,0
24,0,57,95,84,11,1778166864147,1778166864249,270858,259638,11220
25,0,75,123,0,9,1778166866150,1778166866248,594286,0,12124
26,0,71,128,0,27,1778166868154,1778166868256,772066,0,54412
27,0,0,111,0,52,1778166870149,1778166870234,609817,0,74099
28,0,7,120,120,0,1778166872155,1778166872236,240647,240647,0
29,0,45,164,157,7,1778166874155,1778166874255,645092,630924,14168
30,0,65,86,0,6,1778166876150,1778166876291,498074,0,9303
31,0,37,131,0,33,1778166878157,1778166878325,849702,0,54304
32,0,43,157,93,27,1778166880154,1778166880383,507533,101721,29886
33,0,0,68,55,13,1778166882147,1778166882249,187146,162652,24494
34,0,0,127,44,13,1778166884152,1778166884270,581791,218946,11635
35,0,0,127,0,56,1778166886153,1778166886258,561323,0,64948
36,0,0,97,0,23,1778166888159,1778166888257,684096,0,19828
37,0,0,109,43,66,1778166890151,1778166890243,188130,81679,106451
38,0,0,110,0,23,1778166892156,1778166892278,370894,0,25854
39,0,0,111,0,12,1778166894180,1778166894307,602753,0,10308
40,0,0,149,0,34,1778166896167,1778166896264,953718,0,41457
41,0,13,109,57,0,1778166898159,1778166898256,565075,49348,0
42,0,12,94,45,13,1778166900157,1778166900286,261971,130308,26455
43,0,0,146,0,36,1778166902168,1778166902237,582016,0,47165
44,0,0,135,0,33,1778166904166,1778166904270,768668,0,66132
45,0,0,90,0,20,1778166906164,1778166906270,650784,0,28945
46,0,0,0,0,0,1778166908155,1778166908241,0,0,0
47,0,0,0,0,0,1778166910156,1778166910254,0,0,0
48,0,0,0,0,0,1778166912155,1778166912206,0,0,0
49,0,70,221,221,0,1778166970531,1778166970636,764104,764104,0
50,0,0,150,14,86,1778166972422,1778166972513,513200,74638,169303
51,0,0,107,0,24,1778166974413,1778166974487,655445,0,46429
52,0,0,75,42,0,1778166976416,1778166976559,323884,13840,0
53,0,0,96,71,25,1778166978376,1778166978482,207461,159838,47623
54,0,0,83,0,0,1778166980388,1778166980470,353446,0,0
55,0,0,105,0,26,1778166982388,1778166982488,518332,0,23072
56,0,0,76,0,4,1778166984377,1778166984447,599364,0,7372
57,0,0,153,90,63,1778166986378,1778166986443,167250,105870,61380
58,0,0,135,55,41,1778166988386,1778166988487,355979,176996,52639
59,0,0,146,0,61,1778166990394,1778166990521,500072,0,52360
60,0,0,112,0,18,1778166992381,1778166992480,711287,0,32652
61,0,0,54,5,34,1778166994379,1778166994488,189846,852,50646
62,0,0,78,26,9,1778166996387,1778166996489,159181,56446,8180
63,0,0,75,0,0,1778166998388,1778166998471,312516,0,0
64,0,0,113,0,2,1778167000383,1778167000483,688699,0,3542
65,0,0,150,0,84,1778167002393,1778167002516,677329,0,136031
66,0,13,73,39,34,1778167004383,1778167004491,74092,43222,30870
