Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,81,182,182,0,1778166818177,1778166818221,418443,418443,0
2,0,79,227,61,166,1778166820175,1778166820227,514228,262469,251759
3,0,0,250,0,101,1778166822175,1778166822231,1124762,0,182299
4,0,51,202,0,36,1778166824180,1778166824264,1423382,0,37404
5,0,0,234,183,51,1778166826175,1778166826234,331107,228883,102224
6,0,0,188,50,64,1778166828174,1778166828231,492859,162350,87628
7,0,0,161,0,41,1778166830174,1778166830250,716293,0,81713
8,0,0,164,0,18,1778166832174,1778166832238,1083159,0,22506
9,0,0,109,80,6,1778166834172,1778166834242,240490,15630,11838
10,0,0,133,101,32,1778166836174,1778166836227,259048,220079,38969
11,0,0,146,0,21,1778166838178,1778166838242,569897,0,40848
12,0,0,206,0,92,1778166840183,1778166840267,848889,0,137639
13,0,0,134,0,57,1778166842176,1778166842239,741142,0,109896
14,0,5,42,42,0,1778166844173,1778166844276,49652,49652,0
15,0,0,82,0,12,1778166846178,1778166846249,239459,0,16729
16,0,0,148,0,61,1778166848185,1778166848260,510303,0,59657
17,0,0,123,0,14,1778166850187,1778166850260,823534,0,41678
18,0,0,105,89,0,1778166852179,1778166852247,157484,10995,0
19,0,0,102,33,14,1778166854177,1778166854237,200687,69729,13776
20,0,13,141,0,28,1778166856186,1778166856263,514284,0,45174
21,0,0,117,0,13,1778166858182,1778166858247,663581,0,25818
22,0,0,99,0,7,1778166860181,1778166860258,760583,0,11867
23,0,38,100,100,0,1778166862180,1778166862242,108457,108457,0
24,0,25,185,65,60,1778166864186,1778166864255,488018,201265,99636
25,0,0,162,0,53,1778166866188,1778166866266,637710,0,79718
26,0,47,142,0,38,1778166868198,1778166868266,778638,0,38859
27,0,66,70,0,47,1778166870184,1778166870262,304148,0,94705
28,0,119,95,95,0,1778166872185,1778166872252,192060,192060,0
29,0,105,201,97,104,1778166874194,1778166874275,549275,391850,157425
30,0,52,216,0,79,1778166876200,1778166876313,983539,0,143804
31,0,74,145,0,33,1778166878205,1778166878364,949703,0,36366
32,0,86,119,45,66,1778166880200,1778166880410,273163,50398,141256
33,0,48,203,157,46,1778166882207,1778166882308,526843,473542,53301
34,0,52,131,48,32,1778166884196,1778166884333,551736,241911,50746
35,0,0,143,0,43,1778166886199,1778166886293,741732,0,39037
36,0,0,107,0,37,1778166888194,1778166888262,677879,0,49202
37,0,0,87,83,4,1778166890188,1778166890248,161448,158080,3368
38,0,0,126,0,7,1778166892199,1778166892285,486012,0,13118
39,0,0,114,0,27,1778166894194,1778166894309,557189,0,36358
40,0,0,103,0,9,1778166896201,1778166896280,763604,0,16434
41,0,17,123,69,0,1778166898194,1778166898270,597021,60720,0
42,0,9,180,78,39,1778166900204,1778166900309,471360,227639,58184
43,0,0,133,0,9,1778166902197,1778166902282,626681,0,18220
44,0,6,116,0,13,1778166904200,1778166904272,722707,0,13052
45,0,0,60,0,12,1778166906202,1778166906268,444262,0,17952
46,0,0,0,0,0,1778166908187,1778166908249,0,0,0
47,0,0,0,0,0,1778166910188,1778166910261,0,0,0
48,0,0,0,0,0,1778166912188,1778166912227,0,0,0
49,0,0,241,241,0,1778166970488,1778166970539,810018,810018,0
50,0,101,73,2,0,1778166972469,1778166972569,396992,10774,0
51,0,16,365,0,209,1778166974539,1778166974605,1483038,0,319946
52,0,118,202,90,24,1778166976508,1778166976649,930292,37726,58013
53,0,0,261,143,118,1778166978442,1778166978508,553368,325645,227723
54,0,0,139,0,3,1778166980440,1778166980526,589612,0,2808
55,0,0,166,0,25,1778166982440,1778166982511,935111,0,47895
56,0,0,124,0,38,1778166984413,1778166984486,759918,0,49472
57,0,0,177,152,25,1778166986418,1778166986480,231173,184398,46775
58,0,0,133,29,41,1778166988414,1778166988496,348247,93581,49971
59,0,0,158,0,45,1778166990424,1778166990530,680860,0,84550
60,0,0,191,0,65,1778166992424,1778166992508,999682,0,86606
61,0,0,55,1,40,1778166994409,1778166994509,203139,192,73517
62,0,0,131,41,52,1778166996419,1778166996493,240625,89134,67808
63,0,0,77,0,0,1778166998414,1778166998493,322574,0,0
64,0,0,104,0,7,1778167000426,1778167000495,605338,0,5467
65,0,0,129,0,59,1778167002436,1778167002530,681931,0,106916
66,0,0,143,122,21,1778167004418,1778167004494,156583,135534,21049
67,0,0,122,0,14,1778167006421,1778167006498,364632,0,24472
68,0,0,139,0,30,1778167008422,1778167008485,590807,0,32808
69,0,0,132,0,18,1778167010421,1778167010496,829803,0,18062
70,0,60,33,0,0,1778167012416,1778167012507,301196,0,0
71,0,133,100,100,0,1778167014415,1778167014497,204071,204071,0
72,0,57,250,65,125,1778167016425,1778167016494,701421,262375,193472
73,0,50,162,0,53,1778167018423,1778167018525,762433,0,97555
74,0,35,112,0,8,1778167020438,1778167020544,850593,0,8272
75,0,0,101,66,12,1778167022425,1778167022503,320309,65265,23871
76,0,0,120,99,21,1778167024420,1778167024494,323821,294655,29166
77,0,160,80,27,7,1778167026417,1778167026591,386701,136862,14371
78,0,0,289,0,146,1778167028441,1778167028509,1212220,0,208579
79,0,0,138,0,70,1778167030431,1778167030494,746633,0,135234
80,0,0,154,121,33,1778167032426,1778167032497,265860,234332,31528
81,0,0,134,129,5,1778167034422,1778167034495,517000,507395,9605
82,0,0,176,0,73,1778167036437,1778167036495,704693,0,91377
83,0,0,132,0,29,1778167038433,1778167038536,878465,0,55936
84,0,0,136,82,39,1778167040426,1778167040492,269203,73018,47143
85,0,0,94,1,28,1778167042439,1778167042536,248648,2934,53593
86,0,0,125,0,22,1778167044435,1778167044544,539142,0,28687
87,0,0,100,0,14,1778167046427,1778167046527,622437,0,26167
88,0,0,100,0,0,1778167048427,1778167048501,890295,0,0
89,0,15,147,147,0,1778167050427,1778167050509,271256,271256,0
90,0,23,177,0,50,1778167052435,1778167052519,560039,0,67390
91,0,0,135,0,23,1778167054438,1778167054525,704597,0,47127
92,0,0,93,0,0,1778167056430,1778167056495,728712,0,0
93,0,0,6,0,0,1778167058421,1778167058487,58950,0,0
94,0,0,0,0,0,1778167060419,1778167060531,0,0,0
95,0,0,0,0,0,1778167062421,1778167062500,0,0,0
96,0,0,0,0,0,1778167064421,1778167064540,0,0,0
97,0,140,182,182,0,1778167140732,1778167140814,575123,575123,0
98,0,107,227,61,166,1778167142687,1778167142745,572264,310447,261817
99,0,157,185,0,36,1778167144684,1778167144738,1132687,0,74808
