Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,129,129,0,1778166818122,1778166818195,293100,293100,0
2,0,0,91,48,43,1778166820122,1778166820203,291742,205373,86369
3,0,57,125,0,40,1778166822126,1778166822219,610030,0,73413
4,0,0,136,0,57,1778166824123,1778166824202,767894,0,113148
5,0,0,108,74,34,1778166826123,1778166826217,138670,91290,47380
6,0,0,102,34,14,1778166828133,1778166828203,312482,109446,27340
7,0,0,182,0,81,1778166830127,1778166830208,626473,0,96720
8,0,0,92,0,6,1778166832127,1778166832199,632935,0,11604
9,0,0,90,49,22,1778166834126,1778166834233,215105,9133,30167
10,0,0,92,84,8,1778166836127,1778166836218,197718,182262,15456
11,0,0,141,0,32,1778166838143,1778166838238,502128,0,41087
12,0,0,119,0,15,1778166840140,1778166840254,676875,0,29295
13,0,0,108,0,56,1778166842138,1778166842210,502028,0,77256
14,0,10,263,263,0,1778166844131,1778166844277,311314,311314,0
15,0,0,203,0,27,1778166846140,1778166846233,592821,0,35953
16,0,0,115,0,17,1778166848131,1778166848258,541115,0,33712
17,0,0,90,0,0,1778166850132,1778166850209,641000,0,0
18,0,26,54,46,0,1778166852130,1778166852252,79168,5888,0
19,0,0,108,19,38,1778166854132,1778166854207,209037,39577,62330
20,0,50,46,0,9,1778166856132,1778166856205,160038,0,8529
21,0,42,117,0,15,1778166858137,1778166858225,643763,0,20352
22,0,25,101,0,6,1778166860143,1778166860256,785057,0,11880
23,0,72,73,48,0,1778166862138,1778166862226,303897,51289,0
24,0,51,102,93,9,1778166864137,1778166864254,306085,287851,18234
25,0,52,114,0,21,1778166866137,1778166866239,502187,0,28105
26,0,50,165,0,63,1778166868148,1778166868260,821299,0,96121
27,0,0,82,0,14,1778166870138,1778166870217,629727,0,13466
28,0,0,73,73,0,1778166872138,1778166872228,145747,145747,0
29,0,118,114,56,58,1778166874138,1778166874250,283795,224854,58941
30,0,122,178,0,62,1778166876150,1778166876278,821735,0,114412
31,0,56,167,0,65,1778166878148,1778166878324,962545,0,134750
32,0,54,120,27,87,1778166880141,1778166880352,233402,28684,143930
33,0,0,150,123,27,1778166882143,1778166882231,384801,361497,23304
34,0,0,84,24,28,1778166884143,1778166884275,323537,119555,43272
35,0,0,133,0,14,1778166886145,1778166886255,857873,0,26233
36,0,0,117,0,35,1778166888145,1778166888257,779343,0,43264
37,0,0,77,36,41,1778166890141,1778166890245,144103,68489,75614
38,0,0,123,0,17,1778166892150,1778166892249,434609,0,17187
39,0,0,112,0,19,1778166894161,1778166894306,591826,0,35454
40,0,0,145,0,49,1778166896145,1778166896236,814987,0,56186
41,0,0,92,43,0,1778166898144,1778166898249,522565,36937,0
42,0,10,89,27,19,1778166900163,1778166900303,224889,78624,19912
43,0,0,120,0,29,1778166902148,1778166902224,479244,0,37967
44,0,0,146,0,28,1778166904156,1778166904273,856275,0,43157
45,0,0,59,0,5,1778166906149,1778166906265,484439,0,4960
46,0,0,0,0,0,1778166908143,1778166908237,0,0,0
47,0,0,0,0,0,1778166910143,1778166910243,0,0,0
48,0,0,0,0,0,1778166912143,1778166912206,0,0,0
49,0,60,174,174,0,1778166970579,1778166970669,607289,607289,0
50,0,0,131,3,75,1778166972442,1778166972551,453890,16107,150454
51,0,0,161,0,92,1778166974433,1778166974499,632673,0,125607
52,0,0,89,43,4,1778166976425,1778166976575,420158,14859,10043
53,0,0,67,65,2,1778166978392,1778166978486,148392,146586,1806
54,0,0,101,0,1,1778166980410,1778166980495,430332,0,1909
55,0,0,137,0,43,1778166982420,1778166982507,640106,0,49011
56,0,0,90,0,24,1778166984397,1778166984475,570377,0,25866
57,0,0,131,90,41,1778166986395,1778166986460,142089,107352,34737
58,0,0,116,43,15,1778166988399,1778166988483,353992,138224,28011
59,0,0,167,0,66,1778166990395,1778166990524,612468,0,80131
60,0,0,134,0,33,1778166992413,1778166992493,775661,0,45241
61,0,0,203,191,7,1778166994390,1778166994498,86359,34480,5712
62,0,0,152,72,5,1778166996401,1778166996488,329974,156236,9015
63,0,0,155,0,4,1778166998410,1778166998482,638363,0,7112
64,0,0,108,0,14,1778167000417,1778167000489,592621,0,11852
65,0,0,69,0,17,1778167002396,1778167002527,440678,0,13668
66,0,0,74,65,9,1778167004394,1778167004494,88174,72253,15921
67,0,0,135,0,47,1778167006409,1778167006493,323518,0,46753
68,0,52,59,0,9,1778167008397,1778167008482,271448,0,15534
69,0,53,106,0,12,1778167010413,1778167010480,682879,0,14535
70,0,48,78,0,0,1778167012408,1778167012499,711400,0,0
71,0,64,111,111,0,1778167014403,1778167014493,226131,226131,0
72,0,49,108,30,34,1778167016400,1778167016492,369099,121036,68112
73,0,82,122,0,21,1778167018404,1778167018506,652369,0,38215
