Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,217,168,0,1778207340743,1778207340920,530728,410644,0
2,0,0,397,57,315,1778207342757,1778207342900,1505503,93564,1394597
3,0,34,236,74,136,1778207344747,1778207344967,629848,179105,387783
4,0,58,317,48,245,1778207346754,1778207346953,1125740,21047,1079990
5,0,73,335,132,151,1778207348753,1778207349157,947907,333024,483449
6,0,10,763,404,207,1778207350776,1778207350982,1481791,438615,902118
7,0,4,764,550,21,1778207352776,1778207353067,1824888,1313617,50468
8,0,104,70,4,64,1778207354738,1778207354918,296057,16886,270730
9,0,428,499,319,64,1778207356771,1778207356988,1371150,709986,402810
10,0,99,509,276,141,1778207358773,1778207359044,2171855,1174183,606385
11,0,89,211,108,74,1778207360750,1778207360965,739284,223194,456308
12,0,57,300,38,248,1778207362766,1778207362992,1222459,152010,1014489
13,0,135,327,112,145,1778207364758,1778207364951,1212908,214874,863547
14,0,49,330,26,288,1778207366756,1778207366918,1282353,100683,1119689
15,0,160,333,106,166,1778207368760,1778207369053,1328148,210065,997216
16,0,0,344,76,225,1778207370759,1778207370934,1327881,292657,869683
17,0,59,928,593,134,1778207372790,1778207372966,2256069,1096263,787934
18,0,0,443,268,59,1778207374773,1778207374889,1663916,1005611,223293
19,0,40,362,194,94,1778207376765,1778207376993,1033214,349683,549979
20,0,8,743,409,180,1778207378797,1778207379001,2821423,1549758,687938
21,0,15,959,737,8,1778207380841,1778207381014,1717614,1295195,46440
22,0,7,592,424,15,1778207382786,1778207383015,2208052,1581117,56406
23,0,9,984,726,10,1778207384802,1778207385011,1689409,1216357,57183
24,0,13,569,420,9,1778207386807,1778207387065,2105401,1553798,33645
25,0,50,823,624,13,1778207388819,1778207388982,1352868,986029,72979
26,0,52,132,69,50,1778207390753,1778207390911,460246,240077,174897
27,0,97,310,173,106,1778207392776,1778207392997,901341,264038,589980
28,0,53,225,70,124,1778207394771,1778207394979,786774,244037,434671
29,0,47,884,599,102,1778207396840,1778207396995,1704948,876279,561152
30,0,0,290,159,47,1778207398780,1778207398932,981800,537473,160492
31,0,120,283,107,130,1778207400775,1778207400987,919218,149181,705966
32,0,89,302,74,211,1778207402774,1778207402972,1018095,248673,712287
33,0,213,278,94,130,1778207404780,1778207405056,915609,132077,707774
34,0,0,326,46,256,1778207406801,1778207406903,1057330,148094,832084
35,0,381,239,64,150,1778207409054,1778207409183,955017,93704,824728
36,0,140,856,521,130,1778207411125,1778207411191,2945975,1790515,451000
37,0,477,611,425,54,1778207412858,1778207413047,1330542,785931,286692
38,0,102,964,741,3,1778207414870,1778207415080,3137429,2411540,9831
39,0,479,584,439,12,1778207416803,1778207416961,1049548,766046,61606
40,0,149,894,641,6,1778207418863,1778207419098,2886361,2055263,39488
41,0,492,640,444,49,1778207420820,1778207421013,1293653,771256,250317
42,0,104,980,733,4,1778207422856,1778207423059,3053550,2283900,12526
43,0,7,572,419,8,1778207424820,1778207424997,999341,727233,40416
44,0,107,649,502,14,1778207426817,1778207427146,2051954,1577530,56366
45,0,61,167,62,87,1778207428767,1778207428956,582708,112632,429587
46,0,0,242,89,120,1778207430789,1778207430945,786334,255556,436020
47,0,37,255,17,219,1778207432796,1778207432943,1124100,22229,1065973
48,0,66,279,78,170,1778207434799,1778207434919,872963,216362,570419
49,0,50,301,40,244,1778207436794,1778207437110,1314512,69278,1213414
50,0,275,228,43,158,1778207438793,1778207439007,750145,120141,554544
51,0,34,316,23,275,1778207440804,1778207440935,1346725,27724,1298699
52,0,89,877,552,153,1778207442823,1778207443068,2565860,1542070,543114
53,0,25,608,390,89,1778207444827,1778207445071,1164686,562500,427519
54,0,83,271,148,29,1778207446798,1778207446954,718477,387630,84469
55,0,55,670,302,260,1778207448817,1778207448965,1467038,189858,1203005
56,0,63,421,262,60,1778207450802,1778207450887,1163634,650930,266926
57,0,0,285,50,205,1778207452818,1778207452931,1017457,48391,926317
58,0,261,296,79,166,1778207454865,1778207455064,899521,204460,563430
59,0,117,314,36,261,1778207456804,1778207456992,1230449,32951,1177468
60,0,98,292,76,184,1778207458803,1778207459018,889585,187161,623607
61,0,50,520,196,254,1778207460902,1778207461178,1375857,143552,1174937
62,0,38,1000,686,104,1778207463212,1778207463313,2878755,1860907,448316
63,0,0,136,48,36,1778207464828,1778207464931,302345,38600,155611
64,0,0,142,0,142,1778207466820,1778207466927,507173,0,507173
65,0,0,0,0,0,1778207468769,1778207468885,0,0,0
66,0,0,0,0,0,1778207470772,1778207470910,0,0,0
67,0,0,0,0,0,1778207472776,1778207472915,0,0,0
