Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,111,609,398,0,1778207340749,1778207340968,1519245,993257,0
2,0,38,602,148,379,1778207342746,1778207342915,1944743,141513,1681769
3,0,59,560,291,149,1778207344753,1778207345040,1548271,725999,522935
4,0,22,377,160,160,1778207346730,1778207346955,961237,198781,705668
5,0,0,395,204,108,1778207348736,1778207349081,1037148,500962,332657
6,0,0,263,5,256,1778207350721,1778207350866,1086124,1008,1084704
7,0,87,138,10,127,1778207352725,1778207352874,393443,21998,369244
8,0,250,307,86,197,1778207354734,1778207354938,1305508,365044,838633
9,0,44,287,198,20,1778207356722,1778207356866,692235,421860,123370
10,0,0,251,56,182,1778207358727,1778207358927,1043482,231216,758623
11,0,0,456,222,140,1778207360743,1778207360948,1513534,457586,861648
12,0,0,444,169,227,1778207362734,1778207362945,1777409,668082,919584
13,0,74,489,257,106,1778207364757,1778207364939,1360245,490188,629901
14,0,0,406,116,248,1778207366729,1778207366811,1532076,436827,937108
15,0,52,469,264,109,1778207368737,1778207369044,1364392,520987,653815
16,0,20,478,253,146,1778207370742,1778207370974,1861083,983741,570182
17,0,0,197,97,50,1778207372725,1778207372809,536858,165410,286206
18,0,96,299,83,192,1778207374748,1778207374905,1130019,312215,727609
19,0,148,507,290,107,1778207376746,1778207377001,1354899,527468,627333
20,0,0,161,11,148,1778207378735,1778207378910,600114,40704,552013
21,0,0,163,23,138,1778207380730,1778207380892,824821,37519,784011
22,0,0,271,12,256,1778207382732,1778207382894,985289,43247,931201
23,0,0,131,7,123,1778207384728,1778207384899,702868,10962,690346
24,0,0,257,17,237,1778207386737,1778207386973,934419,61272,862335
25,0,0,237,59,147,1778207388746,1778207388853,936319,84936,806843
26,0,53,461,131,233,1778207390758,1778207390898,1604101,454052,813940
27,0,104,648,262,212,1778207392779,1778207392973,1828960,392734,1174857
28,0,0,561,147,326,1778207394768,1778207394928,1934302,504955,1127045
29,0,0,294,89,160,1778207396742,1778207396844,1034064,118078,856259
30,0,57,414,143,216,1778207398762,1778207398960,1414794,486482,741232
31,0,0,597,341,110,1778207400784,1778207400959,1258636,464964,594368
32,0,0,483,240,157,1778207402750,1778207402911,1596142,791737,520670
33,0,56,586,373,74,1778207404795,1778207405015,1096508,507554,399893
34,0,29,312,125,128,1778207407001,1778207407087,1065371,425044,439782
35,0,227,300,133,117,1778207408882,1778207409015,861482,172652,623882
36,0,10,302,146,113,1778207410824,1778207410955,973227,469671,365190
37,0,12,206,17,186,1778207412841,1778207412940,1027265,59632,964223
38,0,5,160,15,142,1778207414811,1778207414908,586106,46257,530590
39,0,13,255,6,248,1778207416799,1778207416928,1292778,26461,1265264
40,0,0,210,37,166,1778207418798,1778207418907,765640,111193,633370
41,0,0,202,2,200,1778207420781,1778207420906,1004850,1958,1002892
42,0,0,165,10,151,1778207422753,1778207422834,567684,28878,527253
43,0,0,272,14,252,1778207424795,1778207424920,1280645,21171,1253864
44,0,0,337,137,141,1778207426790,1778207426925,1068718,398037,499333
45,0,22,511,207,221,1778207428778,1778207428952,1596053,372330,1092324
46,0,31,545,328,90,1778207430789,1778207430954,1608833,945072,297702
47,0,0,292,104,161,1778207432763,1778207432841,943476,140413,767220
48,0,17,332,190,97,1778207434780,1778207434920,1003166,528697,349348
49,0,0,359,128,173,1778207436759,1778207436884,1055743,158080,820812
50,0,0,382,230,89,1778207438763,1778207438855,1080130,607587,305990
51,0,0,286,89,165,1778207440769,1778207440880,933978,124024,769828
52,0,0,228,73,128,1778207442754,1778207442869,687244,189856,427204
53,0,0,252,22,223,1778207444773,1778207444883,1068593,36621,1028021
54,0,0,364,185,134,1778207446778,1778207446886,1011194,471061,425422
55,0,0,234,47,166,1778207448758,1778207448852,926018,138792,749198
56,0,88,334,150,140,1778207450777,1778207450886,898219,371198,418261
57,0,18,443,191,185,1778207452799,1778207452945,1181408,252315,839289
58,0,0,438,270,71,1778207454776,1778207455042,1145871,692642,204442
59,0,0,316,124,147,1778207456764,1778207456893,835343,146386,648210
60,0,0,464,270,120,1778207458797,1778207458976,1195749,654051,362319
61,0,99,368,150,179,1778207461349,1778207461502,1207800,253890,886044
62,0,12,135,27,99,1778207462885,1778207462972,377447,63886,292260
63,0,39,451,164,236,1778207465021,1778207465101,1267813,161731,1061936
64,0,0,47,0,47,1778207466773,1778207466848,140518,0,140518
65,0,0,0,0,0,1778207468744,1778207468839,0,0,0
66,0,0,0,0,0,1778207470743,1778207470903,0,0,0
67,0,0,0,0,0,1778207472744,1778207472905,0,0,0
