EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,CTX ratio of this epoch
0,9600.00000000000000000000000000000000000000000000000000000000,3080.00000000000000000000000000000000000000000000000000000000,6520,3080,3080,0.32083333333333335923853724125365260988473892211914062500
1,9600.00000000000000000000000000000000000000000000000000000000,1966.00000000000000000000000000000000000000000000000000000000,7634,1966,1966,0.20479166666666667739882257137651322409510612487792968750
2,9574.50000000000000000000000000000000000000000000000000000000,2998.50000000000000000000000000000000000000000000000000000000,6576,3024,2973,0.31317562274792415388802169218251947313547134399414062500
3,9522.50000000000000000000000000000000000000000000000000000000,1050.50000000000000000000000000000000000000000000000000000000,8472,1025,1076,0.11031766867944342580543093390588182955980300903320312500
4,9630.00000000000000000000000000000000000000000000000000000000,1372.00000000000000000000000000000000000000000000000000000000,8258,1372,1372,0.14247144340602285739194599045731592923402786254882812500
5,2073.00000000000000000000000000000000000000000000000000000000,178.00000000000000000000000000000000000000000000000000000000,1895,178,178,0.08586589483839845993173867100267671048641204833984375000
