Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,55,127,127,0,1778160408383,1778160408460,257446,257446,0
2,0,42,159,114,45,1778160410385,1778160410545,516836,468504,48332
3,0,78,173,2,100,1778160412387,1778160412465,580611,12058,138776
4,0,88,212,0,56,1778160414396,1778160414542,1382197,0,115304
5,0,0,256,90,78,1778160416389,1778160416477,1049361,88103,76830
6,0,77,207,143,64,1778160418396,1778160418584,574627,441059,133568
7,0,74,147,0,11,1778160420388,1778160420556,705600,0,14558
8,0,63,171,0,30,1778160422393,1778160422522,1038292,0,46297
9,0,0,111,0,25,1778160424388,1778160424524,801444,0,24889
10,0,0,177,152,25,1778160426393,1778160426516,349412,299762,49650
11,0,0,141,29,49,1778160428389,1778160428518,441826,115169,74545
12,0,63,171,0,58,1778160430398,1778160430557,770460,0,89190
13,0,0,166,0,40,1778160432395,1778160432501,1040263,0,36800
14,0,0,60,1,45,1778160434392,1778160434448,223335,837,83814
15,0,0,138,41,59,1778160436401,1778160436495,308714,118146,79145
16,0,0,82,0,5,1778160438398,1778160438538,386118,0,4565
17,0,0,156,0,59,1778160440405,1778160440542,727561,0,53730
18,0,0,70,0,0,1778160442395,1778160442486,621480,0,0
19,0,0,145,122,23,1778160444402,1778160444520,262224,226043,36181
20,0,0,132,0,24,1778160446404,1778160446544,467550,0,45312
21,0,0,147,0,38,1778160448403,1778160448520,691654,0,51261
22,0,0,114,0,0,1778160450403,1778160450532,897677,0,0
23,0,0,93,60,0,1778160452397,1778160452481,371040,47088,0
24,0,25,127,105,22,1778160454406,1778160454556,323570,300114,23456
25,0,0,170,0,53,1778160456409,1778160456501,641966,0,78224
26,0,0,187,0,85,1778160458408,1778160458541,825149,0,126174
27,0,0,115,0,38,1778160460401,1778160460545,720762,0,39064
29,1,0,0,0,0,1778160464564,1778160464600,0,0,0
30,1,28,78,78,0,1778160466404,1778160466526,131633,131633,0
31,1,39,77,49,28,1778160468405,1778160468539,237709,181296,56413
32,1,0,207,0,81,1778160470407,1778160470511,835294,0,117807
33,1,0,205,0,103,1778160472415,1778160472537,982856,0,196765
34,1,0,81,35,9,1778160474413,1778160474530,390264,22785,8717
35,1,0,201,146,55,1778160476410,1778160476543,475044,388793,86251
36,1,0,65,9,5,1778160478407,1778160478542,285561,41949,4790
37,1,0,139,0,47,1778160480410,1778160480521,682857,0,70782
38,1,0,116,0,33,1778160482418,1778160482514,747165,0,30072
39,1,0,127,61,5,1778160484411,1778160484532,207077,98149,9620
40,1,0,105,0,1,1778160486418,1778160486541,378288,0,926
41,1,0,98,0,14,1778160488413,1778160488510,490060,0,20209
42,1,0,86,0,7,1778160490418,1778160490521,606619,0,6109
43,1,8,85,67,0,1778160492418,1778160492534,211858,38842,0
44,1,0,130,49,26,1778160494422,1778160494597,311269,129435,35584
45,1,0,126,0,10,1778160496418,1778160496490,536841,0,9390
46,1,3,111,0,12,1778160498422,1778160498568,673675,0,18150
47,1,0,63,0,3,1778160500418,1778160500489,518134,0,5781
48,1,0,77,26,0,1778160502417,1778160502479,114342,37466,0
49,1,0,108,0,1,1778160504425,1778160504540,381792,0,1056
50,1,0,104,0,2,1778160506417,1778160506530,565878,0,2082
51,1,0,83,0,0,1778160508422,1778160508578,626445,0,0
52,1,0,48,15,0,1778160510420,1778160510586,322650,7485,0
53,1,0,99,0,0,1778160512419,1778160512549,246755,0,0
54,1,0,94,0,1,1778160514420,1778160514519,414858,0,927
55,1,0,107,0,0,1778160516435,1778160516532,690811,0,0
56,1,0,88,0,0,1778160518450,1778160518597,749291,0,0
58,2,0,0,0,0,1778160522631,1778160522715,0,0,0
59,2,15,140,140,0,1778160524709,1778160524800,222428,222428,0
60,2,0,78,4,29,1778160526466,1778160526572,210301,13436,43702
61,2,0,102,0,10,1778160528500,1778160528568,515942,0,19779
62,2,0,102,0,0,1778160530455,1778160530525,748460,0,0
63,2,0,105,65,0,1778160532458,1778160532531,391537,18330,0
64,2,7,144,139,5,1778160534465,1778160534540,323191,318186,5005
65,2,12,126,30,36,1778160536463,1778160536553,431841,129047,43263
66,2,0,98,0,12,1778160538435,1778160538489,560705,0,23268
67,2,20,84,0,22,1778160540466,1778160540588,558870,0,41611
68,2,0,116,96,20,1778160542434,1778160542546,160533,121013,39520
69,2,0,123,0,12,1778160544445,1778160544538,385491,0,22492
70,2,0,96,0,12,1778160546450,1778160546550,466660,0,23436
71,2,0,110,0,26,1778160548444,1778160548507,647531,0,40269
72,2,14,82,56,0,1778160550439,1778160550550,252337,11368,0
73,2,0,185,156,29,1778160552437,1778160552499,376943,335438,41505
74,2,0,102,39,0,1778160554437,1778160554535,428992,163231,0
75,2,0,148,0,33,1778160556439,1778160556495,753765,0,44744
76,2,0,114,0,25,1778160558437,1778160558517,775701,0,47975
77,2,0,188,152,36,1778160560442,1778160560521,234836,167884,66952
78,2,0,52,43,9,1778160562433,1778160562574,146303,135713,10590
79,2,0,131,0,23,1778160564440,1778160564525,576340,0,20365
80,2,0,111,0,26,1778160566440,1778160566536,656034,0,49206
81,2,69,66,0,34,1778160568437,1778160568545,347742,0,55446
82,2,53,175,124,51,1778160570444,1778160570540,302217,252326,49891
83,2,48,128,0,33,1778160572441,1778160572538,417794,0,28083
84,2,51,149,0,58,1778160574445,1778160574522,632896,0,81113
85,2,13,100,0,0,1778160576442,1778160576516,802740,0,0
87,3,0,13,0,0,1778160580609,1778160580653,157981,0,0
88,3,0,53,8,0,1778160582446,1778160582495,98212,14584,0
89,3,0,88,0,1,1778160584446,1778160584577,343248,0,1077
90,3,0,84,0,0,1778160586449,1778160586533,493839,0,0
91,3,0,95,0,0,1778160588450,1778160588553,749395,0,0
92,3,0,59,11,0,1778160590447,1778160590539,482811,9064,0
93,3,0,97,0,5,1778160592451,1778160592519,264726,0,4875
94,3,0,99,0,1,1778160594451,1778160594512,472157,0,961
95,3,0,73,0,0,1778160596450,1778160596556,499763,0,0
96,3,0,67,0,0,1778160598445,1778160598528,590609,0,0
97,3,0,52,3,0,1778160600444,1778160600575,95717,5469,0
98,3,0,93,0,1,1778160602455,1778160602565,352983,0,981
99,3,0,80,0,0,1778160604455,1778160604577,466618,0,0
100,3,0,110,0,0,1778160606456,1778160606533,856334,0,0
101,3,0,99,58,0,1778160608449,1778160608512,441794,41586,0
102,3,6,105,0,8,1778160610456,1778160610554,278177,0,8248
103,3,0,104,0,16,1778160612451,1778160612564,443383,0,22526
104,3,0,71,0,0,1778160614455,1778160614571,481655,0,0
105,3,0,41,0,0,1778160616463,1778160616524,358010,0,0
106,3,0,141,141,0,1778160618454,1778160618501,233267,233267,0
107,3,39,129,20,35,1778160620584,1778160620657,401063,76180,40180
108,3,12,171,0,42,1778160622562,1778160622638,836824,0,86289
109,3,0,138,0,17,1778160624506,1778160624588,968470,0,30172
110,3,0,119,72,3,1778160626469,1778160626553,478073,47700,3072
111,3,0,73,23,8,1778160628465,1778160628553,182156,61218,7928
112,3,11,111,0,15,1778160630512,1778160630612,483711,0,28695
113,3,0,115,0,11,1778160632466,1778160632553,715585,0,21775
114,3,0,92,0,10,1778160634471,1778160634553,730346,0,19730
116,4,0,0,0,0,1778160638637,1778160638693,0,0,0
117,4,0,85,85,0,1778160640458,1778160640573,133934,133934,0
118,4,18,104,0,5,1778160642483,1778160642602,364516,0,5090
119,4,0,128,0,29,1778160644472,1778160644547,596631,0,45747
120,4,0,107,0,0,1778160646479,1778160646555,809307,0,0
121,4,0,71,34,0,1778160648473,1778160648573,372438,18043,0
122,4,6,147,0,41,1778160650487,1778160650588,313924,0,41234
123,4,0,103,0,15,1778160652473,1778160652561,419744,0,20580
124,4,0,99,0,0,1778160654478,1778160654558,646050,0,0
125,4,0,52,0,0,1778160656473,1778160656574,443738,0,0
126,4,0,86,49,0,1778160658478,1778160658540,126774,71834,0
127,4,6,125,0,35,1778160660508,1778160660592,354273,0,36570
128,4,0,84,0,11,1778160662488,1778160662553,417552,0,16995
129,4,0,104,0,0,1778160664486,1778160664567,779636,0,0
130,4,0,57,55,0,1778160666466,1778160666585,45024,25998,0
131,4,0,149,0,10,1778160668520,1778160668597,358476,0,10030
132,4,0,146,0,23,1778160670503,1778160670604,587515,0,32987
133,4,0,79,0,0,1778160672481,1778160672580,511607,0,0
134,4,0,55,0,0,1778160674486,1778160674600,466928,0,0
135,4,0,77,77,0,1778160676472,1778160676570,109780,109780,0
136,4,0,126,0,24,1778160678487,1778160678554,372519,0,23376
137,4,0,134,0,55,1778160680495,1778160680610,531765,0,99249
138,4,0,91,0,0,1778160682493,1778160682605,679425,0,0
139,4,0,63,44,0,1778160684471,1778160684541,193817,15224,0
140,4,10,112,44,14,1778160686495,1778160686582,250331,105017,14462
141,4,4,97,0,31,1778160688475,1778160688584,333218,0,41898
142,4,0,139,0,16,1778160690484,1778160690595,809092,0,20544
143,4,0,78,0,9,1778160692487,1778160692560,586369,0,8927
145,5,0,0,0,0,1778160696720,1778160696786,0,0,0
146,5,0,74,32,0,1778160698478,1778160698555,92566,39648,0
147,5,3,98,0,2,1778160700480,1778160700591,317979,0,2060
