Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,98,71,71,0,1778160408403,1778160408482,145520,145520,0
2,0,3,166,103,63,1778160410424,1778160410553,532628,424183,108445
3,0,48,91,3,35,1778160412409,1778160412487,375459,18153,35314
4,0,77,86,0,17,1778160414410,1778160414541,594224,0,33982
5,0,0,120,43,35,1778160416407,1778160416486,534848,42454,69910
6,0,54,88,65,23,1778160418411,1778160418569,245100,199467,45633
7,0,60,101,0,1,1778160420414,1778160420548,508293,0,1043
8,0,80,114,0,20,1778160422408,1778160422525,686923,0,25229
9,0,0,99,0,33,1778160424412,1778160424521,661719,0,66000
10,0,0,141,90,51,1778160426408,1778160426514,236924,177242,59682
11,0,0,120,43,19,1778160428414,1778160428515,420993,170665,18323
12,0,0,124,0,23,1778160430417,1778160430548,648526,0,40520
13,0,0,144,0,43,1778160432415,1778160432499,886747,0,82609
14,0,0,226,191,30,1778160434411,1778160434482,265697,166139,49858
15,0,0,162,72,15,1778160436419,1778160436512,443529,208717,13740
16,0,0,161,0,10,1778160438416,1778160438541,759352,0,10174
17,0,0,94,0,0,1778160440415,1778160440507,649702,0,0
18,0,0,73,0,21,1778160442413,1778160442495,484184,0,22010
19,0,0,78,65,13,1778160444416,1778160444516,131442,120124,11318
20,0,0,138,0,50,1778160446421,1778160446538,402277,0,58750
21,0,0,120,0,18,1778160448422,1778160448516,613930,0,15156
22,0,0,95,0,0,1778160450417,1778160450536,748427,0,0
23,0,18,73,48,0,1778160452413,1778160452499,284391,38517,0
24,0,7,111,93,18,1778160454422,1778160454551,302574,265386,37188
25,0,9,114,0,21,1778160456421,1778160456508,476952,0,28224
26,0,28,111,0,9,1778160458420,1778160458546,717878,0,18396
27,0,0,127,0,59,1778160460418,1778160460548,691105,0,88912
29,1,0,0,0,0,1778160464559,1778160464605,0,0,0
30,1,3,165,165,0,1778160466425,1778160466534,279862,279862,0
31,1,15,44,24,20,1778160468419,1778160468539,112022,88800,23222
32,1,0,129,0,67,1778160470424,1778160470544,437433,0,82282
33,1,0,109,0,10,1778160472428,1778160472528,771799,0,9750
34,1,0,65,23,14,1778160474425,1778160474541,314836,15233,27794
35,1,0,149,108,41,1778160476428,1778160476543,356421,287665,68756
36,1,0,49,5,12,1778160478427,1778160478538,196495,23285,23483
37,1,0,155,0,49,1778160480433,1778160480534,777863,0,71261
38,1,0,167,0,43,1778160482447,1778160482521,1155026,0,82770
39,1,0,99,30,7,1778160484430,1778160484527,161134,48118,12424
40,1,0,92,0,2,1778160486437,1778160486544,330656,0,3862
41,1,0,129,0,28,1778160488432,1778160488537,606886,0,39172
42,1,0,135,0,23,1778160490438,1778160490526,895252,0,43287
43,1,0,51,38,0,1778160492431,1778160492530,146839,21922,0
44,1,18,77,18,19,1778160494432,1778160494599,174230,47592,20178
45,1,0,120,0,31,1778160496439,1778160496508,453940,0,47724
46,1,0,139,0,18,1778160498436,1778160498572,825969,0,24288
47,1,0,76,0,11,1778160500435,1778160500505,566441,0,10329
48,1,10,51,7,0,1778160502432,1778160502500,77498,10239,0
49,1,0,99,0,16,1778160504442,1778160504554,323574,0,27148
50,1,0,101,0,4,1778160506436,1778160506524,539893,0,4141
51,1,0,99,0,0,1778160508440,1778160508581,747448,0,0
52,1,0,49,11,0,1778160510433,1778160510579,368048,5412,0
53,1,0,107,0,3,1778160512440,1778160512547,262059,0,2889
54,1,0,111,0,9,1778160514440,1778160514515,464898,0,11319
55,1,0,99,0,0,1778160516447,1778160516534,639405,0,0
56,1,0,80,0,0,1778160518450,1778160518597,681060,0,0
58,2,0,0,0,0,1778160522631,1778160522711,0,0,0
59,2,21,97,97,0,1778160524676,1778160524766,150793,150793,0
60,2,0,83,4,38,1778160526476,1778160526560,210659,13392,58166
61,2,0,98,0,0,1778160528504,1778160528564,528091,0,0
62,2,0,113,0,21,1778160530499,1778160530560,719509,0,41211
63,2,6,94,64,0,1778160532481,1778160532547,299431,19068,0
64,2,7,115,109,6,1778160534487,1778160534567,264669,252474,12195
65,2,0,84,25,23,1778160536452,1778160536549,293136,107450,30097
66,2,0,98,0,30,1778160538467,1778160538536,460576,0,32446
67,2,17,75,0,4,1778160540485,1778160540578,595636,0,4052
68,2,0,92,71,21,1778160542470,1778160542549,127250,89719,37531
69,2,0,101,0,6,1778160544469,1778160544558,318400,0,5844
70,2,0,136,0,38,1778160546472,1778160546571,567985,0,48804
71,2,0,148,0,19,1778160548466,1778160548532,953125,0,17404
72,2,0,78,56,0,1778160550458,1778160550546,214953,11141,0
73,2,0,88,77,11,1778160552450,1778160552532,189964,168140,21824
74,2,0,126,13,64,1778160554458,1778160554548,339745,54581,77734
75,2,0,106,0,6,1778160556460,1778160556532,631989,0,11652
76,2,0,109,0,36,1778160558457,1778160558541,652463,0,53864
77,2,0,99,74,25,1778160560457,1778160560535,131018,82771,48247
78,2,0,39,25,14,1778160562454,1778160562568,96031,78749,17282
79,2,0,158,0,54,1778160564465,1778160564586,647229,0,105415
80,2,0,104,0,33,1778160566460,1778160566542,553880,0,46618
81,2,54,76,0,33,1778160568462,1778160568582,458154,0,63782
82,2,59,140,83,57,1778160570468,1778160570544,224560,169192,55368
83,2,62,152,0,35,1778160572468,1778160572569,549456,0,66045
84,2,52,158,0,32,1778160574470,1778160574573,813516,0,43169
85,2,20,105,0,0,1778160576467,1778160576533,844719,0,0
87,3,0,20,0,0,1778160580620,1778160580664,243258,0,0
88,3,2,54,6,0,1778160582458,1778160582530,102038,11148,0
89,3,4,108,0,2,1778160584468,1778160584582,421522,0,4168
90,3,0,113,0,5,1778160586467,1778160586554,646484,0,9246
91,3,0,106,0,0,1778160588472,1778160588564,837436,0,0
92,3,5,46,7,0,1778160590467,1778160590571,392145,5992,0
93,3,3,108,0,14,1778160592469,1778160592553,287803,0,19136
94,3,0,96,0,3,1778160594471,1778160594551,456789,0,6012
95,3,0,105,0,0,1778160596481,1778160596584,721799,0,0
96,3,0,107,0,0,1778160598471,1778160598560,946552,0,0
97,3,2,50,4,0,1778160600465,1778160600586,92547,7332,0
98,3,0,102,0,2,1778160602475,1778160602571,387192,0,3982
99,3,0,103,0,1,1778160604469,1778160604573,596508,0,1985
100,3,0,93,0,0,1778160606474,1778160606541,724759,0,0
101,3,12,92,44,0,1778160608469,1778160608555,504056,33450,0
102,3,14,117,0,12,1778160610473,1778160610558,317040,0,24460
103,3,0,122,0,26,1778160612471,1778160612560,499570,0,40790
104,3,0,86,0,0,1778160614486,1778160614580,584169,0,0
105,3,0,58,0,0,1778160616607,1778160616669,514844,0,0
106,3,38,102,102,0,1778160618526,1778160618600,178827,178827,0
107,3,27,99,16,38,1778160620512,1778160620551,305419,59259,77774
108,3,17,118,0,33,1778160622510,1778160622607,555145,0,63150
109,3,10,113,0,17,1778160624497,1778160624577,778430,0,35003
110,3,20,99,44,18,1778160626494,1778160626561,417712,29481,28626
111,3,11,105,40,20,1778160628523,1778160628610,273436,108743,41040
112,3,10,137,0,15,1778160630552,1778160630659,611329,0,27390
113,3,0,131,0,17,1778160632527,1778160632611,794720,0,27616
114,3,0,82,0,5,1778160634496,1778160634562,672857,0,4875
116,4,0,0,0,0,1778160638624,1778160638675,0,0,0
117,4,30,40,40,0,1778160640481,1778160640581,63329,63329,0
118,4,22,149,0,30,1778160642511,1778160642599,492234,0,60547
119,4,0,147,0,51,1778160644510,1778160644575,608946,0,72160
120,4,0,116,0,0,1778160646522,1778160646583,880687,0,0
121,4,11,113,75,0,1778160648494,1778160648587,405299,40800,0
122,4,0,108,0,11,1778160650493,1778160650582,271046,0,22066
123,4,0,207,0,14,1778160652632,1778160652671,918854,0,22149
124,4,0,111,0,0,1778160654534,1778160654648,734381,0,0
125,4,0,62,0,0,1778160656502,1778160656597,530518,0,0
126,4,23,117,63,0,1778160658506,1778160658589,178273,95448,0
127,4,25,142,0,23,1778160660508,1778160660586,466473,0,47001
128,4,0,246,0,37,1778160662597,1778160662637,1229535,0,65135
129,4,0,122,0,0,1778160664526,1778160664599,918513,0,0
130,4,20,39,34,0,1778160666485,1778160666603,64310,16660,0
131,4,0,115,0,20,1778160668510,1778160668583,276614,0,39824
132,4,0,128,0,28,1778160670544,1778160670659,505861,0,49532
133,4,0,133,0,0,1778160672523,1778160672613,865897,0,0
134,4,0,57,0,0,1778160674509,1778160674613,484650,0,0
135,4,30,120,120,0,1778160676494,1778160676599,174566,174566,0
136,4,0,179,0,64,1778160678524,1778160678609,495989,0,96036
137,4,0,152,0,27,1778160680516,1778160680620,713249,0,27645
138,4,0,118,0,0,1778160682514,1778160682613,881917,0,0
139,4,14,63,43,0,1778160684492,1778160684569,204601,16061,0
140,4,17,107,33,14,1778160686511,1778160686576,252031,78573,28450
141,4,7,138,0,49,1778160688534,1778160688636,467564,0,70020
142,4,13,115,0,7,1778160690521,1778160690604,707624,0,14322
143,4,0,117,0,21,1778160692532,1778160692600,841932,0,34693
145,5,0,0,0,0,1778160696752,1778160696826,0,0,0
146,5,10,98,26,0,1778160698538,1778160698613,128622,33724,0
147,5,9,133,0,14,1778160700516,1778160700621,420056,0,24850
148,5,0,111,0,9,1778160702519,1778160702634,561989,0,18617
149,5,0,127,0,0,1778160704671,1778160704709,939467,0,0
150,5,15,64,13,0,1778160706544,1778160706610,477582,3484,0
151,5,8,118,0,18,1778160708632,1778160708675,269257,0,34920
152,5,0,8,0,8,1778160710498,1778160710559,15888,0,15888
153,5,0,0,0,0,1778160712489,1778160712582,0,0,0
154,5,0,0,0,0,1778160714490,1778160714550,0,0,0
155,5,0,0,0,0,1778160716490,1778160716567,0,0,0
