Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,79,118,118,0,1778160408421,1778160408488,242523,242523,0
2,0,31,161,103,58,1778160410423,1778160410551,528823,423919,104904
3,0,54,81,14,17,1778160412424,1778160412492,423118,84784,34289
4,0,77,91,0,8,1778160414427,1778160414544,690712,0,16488
5,0,0,127,42,52,1778160416426,1778160416495,470380,41832,96294
6,0,37,71,71,0,1778160418424,1778160418579,218661,218661,0
7,0,45,83,0,0,1778160420435,1778160420541,420443,0,0
8,0,79,100,0,21,1778160422430,1778160422524,581226,0,25216
9,0,0,107,0,35,1778160424428,1778160424525,711296,0,61082
10,0,0,144,90,54,1778160426431,1778160426514,229848,177306,52542
11,0,0,118,55,24,1778160428430,1778160428508,420710,217930,47130
12,0,52,104,0,19,1778160430433,1778160430556,549181,0,36783
13,0,0,178,0,84,1778160432438,1778160432521,890661,0,140157
14,0,0,31,5,11,1778160434428,1778160434508,164069,4481,10098
15,0,0,77,26,8,1778160436430,1778160436522,218336,75634,15440
16,0,0,82,0,7,1778160438434,1778160438541,380262,0,8438
17,0,0,180,0,69,1778160440446,1778160440552,835907,0,63577
18,0,0,81,0,15,1778160442435,1778160442504,600171,0,12977
19,0,0,81,52,29,1778160444435,1778160444517,150533,96158,54375
20,0,0,162,0,48,1778160446443,1778160446545,498181,0,52309
21,0,0,110,0,22,1778160448442,1778160448530,558800,0,40933
22,0,0,95,0,0,1778160450443,1778160450541,749005,0,0
23,0,18,85,57,0,1778160452438,1778160452519,322845,46898,0
24,0,3,113,84,29,1778160454442,1778160454554,288931,239971,48960
25,0,0,123,0,9,1778160456446,1778160456529,564711,0,12283
26,0,38,124,0,23,1778160458447,1778160458548,716803,0,23989
27,0,0,97,0,38,1778160460447,1778160460546,599685,0,77279
29,1,0,0,0,0,1778160464440,1778160464563,0,0,0
30,1,6,120,120,0,1778160466447,1778160466530,203003,203003,0
31,1,0,158,141,17,1778160468450,1778160468543,545491,522217,23274
32,1,0,90,0,0,1778160470447,1778160470537,514906,0,0
33,1,0,122,0,13,1778160472455,1778160472537,859910,0,19824
34,1,0,177,90,23,1778160474452,1778160474545,718129,59948,36689
35,1,0,97,79,18,1778160476451,1778160476542,227583,210261,17322
36,1,0,105,16,23,1778160478450,1778160478546,418200,74640,34150
37,1,0,101,0,23,1778160480455,1778160480552,543458,0,22085
38,1,0,190,0,91,1778160482465,1778160482533,997213,0,140008
39,1,0,79,37,1,1778160484451,1778160484529,126970,59441,919
40,1,0,107,0,9,1778160486460,1778160486544,369215,0,13367
41,1,0,113,0,9,1778160488454,1778160488541,593079,0,8108
42,1,0,143,0,24,1778160490456,1778160490522,938758,0,34031
43,1,0,64,60,0,1778160492451,1778160492533,73248,34800,0
44,1,26,89,30,14,1778160494453,1778160494593,227379,79110,28821
45,1,0,156,0,38,1778160496461,1778160496521,603171,0,62974
46,1,7,108,0,9,1778160498464,1778160498575,674371,0,18189
47,1,0,115,0,28,1778160500463,1778160500543,782056,0,34385
48,1,14,60,6,0,1778160502454,1778160502512,92012,8844,0
49,1,5,136,0,21,1778160504472,1778160504552,446955,0,36456
50,1,0,110,0,5,1778160506459,1778160506533,591194,0,10235
51,1,0,116,0,0,1778160508468,1778160508594,877368,0,0
52,1,11,49,9,0,1778160510462,1778160510590,386690,4527,0
53,1,0,130,0,22,1778160512463,1778160512553,302029,0,32347
54,1,0,106,0,11,1778160514462,1778160514541,446410,0,21483
55,1,0,85,0,0,1778160516475,1778160516539,549471,0,0
56,1,0,95,0,0,1778160518466,1778160518596,808725,0,0
58,2,0,0,0,0,1778160522454,1778160522605,0,0,0
59,2,17,110,110,0,1778160524476,1778160524599,152697,152697,0
60,2,21,77,0,17,1778160526574,1778160526662,245087,0,35394
61,2,28,129,0,21,1778160528572,1778160528653,634895,0,43311
62,2,0,131,0,29,1778160530563,1778160530678,823512,0,59324
63,2,10,100,55,0,1778160532509,1778160532595,441641,18978,0
64,2,2,105,90,15,1778160534499,1778160534574,234741,209161,25580
65,2,0,73,25,19,1778160536505,1778160536588,256696,108425,21806
66,2,25,141,0,41,1778160538510,1778160538590,677474,0,42446
67,2,0,104,0,35,1778160540498,1778160540605,638344,0,61534
68,2,0,86,75,11,1778160542476,1778160542546,105181,94533,10648
69,2,0,95,0,5,1778160544515,1778160544588,308888,0,10040
70,2,35,168,0,59,1778160546535,1778160546623,669436,0,86300
71,2,0,136,0,35,1778160548502,1778160548585,807127,0,69112
72,2,19,67,44,0,1778160550479,1778160550556,222479,9176,0
73,2,20,139,99,40,1778160552486,1778160552596,283304,222487,60817
74,2,0,151,25,83,1778160554493,1778160554579,391574,105725,102597
75,2,0,120,0,20,1778160556503,1778160556572,643867,0,19533
76,2,0,123,0,39,1778160558497,1778160558579,753253,0,61211
77,2,0,106,100,6,1778160560476,1778160560555,119523,113865,5658
78,2,0,134,127,7,1778160562480,1778160562588,416368,402557,13811
79,2,0,176,0,84,1778160564489,1778160564614,621066,0,139169
80,2,0,229,0,47,1778160566523,1778160566600,1386231,0,75940
81,2,39,88,0,5,1778160568508,1778160568590,766819,0,4695
82,2,45,76,68,8,1778160570476,1778160570537,153248,138184,15064
83,2,45,176,0,75,1778160572492,1778160572582,537002,0,118389
84,2,53,110,0,14,1778160574500,1778160574591,615256,0,26611
85,2,22,106,0,0,1778160576496,1778160576591,859006,0,0
