Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
165,1,0,0,0,0,1778157943608,1778157943668,0,0,0
166,1,0,0,0,0,1778157944108,1778157944153,0,0,0
167,1,0,0,0,0,1778157944610,1778157944664,0,0,0
168,1,0,0,0,0,1778157945110,1778157945171,0,0,0
169,0,0,174,66,81,1778158213695,1778158213734,404775,153390,188594
170,0,11,98,34,56,1778158215614,1778158215703,419788,145434,240141
171,0,12,148,54,82,1778158217585,1778158217629,917566,334548,508692
172,0,0,176,55,106,1778158219557,1778158219598,1163547,264258,865102
173,0,0,97,21,64,1778158221543,1778158221578,237530,44420,167705
174,0,0,160,28,118,1778158223562,1778158223597,661040,115559,487690
175,0,0,153,34,111,1778158225547,1778158225582,934682,207561,678282
176,0,32,93,8,77,1778158227534,1778158227574,752858,64746,623368
177,0,25,151,33,102,1778158229552,1778158229605,518041,69376,415017
178,0,31,127,18,93,1778158231544,1778158231597,519183,73594,380204
179,0,41,182,48,117,1778158233550,1778158233598,1107218,291952,711860
180,0,190,243,157,40,1778158235547,1778158235603,1963836,1268756,323334
181,0,0,398,270,18,1778158237548,1778158237586,872097,553575,93007
182,0,0,365,260,17,1778158239545,1778158239580,1473282,1049453,68639
183,0,67,401,303,5,1778158241553,1778158241596,2421571,1829737,30250
184,0,0,172,48,91,1778158243538,1778158243570,1375140,383822,727463
185,0,0,172,45,105,1778158245549,1778158245583,541976,89335,408963
186,0,0,264,178,28,1778158247553,1778158247586,1050383,708178,111459
187,0,0,318,207,42,1778158249548,1778158249581,1897140,1234836,250675
188,0,0,266,165,42,1778158251540,1778158251581,2117096,1313268,334254
189,0,0,145,36,98,1778158253548,1778158253585,466418,69999,375018
190,0,0,137,51,76,1778158255545,1778158255585,539534,200811,299364
191,0,0,178,38,129,1778158257550,1778158257603,1059133,226068,767615
192,0,0,110,21,78,1778158259546,1778158259578,870858,166233,617543
193,0,0,240,15,180,1778158261545,1778158261587,737958,28594,623635
194,0,0,185,77,96,1778158263548,1778158263578,720014,299579,373741
195,0,0,121,27,71,1778158265541,1778158265584,712952,159093,418352
196,0,0,166,19,141,1778158267550,1778158267603,1312383,150206,1114743
198,1,0,0,0,0,1778158277432,1778158277487,0,0,0
199,1,0,0,0,0,1778158279433,1778158279478,0,0,0
200,1,0,0,0,0,1778158281433,1778158281486,0,0,0
201,1,0,0,0,0,1778158283434,1778158283463,0,0,0
202,1,0,0,0,0,1778158285434,1778158285469,0,0,0
203,1,0,0,0,0,1778158287435,1778158287500,0,0,0
204,1,0,0,0,0,1778158289435,1778158289482,0,0,0
205,1,0,0,0,0,1778158291436,1778158291491,0,0,0
206,1,0,0,0,0,1778158293436,1778158293478,0,0,0
207,1,0,0,0,0,1778158295437,1778158295473,0,0,0
208,1,0,0,0,0,1778158297438,1778158297489,0,0,0
209,1,0,0,0,0,1778158299440,1778158299495,0,0,0
210,1,0,0,0,0,1778158301439,1778158301483,0,0,0
211,1,0,0,0,0,1778158303439,1778158303480,0,0,0
212,1,0,0,0,0,1778158305440,1778158305474,0,0,0
213,1,0,0,0,0,1778158307442,1778158307507,0,0,0
