Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,66,22,35,1778157861407,1778157861455,49719,16585,26363
2,0,0,76,18,46,1778157861907,1778157861971,95869,22675,58062
3,0,0,18,0,18,1778157862406,1778157862471,31675,0,31675
4,0,0,57,26,25,1778157862907,1778157862962,127792,58281,56058
5,0,0,8,0,8,1778157863406,1778157863443,21792,0,21792
6,0,0,54,14,38,1778157863909,1778157863968,175145,45405,123253
7,0,0,3,0,3,1778157864407,1778157864455,11189,0,11189
8,0,0,57,20,31,1778157864913,1778157864964,241442,84721,131307
9,0,0,6,0,6,1778157865408,1778157865447,28314,0,28314
10,0,0,71,33,35,1778157865910,1778157865966,371668,172756,183210
11,0,0,6,0,6,1778157866410,1778157866453,34326,0,34326
12,0,0,65,21,35,1778157866916,1778157866984,406207,131226,218734
13,0,0,8,0,8,1778157867411,1778157867469,53873,0,53873
14,0,0,62,32,26,1778157867918,1778157867989,449515,232008,188505
15,0,0,9,0,9,1778157868413,1778157868467,69568,0,69568
16,0,0,61,23,27,1778157868916,1778157868984,13950,5273,6156
17,0,0,6,0,6,1778157869415,1778157869481,4355,0,4355
18,0,8,73,8,53,1778157869919,1778157869974,88514,9699,64276
19,0,0,8,0,8,1778157870424,1778157870479,13738,0,13738
20,0,0,66,13,53,1778157870921,1778157870978,146053,28773,117280
21,0,0,5,0,5,1778157871417,1778157871483,13587,0,13587
22,0,0,60,11,41,1778157871919,1778157871968,191973,35196,131180
23,0,0,6,0,6,1778157872419,1778157872497,22368,0,22368
24,0,4,73,17,50,1778157872920,1778157872993,308278,71784,211154
25,0,0,4,0,4,1778157873419,1778157873467,18786,0,18786
26,0,0,39,9,28,1778157873924,1778157873982,203162,46880,145863
27,0,0,17,0,17,1778157874422,1778157874470,96841,0,96841
28,0,0,45,25,14,1778157874923,1778157874991,279708,155393,87022
29,0,0,28,0,28,1778157875423,1778157875478,187666,0,187666
30,0,0,37,8,21,1778157875923,1778157875975,266305,57582,151146
31,0,0,30,0,30,1778157876424,1778157876471,230796,0,230796
32,0,0,32,21,0,1778157876929,1778157876973,5380,3518,0
33,0,0,55,0,55,1778157877427,1778157877508,38687,0,38687
34,0,0,17,12,0,1778157877926,1778157877970,19663,13877,0
35,0,0,46,0,46,1778157878427,1778157878473,76291,0,76291
36,0,2,25,18,0,1778157878930,1778157879002,54491,39236,0
37,0,0,46,0,46,1778157879429,1778157879477,122064,0,122064
38,0,0,9,0,0,1778157879928,1778157879998,28461,0,0
39,0,0,63,0,63,1778157880430,1778157880496,230778,0,230778
40,0,0,31,21,0,1778157880933,1778157881000,129014,87395,0
41,0,0,53,0,53,1778157881432,1778157881478,245891,0,245891
42,0,0,34,27,0,1778157881931,1778157881985,174861,138861,0
43,0,0,27,0,27,1778157882432,1778157882483,152302,0,152302
44,0,0,41,30,0,1778157882935,1778157883008,252681,184889,0
45,0,0,27,0,27,1778157883433,1778157883473,178936,0,178936
46,0,9,162,127,0,1778157883937,1778157883981,1155279,905685,0
47,0,0,17,0,17,1778157884437,1778157884509,130253,0,130253
48,0,2,190,140,0,1778157884940,1778157884996,25678,18915,0
49,0,0,6,0,6,1778157885436,1778157885498,3822,0,3822
50,0,2,190,130,0,1778157885943,1778157886009,217518,148824,0
51,0,0,6,0,6,1778157886437,1778157886479,9687,0,9687
52,0,2,176,132,0,1778157886944,1778157887010,377326,282993,0
53,0,0,9,0,9,1778157887438,1778157887504,23749,0,23749
54,0,0,172,128,0,1778157887944,1778157888001,538894,401039,0
55,0,0,11,0,11,1778157888441,1778157888499,39941,0,39941
56,0,0,198,155,0,1778157888949,1778157889004,818199,640501,0
57,0,0,1,0,1,1778157889442,1778157889501,4630,0,4630
58,0,0,198,148,0,1778157889947,1778157890003,1015385,758971,0
59,0,0,0,0,0,1778157890442,1778157890495,0,0,0
60,0,0,67,37,0,1778157890946,1778157890996,409895,226375,0
61,0,0,61,0,61,1778157891448,1778157891525,405353,0,405353
62,0,0,14,11,0,1778157891946,1778157891996,99592,78253,0
63,0,0,55,0,55,1778157892448,1778157892500,418996,0,418996
64,0,0,26,18,0,1778157892948,1778157892994,2499,1731,0
65,0,0,44,0,44,1778157893449,1778157893500,26521,0,26521
66,0,6,41,27,0,1778157893949,1778157894011,45567,30004,0
67,0,0,39,0,39,1778157894450,1778157894492,62088,0,62088
68,0,5,108,86,0,1778157894952,1778157895001,226548,180398,0
69,0,0,21,0,21,1778157895451,1778157895516,54873,0,54873
70,0,1,128,92,0,1778157895954,1778157896010,397321,285567,0
71,0,0,18,0,18,1778157896452,1778157896499,64673,0,64673
72,0,0,132,96,0,1778157896955,1778157897006,540869,393355,0
73,0,0,19,0,19,1778157897454,1778157897512,87483,0,87483
74,0,0,144,111,0,1778157897957,1778157898007,733803,565644,0
75,0,0,21,0,21,1778157898455,1778157898504,117461,0,117461
76,0,0,188,141,0,1778157898961,1778157899002,1144554,858417,0
77,0,0,3,0,3,1778157899455,1778157899500,19761,0,19761
78,0,0,36,24,0,1778157899960,1778157900038,256415,170944,0
79,0,0,50,0,50,1778157900458,1778157900509,379673,0,379673
80,0,15,0,0,0,1778157900956,1778157901015,0,0,0
81,0,0,55,10,40,1778157901470,1778157901517,32358,5888,23526
82,0,32,6,0,6,1778157901958,1778157902022,6566,0,6566
83,0,0,76,26,44,1778157902464,1778157902525,120973,41374,70046
84,0,34,5,0,5,1778157902959,1778157903011,10389,0,10389
85,0,0,62,31,28,1778157903468,1778157903513,159692,79844,72121
86,0,27,6,0,6,1778157903962,1778157904025,18520,0,18520
87,0,11,76,20,49,1778157904464,1778157904526,272385,71697,175603
88,0,29,11,0,11,1778157904962,1778157905010,44750,0,44750
89,0,0,67,21,38,1778157905468,1778157905519,306405,96034,173784
90,0,20,21,0,21,1778157905965,1778157906024,106615,0,106615
91,0,0,57,17,37,1778157906466,1778157906523,317603,94729,206156
92,0,16,5,0,5,1778157906966,1778157907037,30429,0,30429
93,0,0,61,9,45,1778157907469,1778157907509,399782,58994,294909
94,0,16,5,0,5,1778157907967,1778157908022,35337,0,35337
95,0,0,63,12,47,1778157908470,1778157908551,477998,91051,356598
96,0,16,6,0,6,1778157908970,1778157909041,48466,0,48466
97,0,0,70,7,54,1778157909472,1778157909524,37510,3752,28940
98,0,0,10,0,10,1778157909970,1778157910022,10328,0,10328
99,0,0,125,8,81,1778157910479,1778157910531,191895,12281,124318
100,0,0,37,0,37,1778157910973,1778157911019,74875,0,74875
101,0,8,76,42,27,1778157911482,1778157911548,193223,106745,68676
102,0,0,8,0,8,1778157911974,1778157912016,24110,0,24110
103,0,0,60,35,20,1778157912479,1778157912532,211113,123154,70363
104,0,33,8,0,8,1778157912976,1778157913062,32409,0,32409
105,0,2,74,20,41,1778157913481,1778157913551,335243,90604,185748
106,0,0,2,0,2,1778157913976,1778157914032,10029,0,10029
107,0,5,69,7,52,1778157914485,1778157914547,380903,38643,287065
108,0,0,5,0,5,1778157914983,1778157915043,30076,0,30076
109,0,9,53,10,38,1778157915482,1778157915521,343951,64894,246611
110,0,0,9,0,9,1778157915979,1778157916032,63000,0,63000
111,0,0,29,9,19,1778157916482,1778157916539,217624,67536,142584
112,0,0,43,0,43,1778157916982,1778157917035,343927,0,343927
114,1,0,12,7,0,1778157919739,1778157919787,4881,2850,0
115,1,28,0,0,0,1778157919799,1778157919849,0,0,0
116,1,10,28,0,28,1778157919870,1778157919967,16455,0,16455
117,1,0,10,0,10,1778157919980,1778157920026,6455,0,6455
118,1,0,0,0,0,1778157920083,1778157920133,0,0,0
119,1,0,11,9,0,1778157920584,1778157920627,13694,11204,0
120,1,0,18,0,18,1778157921087,1778157921138,31601,0,31601
121,1,0,37,25,0,1778157921587,1778157921636,83306,56289,0
122,1,0,23,0,23,1778157922086,1778157922138,63337,0,63337
123,1,0,21,17,0,1778157922587,1778157922686,69262,56068,0
124,1,0,26,0,26,1778157923090,1778157923154,97933,0,97933
125,1,0,40,29,0,1778157923590,1778157923660,170789,123821,0
126,1,0,21,0,21,1778157924090,1778157924154,100049,0,100049
127,1,0,47,34,0,1778157924589,1778157924646,246841,178573,0
128,1,0,22,0,22,1778157925092,1778157925152,126666,0,126666
129,1,14,25,12,0,1778157925608,1778157925714,157829,75767,0
130,1,0,25,0,25,1778157926093,1778157926163,169079,0,169079
131,1,0,19,10,0,1778157926594,1778157926639,137407,72316,0
132,1,0,30,0,30,1778157927093,1778157927143,232059,0,232059
133,1,0,34,21,0,1778157927594,1778157927649,7678,4741,0
134,1,0,32,0,32,1778157928098,1778157928164,23720,0,23720
135,1,2,166,51,0,1778157928602,1778157928672,206747,63518,0
136,1,0,7,0,7,1778157929094,1778157929145,12034,0,12034
137,1,0,200,70,0,1778157929607,1778157929660,446142,156155,0
138,1,0,0,0,0,1778157930093,1778157930148,0,0,0
139,1,0,191,52,0,1778157930618,1778157930701,624226,169951,0
140,1,0,0,0,0,1778157931095,1778157931179,0,0,0
141,1,0,192,59,0,1778157931611,1778157931663,811887,249484,0
142,1,0,0,0,0,1778157932096,1778157932145,0,0,0
143,1,2,161,53,0,1778157932631,1778157932695,846562,278686,0
144,1,0,5,0,5,1778157933098,1778157933183,28730,0,28730
145,1,1,188,78,0,1778157933707,1778157933748,1186073,492088,0
146,1,0,5,0,5,1778157934098,1778157934156,33584,0,33584
147,1,7,74,63,0,1778157934651,1778157934698,537022,457201,0
148,1,0,14,0,14,1778157935108,1778157935160,108060,0,108060
149,1,0,17,13,0,1778157935606,1778157935648,3327,2544,0
150,1,0,19,0,19,1778157936119,1778157936176,13766,0,13766
151,1,0,18,13,0,1778157936606,1778157936654,21612,15610,0
152,1,0,31,0,31,1778157937111,1778157937166,53065,0,53065
153,1,0,28,19,0,1778157937620,1778157937707,63037,42779,0
154,1,0,28,0,28,1778157938110,1778157938155,75581,0,75581
155,1,0,16,9,0,1778157938613,1778157938658,51185,28792,0
156,1,0,25,0,25,1778157939126,1778157939192,93314,0,93314
157,1,3,169,128,0,1778157939620,1778157939676,712254,539460,0
158,1,0,5,0,5,1778157940107,1778157940183,23610,0,23610
159,1,1,190,137,0,1778157940656,1778157940739,1002302,722701,0
160,1,0,1,0,1,1778157941107,1778157941147,5684,0,5684
161,1,2,182,127,0,1778157941627,1778157941678,1130648,788960,0
162,1,0,2,0,2,1778157942109,1778157942156,13378,0,13378
163,1,0,191,147,0,1778157942623,1778157942694,1380089,1062167,0
164,1,0,0,0,0,1778157943108,1778157943161,0,0,0
