Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
95,0,1,44,8,35,1778157908477,1778157908559,334237,60771,265865
96,0,22,1,0,1,1778157908975,1778157909041,8077,0,8077
97,0,2,53,16,31,1778157909476,1778157909528,28652,8619,16793
98,0,0,2,0,2,1778157909973,1778157910022,2071,0,2071
99,0,2,59,49,3,1778157910481,1778157910537,90964,75548,4627
100,0,0,2,0,2,1778157910974,1778157911016,4048,0,4048
101,0,0,54,36,16,1778157911479,1778157911545,137133,91427,40622
102,0,0,6,0,6,1778157911976,1778157912020,18083,0,18083
103,0,2,62,37,17,1778157912480,1778157912533,218260,130265,59846
104,0,27,2,0,2,1778157912977,1778157913062,8095,0,8095
105,0,0,50,14,23,1778157913481,1778157913552,226586,63484,104219
106,0,0,0,0,0,1778157913977,1778157914030,0,0,0
107,0,0,63,22,30,1778157914482,1778157914543,347437,121319,165464
108,0,0,3,0,3,1778157914983,1778157915035,18025,0,18025
109,0,0,70,29,36,1778157915484,1778157915519,454100,188115,233547
110,0,0,5,0,5,1778157915979,1778157916029,34990,0,34990
111,0,5,149,106,14,1778157916491,1778157916541,1118304,795552,105091
112,0,0,5,0,5,1778157916981,1778157917026,39955,0,39955
114,1,3,137,94,0,1778157919749,1778157919804,58279,40006,0
115,1,0,3,0,3,1778157919822,1778157919890,1527,0,1527
116,1,8,0,0,0,1778157919915,1778157919979,0,0,0
117,1,0,8,0,8,1778157919993,1778157920038,5266,0,5266
118,1,0,0,0,0,1778157920087,1778157920136,0,0,0
119,1,4,81,32,0,1778157920593,1778157920634,101376,40047,0
120,1,0,27,0,27,1778157921093,1778157921138,47384,0,47384
121,1,4,80,34,0,1778157921598,1778157921642,180562,76730,0
122,1,0,20,0,20,1778157922094,1778157922139,55095,0,55095
123,1,4,31,17,0,1778157922598,1778157922687,102298,56093,0
124,1,0,22,0,22,1778157923097,1778157923159,82980,0,82980
125,1,10,74,33,0,1778157923601,1778157923668,316605,141182,0
126,1,0,27,0,27,1778157924099,1778157924159,128781,0,128781
127,1,0,70,26,0,1778157924602,1778157924647,367683,136577,0
128,1,0,31,0,31,1778157925102,1778157925151,178486,0,178486
129,1,6,106,44,0,1778157925616,1778157925713,669109,277733,0
130,1,0,24,0,24,1778157926097,1778157926167,162388,0,162388
131,1,5,128,53,0,1778157926607,1778157926651,927213,383933,0
132,1,0,18,0,18,1778157927099,1778157927149,139348,0,139348
133,1,5,83,36,0,1778157927602,1778157927653,19042,8258,0
134,1,0,17,0,17,1778157928100,1778157928181,12872,0,12872
135,1,0,21,9,0,1778157928599,1778157928662,25977,11133,0
136,1,0,22,0,22,1778157929101,1778157929147,37838,0,37838
137,1,0,0,0,0,1778157929597,1778157929652,0,0,0
138,1,0,24,0,24,1778157930104,1778157930155,65414,0,65414
139,1,21,4,2,0,1778157930600,1778157930705,13092,6546,0
140,1,0,21,0,21,1778157931107,1778157931183,78772,0,78772
141,1,0,6,3,0,1778157931600,1778157931646,25267,12633,0
142,1,0,31,0,31,1778157932103,1778157932143,145975,0,145975
143,1,0,31,5,0,1778157932617,1778157932684,162657,26235,0
144,1,0,26,0,26,1778157933106,1778157933180,149332,0,149332
145,1,0,6,1,0,1778157933604,1778157933640,37202,6201,0
146,1,0,38,0,38,1778157934109,1778157934159,255353,0,255353
147,1,0,60,29,0,1778157934607,1778157934647,432372,208981,0
148,1,0,10,0,10,1778157935105,1778157935157,77153,0,77153
149,1,3,40,23,0,1778157935607,1778157935651,7964,4581,0
150,1,0,20,0,20,1778157936107,1778157936178,14529,0,14529
151,1,2,96,41,0,1778157936614,1778157936664,116170,49609,0
152,1,0,21,0,21,1778157937109,1778157937164,35918,0,35918
153,1,7,91,48,0,1778157937619,1778157937712,205264,108265,0
154,1,0,32,0,32,1778157938111,1778157938161,86535,0,86535
155,1,2,93,42,0,1778157938617,1778157938667,298312,134722,0
156,1,0,18,0,18,1778157939113,1778157939177,66928,0,66928
157,1,0,24,11,0,1778157939613,1778157939666,100918,46254,0
158,1,0,52,0,52,1778157940128,1778157940198,246320,0,246320
159,1,0,5,1,0,1778157940615,1778157940692,26143,5229,0
160,1,0,51,0,51,1778157941166,1778157941203,292687,0,292687
161,1,0,10,3,0,1778157941619,1778157941665,61992,18596,0
162,1,0,49,0,49,1778157942153,1778157942186,329264,0,329264
163,1,0,4,0,0,1778157942616,1778157942691,28895,0,0
164,1,0,65,0,65,1778157943166,1778157943185,501605,0,501605
165,1,0,0,0,0,1778157943617,1778157943672,0,0,0
166,1,0,0,0,0,1778157944117,1778157944158,0,0,0
167,1,0,0,0,0,1778157944617,1778157944666,0,0,0
168,1,0,0,0,0,1778157945118,1778157945177,0,0,0
169,0,46,100,77,0,1778158213450,1778158213490,208453,160473,0
170,0,49,136,47,76,1778158215491,1778158215542,561636,193770,314270
171,0,68,111,38,65,1778158217481,1778158217537,678360,232067,397442
172,0,37,150,86,52,1778158219437,1778158219473,1205393,690815,418173
173,0,24,95,36,52,1778158221423,1778158221458,502783,72023,416755
174,0,31,116,39,69,1778158223414,1778158223460,463723,155749,276025
175,0,44,123,37,73,1778158225416,1778158225455,736227,221343,437134
176,0,35,126,24,93,1778158227412,1778158227445,1004161,191216,741237
177,0,39,114,37,67,1778158229407,1778158229441,710377,71714,619275
178,0,21,125,20,97,1778158231416,1778158231451,493093,78824,382736
179,0,43,144,60,68,1778158233412,1778158233462,856530,356743,404669
180,0,11,115,42,68,1778158235406,1778158235438,910853,332551,538709
181,0,0,70,4,65,1778158237404,1778158237436,637857,7596,628363
182,0,3,115,9,103,1778158239411,1778158239442,449081,35082,402301
183,0,0,90,0,90,1778158241404,1778158241446,531174,0,531174
184,0,24,169,40,123,1778158243417,1778158243462,1334616,315400,971903
185,0,50,145,40,71,1778158245407,1778158245443,788861,73797,652333
186,0,12,88,7,72,1778158247404,1778158247445,338403,26877,276952
187,0,4,97,1,94,1778158249409,1778158249443,565894,5825,548418
188,0,0,111,17,91,1778158251403,1778158251431,867172,132693,711064
189,0,32,152,41,82,1778158253409,1778158253448,844085,74130,717506
190,0,20,136,59,66,1778158255410,1778158255441,516347,223848,250763
191,0,38,127,47,62,1778158257405,1778158257451,736460,272435,359703
192,0,0,146,20,124,1778158259411,1778158259439,1135853,155539,964759
193,0,15,123,65,45,1778158261410,1778158261448,425861,114832,288051
194,0,30,104,73,21,1778158263414,1778158263450,391439,274653,79173
195,0,24,106,36,46,1778158265407,1778158265441,609486,206924,264621
196,0,27,241,135,72,1778158267417,1778158267459,1870626,1047698,559057
198,1,0,0,0,0,1778158277643,1778158277673,0,0,0
199,1,0,0,0,0,1778158279643,1778158279678,0,0,0
200,1,0,0,0,0,1778158281644,1778158281668,0,0,0
201,1,0,0,0,0,1778158283645,1778158283695,0,0,0
202,1,0,0,0,0,1778158285645,1778158285683,0,0,0
203,1,0,0,0,0,1778158287646,1778158287688,0,0,0
204,1,0,0,0,0,1778158289648,1778158289679,0,0,0
205,1,0,0,0,0,1778158291647,1778158291677,0,0,0
206,1,0,0,0,0,1778158293648,1778158293685,0,0,0
207,1,0,0,0,0,1778158295648,1778158295680,0,0,0
208,1,0,0,0,0,1778158297648,1778158297679,0,0,0
209,1,0,0,0,0,1778158299649,1778158299682,0,0,0
210,1,0,0,0,0,1778158301650,1778158301693,0,0,0
211,1,0,0,0,0,1778158303649,1778158303680,0,0,0
212,1,0,0,0,0,1778158305651,1778158305697,0,0,0
213,1,0,0,0,0,1778158307651,1778158307689,0,0,0
