Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,28,24,0,1778157861277,1778157861343,17931,15360,0
2,0,0,60,21,33,1778157861781,1778157861868,69704,24276,38498
3,0,0,36,0,36,1778157862282,1778157862373,59864,0,59864
4,0,0,39,36,0,1778157862779,1778157862827,82209,75886,0
5,0,0,26,0,26,1778157863279,1778157863358,68565,0,68565
6,0,16,109,85,0,1778157863784,1778157863877,343635,267975,0
7,0,0,18,0,18,1778157864281,1778157864381,65824,0,65824
8,0,0,83,60,0,1778157864786,1778157864855,342481,247575,0
9,0,0,13,0,13,1778157865280,1778157865367,60295,0,60295
10,0,0,73,58,0,1778157865783,1778157865841,372976,296334,0
11,0,0,21,0,21,1778157866282,1778157866365,118306,0,118306
12,0,0,27,26,0,1778157866782,1778157866835,164709,158608,0
13,0,0,30,0,30,1778157867286,1778157867359,198710,0,198710
14,0,0,20,17,0,1778157867784,1778157867840,142048,120743,0
15,0,0,26,0,26,1778157868284,1778157868325,197251,0,197251
16,0,0,46,32,0,1778157868785,1778157868872,5296,3691,0
17,0,0,25,0,25,1778157869285,1778157869389,15842,0,15842
18,0,11,122,99,0,1778157869788,1778157869899,138949,112756,0
19,0,0,13,0,13,1778157870287,1778157870342,20542,0,20542
20,0,20,84,64,0,1778157870788,1778157870869,176729,134653,0
21,0,0,26,0,26,1778157871288,1778157871345,67070,0,67070
22,0,15,87,70,0,1778157871794,1778157871867,269548,216876,0
23,0,0,28,0,28,1778157872289,1778157872349,100243,0,100243
24,0,0,70,55,0,1778157872794,1778157872852,285701,224480,0
25,0,0,36,0,36,1778157873309,1778157873365,165389,0,165389
26,0,39,0,0,0,1778157873788,1778157873874,0,0,0
27,0,0,70,30,31,1778157874298,1778157874379,392432,168183,173793
28,0,87,0,0,0,1778157874791,1778157874864,0,0,0
29,0,0,97,52,25,1778157875295,1778157875394,642025,344177,165476
30,0,124,0,0,0,1778157875792,1778157875851,0,0,0
31,0,0,127,88,21,1778157876315,1778157876350,961737,666405,159024
32,0,52,0,0,0,1778157876795,1778157876877,0,0,0
33,0,20,65,42,13,1778157877304,1778157877394,38291,24748,7635
34,0,94,20,0,20,1778157877797,1778157877856,21003,0,21003
35,0,13,100,72,6,1778157878299,1778157878369,155408,111876,9348
36,0,123,13,0,13,1778157878797,1778157878858,26609,0,26609
37,0,8,130,97,7,1778157879316,1778157879390,333513,248845,17981
38,0,138,8,0,8,1778157879800,1778157879877,24423,0,24423
39,0,8,140,101,2,1778157880307,1778157880385,497333,358786,7106
40,0,66,8,0,8,1778157880801,1778157880865,32248,0,32248
41,0,18,81,51,15,1778157881305,1778157881370,367149,231177,67974
42,0,38,18,0,18,1778157881804,1778157881865,90494,0,90494
43,0,0,49,33,11,1778157882310,1778157882373,270975,182491,60831
44,0,58,12,0,12,1778157882806,1778157882865,72270,0,72270
45,0,15,66,44,8,1778157883314,1778157883415,433541,289034,52552
46,0,22,15,0,15,1778157883806,1778157883867,105311,0,105311
47,0,1,61,18,39,1778157884314,1778157884403,460831,136005,294603
48,0,7,1,0,1,1778157884807,1778157884901,8053,0,8053
49,0,0,57,6,50,1778157885313,1778157885408,31191,3286,27357
50,0,2,0,0,0,1778157885806,1778157885894,0,0,0
51,0,0,45,2,43,1778157886312,1778157886367,67657,3008,64649
52,0,0,1,0,1,1778157886808,1778157886885,2021,0,2021
53,0,0,64,16,46,1778157887311,1778157887390,161508,40384,116076
54,0,0,0,0,0,1778157887809,1778157887870,0,0,0
55,0,2,67,9,55,1778157888331,1778157888403,236800,31815,194380
56,0,0,2,0,2,1778157888811,1778157888887,8039,0,8039
57,0,0,58,0,58,1778157889313,1778157889376,261240,0,261240
58,0,0,0,0,0,1778157889811,1778157889863,0,0,0
59,0,0,48,2,46,1778157890316,1778157890375,264033,11002,253031
60,0,70,0,0,0,1778157890813,1778157890896,0,0,0
61,0,0,82,52,12,1778157891324,1778157891374,532559,337711,77951
62,0,93,4,0,4,1778157891818,1778157891908,28115,0,28115
63,0,0,100,72,7,1778157892321,1778157892385,750195,540136,52520
64,0,0,16,0,16,1778157892820,1778157892873,127849,0,127849
65,0,0,48,25,12,1778157893323,1778157893413,24761,12901,6189
66,0,0,19,0,19,1778157893820,1778157893883,18727,0,18727
67,0,0,30,12,15,1778157894319,1778157894380,44397,17759,22200
68,0,26,32,0,32,1778157894824,1778157894923,64723,0,64723
69,0,0,61,19,35,1778157895324,1778157895421,153596,47840,88134
70,0,0,12,0,12,1778157895822,1778157895889,35837,0,35837
71,0,0,94,44,30,1778157896328,1778157896422,330498,154699,105484
72,0,0,2,0,2,1778157896821,1778157896867,7924,0,7924
73,0,1,103,55,36,1778157897331,1778157897401,462819,247155,161741
74,0,0,1,0,1,1778157897823,1778157897891,4983,0,4983
75,0,0,67,23,35,1778157898327,1778157898395,367430,126133,191941
76,0,0,6,0,6,1778157898825,1778157898875,35784,0,35784
77,0,0,60,10,48,1778157899328,1778157899400,389188,64868,311347
78,0,0,0,0,0,1778157899824,1778157899893,0,0,0
79,0,0,104,73,8,1778157900330,1778157900430,781526,548569,60120
80,0,0,13,0,13,1778157900826,1778157900896,103750,0,103750
81,0,22,63,46,0,1778157901330,1778157901397,29553,21578,0
82,0,0,26,0,26,1778157901830,1778157901915,25626,0,25626
83,0,0,53,43,0,1778157902334,1778157902399,77748,63079,0
84,0,0,32,0,32,1778157902830,1778157902911,63315,0,63315
85,0,0,66,58,0,1778157903331,1778157903422,163982,144106,0
86,0,0,16,0,16,1778157903828,1778157903890,47242,0,47242
87,0,0,113,81,0,1778157904335,1778157904385,389022,278855,0
88,0,0,13,0,13,1778157904831,1778157904881,51200,0,51200
89,0,0,74,57,0,1778157905332,1778157905384,328449,252988,0
90,0,0,27,0,27,1778157905832,1778157905906,133901,0,133901
91,0,0,51,37,0,1778157906336,1778157906391,277449,201288,0
92,0,0,31,0,31,1778157906835,1778157906906,184620,0,184620
93,0,18,106,83,0,1778157907343,1778157907430,686235,537337,0
94,0,0,26,0,26,1778157907835,1778157907880,180050,0,180050
95,0,11,125,93,0,1778157908343,1778157908415,931337,692916,0
96,0,0,16,0,16,1778157908836,1778157908902,127006,0,127006
97,0,0,95,70,0,1778157909341,1778157909400,39313,28962,0
