Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,689,1000,773,119,1779095484081,1779095484428,2942357,2189316,409028
2,0,210,1000,368,574,1779095485973,1779095486133,3755044,944481,2647991
3,0,346,1000,693,224,1779095488006,1779095488721,2736055,1600342,949343
4,0,48,880,337,494,1779095490001,1779095490651,2737941,836891,1766292
5,0,5,342,79,257,1779095491946,1779095492580,1151545,130736,1009607
6,0,0,223,20,201,1779095493946,1779095494350,794434,29074,763169
7,0,174,172,29,118,1779095495945,1779095496845,655012,56076,550909
8,0,198,526,90,378,1779095497978,1779095498829,1952423,203871,1601268
9,0,84,618,108,496,1779095500014,1779095500571,2587175,203997,2355763
10,0,0,452,103,338,1779095501964,1779095502182,1773933,193878,1559545
11,0,0,219,24,191,1779095503955,1779095504609,1408908,37666,1364477
12,0,0,208,35,173,1779095505955,1779095506361,1595007,21552,1573455
13,0,777,451,284,127,1779095507967,1779095508354,1194244,396951,741305
14,0,819,1000,702,223,1779095510002,1779095510499,3173740,1700166,1292404
15,0,829,1000,865,51,1779095511990,1779095512208,2820560,2363140,229615
16,0,774,1000,597,348,1779095514081,1779095514554,5214861,1868264,3175817
17,0,665,1000,642,286,1779095516020,1779095516639,4075886,2002170,1844398
18,0,4,828,547,219,1779095517997,1779095518540,3428817,1596094,1655572
19,0,0,151,0,151,1779095519952,1779095520436,1582838,0,1582838
20,0,0,79,0,79,1779095521946,1779095522370,1229773,0,1229773
21,0,0,97,0,97,1779095523960,1779095524274,1294406,0,1294406
22,0,0,71,0,71,1779095525943,1779095526486,988018,0,988018
23,0,0,80,0,80,1779095527952,1779095528238,1010673,0,1010673
24,0,0,83,0,83,1779095529984,1779095530201,1138068,0,1138068
25,0,0,0,0,0,1779095531932,1779095532548,0,0,0
26,0,0,0,0,0,1779095533932,1779095534387,0,0,0
27,0,0,0,0,0,1779095535933,1779095536173,0,0,0
