Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,38,257,167,66,1779095484072,1779095484334,723531,462781,197775
2,0,135,720,341,328,1779095486100,1779095486363,2328439,749189,1466994
3,0,168,395,146,240,1779095488173,1779095488806,1284068,211302,1057794
4,0,36,379,52,321,1779095490134,1779095490550,1345434,85059,1250289
5,0,6,286,58,217,1779095492106,1779095492576,943599,101649,823030
6,0,10,260,11,243,1779095494053,1779095494423,922854,12308,904738
7,0,113,232,52,172,1779095496081,1779095496716,885164,93775,776859
8,0,0,338,138,185,1779095498151,1779095498601,1205067,297221,880121
9,0,0,420,147,258,1779095500095,1779095500508,1536670,201240,1312023
10,0,21,381,36,339,1779095502093,1779095502362,1657345,48252,1601122
11,0,8,262,16,236,1779095504106,1779095504668,1531952,22969,1491335
12,0,12,194,35,146,1779095506055,1779095506389,1036973,29130,1001253
13,0,81,247,53,189,1779095508072,1779095508446,1058092,80022,970560
14,0,259,369,102,260,1779095510198,1779095510695,1641470,206147,1420575
15,0,186,655,322,290,1779095512132,1779095512648,2374333,503845,1806660
16,0,74,315,32,280,1779095514093,1779095514483,1849765,51257,1793766
17,0,128,484,103,363,1779095516209,1779095516569,2541949,219645,2282776
18,0,65,329,47,273,1779095518237,1779095518562,2169126,71685,2080696
19,0,0,238,0,238,1779095520095,1779095520425,2109844,0,2109844
20,0,0,84,0,84,1779095522049,1779095522409,1314979,0,1314979
21,0,0,97,0,97,1779095524060,1779095524399,1292226,0,1292226
22,0,0,89,0,89,1779095526052,1779095526645,1246839,0,1246839
23,0,0,65,0,65,1779095528048,1779095528378,836307,0,836307
24,0,0,99,0,99,1779095530056,1779095530286,1364040,0,1364040
25,0,0,0,0,0,1779095532038,1779095532598,0,0,0
26,0,0,0,0,0,1779095534032,1779095534293,0,0,0
27,0,0,0,0,0,1779095536033,1779095536347,0,0,0
