Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,471,437,0,1779095482731,1779095482916,856549,800055,0
2,0,80,467,209,240,1779095484734,1779095484842,1154230,362437,759983
3,0,183,362,92,262,1779095486722,1779095486838,1049937,128450,910197
4,0,294,547,308,215,1779095488858,1779095489083,1306286,554829,702157
5,0,11,491,242,227,1779095490797,1779095491126,1243463,445405,756569
6,0,152,203,116,76,1779095492738,1779095492920,433703,169035,248647
7,0,3,246,16,229,1779095494740,1779095494864,942430,24341,915951
8,0,33,300,273,15,1779095496777,1779095497000,392459,344110,35599
9,0,400,287,118,160,1779095498805,1779095499133,1045713,203437,826690
10,0,207,776,329,410,1779095500934,1779095501201,3039462,661691,2308007
11,0,51,370,115,238,1779095502770,1779095502925,1465002,198888,1236124
12,0,116,86,19,64,1779095504724,1779095505039,294089,28345,261167
13,0,17,289,77,205,1779095506738,1779095506854,1600174,79284,1514092
14,0,88,492,276,194,1779095508793,1779095508932,1429059,441588,949236
15,0,132,379,164,203,1779095510789,1779095511014,900500,236637,647588
16,0,82,443,69,365,1779095512818,1779095512999,2595622,89265,2494783
17,0,201,303,116,180,1779095514803,1779095515158,837386,197778,628065
18,0,53,601,167,424,1779095516846,1779095517016,3739829,253206,3472625
19,0,24,292,61,221,1779095518783,1779095519051,1916561,89213,1812706
20,0,73,26,0,26,1779095520718,1779095520924,105115,0,105115
21,0,0,169,0,169,1779095522733,1779095522840,2322165,0,2322165
22,0,89,0,0,0,1779095524708,1779095524847,0,0,0
23,0,70,89,0,89,1779095526734,1779095526871,1265414,0,1265414
24,0,0,145,0,145,1779095528729,1779095528873,1858420,0,1858420
25,0,0,0,0,0,1779095530710,1779095530812,0,0,0
26,0,0,0,0,0,1779095532712,1779095532799,0,0,0
27,0,0,0,0,0,1779095534711,1779095534825,0,0,0
28,0,0,0,0,0,1779095536712,1779095536831,0,0,0
