Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,363,287,50,1779095483440,1779095483578,777510,605648,123714
2,0,45,359,21,337,1779095485441,1779095485684,1351191,30319,1319464
3,0,0,335,107,223,1779095487439,1779095487585,920307,150059,763246
4,0,0,450,153,292,1779095489443,1779095489584,1086139,187587,891885
5,0,63,178,39,139,1779095491426,1779095491542,442898,51033,391865
6,0,0,271,63,200,1779095493438,1779095493571,723273,123500,582888
7,0,0,172,69,93,1779095495428,1779095495567,445537,54759,384192
8,0,78,345,122,215,1779095497443,1779095497622,998532,187667,798675
9,0,0,383,166,208,1779095499440,1779095499549,1141922,239479,888211
10,0,0,478,149,315,1779095501447,1779095501568,1465743,191805,1257321
11,0,14,210,12,197,1779095503440,1779095503598,1186939,15875,1169769
12,0,0,107,20,87,1779095505429,1779095505584,727404,33346,694058
13,0,0,274,99,155,1779095507442,1779095507596,841055,100926,717551
14,0,0,374,79,292,1779095509457,1779095509612,1352203,77526,1272517
15,0,0,268,25,241,1779095511450,1779095511664,1380557,31403,1346648
16,0,0,384,81,295,1779095513457,1779095513604,1788565,112242,1667074
17,0,0,413,114,292,1779095515464,1779095515609,1770852,125064,1637846
18,0,13,282,39,241,1779095517454,1779095517627,1808202,48743,1756605
19,0,0,208,12,195,1779095519457,1779095519593,1600208,23995,1574216
20,0,0,79,0,79,1779095521438,1779095521590,1161123,0,1161123
21,0,0,85,0,85,1779095523435,1779095523589,1078083,0,1078083
22,0,0,83,0,83,1779095525434,1779095525559,1067441,0,1067441
23,0,0,59,0,59,1779095527431,1779095527572,703915,0,703915
24,0,0,72,0,72,1779095529432,1779095529625,947339,0,947339
25,0,0,0,0,0,1779095531420,1779095531549,0,0,0
26,0,0,0,0,0,1779095533421,1779095533538,0,0,0
27,0,0,0,0,0,1779095535423,1779095535542,0,0,0
28,0,0,0,0,0,1779095537423,1779095537561,0,0,0
