Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,188,263,194,57,1779095484217,1779095484450,774143,552033,188261
2,0,33,502,58,441,1779095486239,1779095486520,1965006,97524,1863070
3,0,163,279,151,118,1779095488218,1779095488772,699890,229546,453596
4,0,149,326,48,274,1779095490257,1779095490689,1231416,83815,1140790
5,0,21,290,76,211,1779095492240,1779095492642,986444,147217,834247
6,0,1,225,12,213,1779095494207,1779095494569,841456,15450,826006
7,0,84,125,48,77,1779095496206,1779095496732,477596,87327,390269
8,0,21,281,112,162,1779095498289,1779095498730,1084808,249327,822548
9,0,169,424,177,226,1779095500269,1779095500738,1481502,254267,1196516
10,0,111,412,46,359,1779095502254,1779095502607,1944492,72468,1861068
11,0,4,215,22,193,1779095504265,1779095504900,1360432,36185,1324247
12,0,9,126,35,89,1779095506199,1779095506604,805854,27790,776636
13,0,98,234,105,118,1779095508230,1779095508565,928468,170625,739902
14,0,111,391,84,295,1779095510317,1779095510720,1675097,160181,1488996
15,0,222,311,70,238,1779095512290,1779095512738,1713752,104502,1604788
16,0,75,363,67,295,1779095514316,1779095514719,2076440,75580,2000147
17,0,218,348,55,290,1779095516307,1779095516702,2067704,87267,1975692
18,0,170,300,44,250,1779095518323,1779095518685,2205725,90227,2102037
19,0,0,216,0,216,1779095520251,1779095520561,2046590,0,2046590
20,0,0,52,0,52,1779095522212,1779095522531,833807,0,833807
21,0,0,96,0,96,1779095524248,1779095524572,1306174,0,1306174
22,0,0,71,0,71,1779095526214,1779095526662,997300,0,997300
23,0,0,71,0,71,1779095528215,1779095528485,921684,0,921684
24,0,0,84,0,84,1779095530217,1779095530445,1170332,0,1170332
25,0,0,0,0,0,1779095532184,1779095532623,0,0,0
26,0,0,0,0,0,1779095534183,1779095534498,0,0,0
27,0,0,0,0,0,1779095536187,1779095536543,0,0,0
