Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,295,265,151,78,1779095484316,1779095484511,787583,452818,236439
2,0,113,627,27,583,1779095486347,1779095486614,2585727,47174,2505661
3,0,239,325,113,194,1779095488284,1779095488862,987217,172042,782125
4,0,207,420,34,375,1779095490309,1779095490817,1611899,64141,1526938
5,0,206,356,56,282,1779095492299,1779095492762,1274301,104632,1130769
6,0,4,296,9,283,1779095494270,1779095494615,1141258,12950,1124022
7,0,116,159,42,112,1779095496251,1779095496846,665426,81146,574601
8,0,61,301,115,164,1779095498325,1779095498798,1132742,268058,826966
9,0,190,433,101,307,1779095500288,1779095500726,1709563,156653,1522703
10,0,122,424,34,385,1779095502330,1779095502691,1897094,56383,1832551
11,0,27,206,13,187,1779095504288,1779095504891,1371574,26393,1337168
12,0,36,189,31,150,1779095506281,1779095506677,1118666,26733,1084321
13,0,124,226,49,163,1779095508280,1779095508631,1108513,83087,1001702
14,0,267,429,52,365,1779095510361,1779095510821,1929792,111554,1787740
15,0,318,398,25,351,1779095512333,1779095512900,2193135,37673,2123757
16,0,249,485,51,410,1779095514405,1779095515006,2561348,76014,2447843
17,0,310,444,32,404,1779095516399,1779095516820,2439517,54885,2370964
18,0,213,440,27,396,1779095518377,1779095518847,2808455,52941,2719515
19,0,0,269,0,269,1779095520289,1779095520582,2194176,0,2194176
20,0,0,88,0,88,1779095522245,1779095522584,1331349,0,1331349
21,0,0,89,0,89,1779095524250,1779095524678,1219275,0,1219275
22,0,0,95,0,95,1779095526250,1779095526704,1344194,0,1344194
23,0,0,93,0,93,1779095528277,1779095528537,1232605,0,1232605
24,0,0,92,0,92,1779095530251,1779095530460,1282176,0,1282176
25,0,0,0,0,0,1779095532219,1779095532653,0,0,0
26,0,0,0,0,0,1779095534222,1779095534540,0,0,0
27,0,0,0,0,0,1779095536230,1779095536573,0,0,0
