Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,162,393,278,87,1779095484408,1779095484606,1140268,791971,268386
2,0,54,442,84,354,1779095486369,1779095486624,1601686,138178,1458846
3,0,170,316,191,110,1779095488395,1779095488926,820683,320212,474398
4,0,154,375,93,271,1779095490451,1779095491007,1403278,192119,1188819
5,0,119,292,115,173,1779095492345,1779095492764,934613,213885,714051
6,0,5,185,16,167,1779095494342,1779095494676,715962,23641,690640
7,0,168,186,74,108,1779095496347,1779095496866,720067,144348,567889
8,0,272,399,224,150,1779095498389,1779095498923,1373751,522667,800741
9,0,166,480,255,203,1779095500403,1779095500922,1636373,428384,1174343
10,0,122,358,66,288,1779095502385,1779095502755,1678990,114153,1557864
11,0,11,189,25,163,1779095504354,1779095504926,1362674,44586,1316715
12,0,18,138,50,83,1779095506338,1779095506636,794169,46870,743541
13,0,169,285,153,114,1779095508357,1779095508751,1004600,211569,776740
14,0,290,404,84,317,1779095510420,1779095510854,1923452,132547,1786185
15,0,43,594,100,484,1779095512525,1779095512878,3303979,166836,3113468
16,0,202,279,170,93,1779095514414,1779095514976,587072,226993,343079
17,0,228,391,84,303,1779095516483,1779095516899,2369828,150276,2212507
18,0,178,309,64,241,1779095518401,1779095518909,2247369,136644,2103053
19,0,0,201,0,201,1779095520410,1779095520838,2126242,0,2126242
20,0,88,66,0,66,1779095522307,1779095522635,1020376,0,1020376
21,0,0,88,0,88,1779095524333,1779095524651,1208930,0,1208930
22,0,0,88,0,88,1779095526313,1779095526685,1239029,0,1239029
23,0,0,84,0,84,1779095528320,1779095528577,1097414,0,1097414
24,0,0,71,0,71,1779095530316,1779095530481,993005,0,993005
25,0,0,0,0,0,1779095532285,1779095532698,0,0,0
26,0,0,0,0,0,1779095534291,1779095534539,0,0,0
27,0,0,0,0,0,1779095536292,1779095536555,0,0,0
