Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,156,411,314,59,1779095484208,1779095484428,1200191,912802,183390
2,0,159,393,63,295,1779095486170,1779095486385,1473000,83000,1356376
3,0,188,428,128,230,1779095488209,1779095488779,1355709,217844,1034549
4,0,137,503,61,405,1779095490224,1779095490686,1661704,106291,1490285
5,0,18,307,74,208,1779095492193,1779095492658,1005308,124020,841822
6,0,5,213,16,197,1779095494166,1779095494518,774790,15729,759061
7,0,137,151,47,99,1779095496155,1779095496799,617147,88701,519029
8,0,21,340,161,161,1779095498247,1779095498766,1224433,372645,806882
9,0,130,456,191,249,1779095500233,1779095500694,1649256,268985,1355415
10,0,130,339,36,301,1779095502188,1779095502586,1544329,56327,1484945
11,0,4,213,16,197,1779095504188,1779095504778,1488088,28320,1459768
12,0,3,146,52,92,1779095506157,1779095506559,831157,41290,788511
13,0,97,214,97,100,1779095508194,1779095508532,845406,154496,663791
14,0,76,384,88,286,1779095510250,1779095510575,1726484,181979,1523194
15,0,199,300,53,245,1779095512214,1779095512626,1589739,76652,1509906
16,0,60,355,76,272,1779095514248,1779095514623,1798493,78553,1714071
17,0,204,350,40,308,1779095516238,1779095516603,2197001,60012,2134008
18,0,167,297,46,249,1779095518279,1779095518800,2136419,94952,2036267
19,0,0,200,0,200,1779095520217,1779095520656,2076778,0,2076778
20,0,0,65,0,65,1779095522162,1779095522501,1023339,0,1023339
21,0,0,100,0,100,1779095524193,1779095524582,1359705,0,1359705
22,0,0,74,0,74,1779095526168,1779095526604,1034357,0,1034357
23,0,0,70,0,70,1779095528166,1779095528505,901774,0,901774
24,0,0,79,0,79,1779095530158,1779095530383,1098044,0,1098044
25,0,0,0,0,0,1779095532136,1779095532586,0,0,0
26,0,0,0,0,0,1779095534136,1779095534412,0,0,0
27,0,0,0,0,0,1779095536138,1779095536480,0,0,0
