Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,460,353,66,1779095483985,1779095484241,1047745,759370,193105
2,0,880,1000,766,166,1779095485973,1779095486147,2460905,1555383,766207
3,0,452,1000,699,219,1779095488004,1779095488746,3762259,2230552,1266560
4,0,1150,922,571,296,1779095490010,1779095490688,2712473,1359731,1223731
5,0,1080,1000,916,0,1779095492093,1779095492760,2558161,2343510,0
6,0,3186,1000,780,126,1779095494094,1779095494711,3688292,2631411,747859
7,0,3211,1000,856,51,1779095496142,1779095497036,4541764,3817854,311751
8,0,3320,1000,828,50,1779095498090,1779095498888,5851253,4768113,383420
9,0,2775,1000,916,0,1779095500101,1779095500593,6762055,6194088,0
10,0,2802,1000,881,26,1779095502017,1779095502494,7824439,6856925,243410
11,0,6401,1000,856,65,1779095504112,1779095505033,7997355,6741729,644197
12,0,6475,1000,612,333,1779095506088,1779095506691,7806183,4523506,2886176
13,0,5667,1000,843,52,1779095508077,1779095508640,7417054,6169763,475245
14,0,5607,1000,899,0,1779095509992,1779095510815,8526709,7665462,0
15,0,5230,1000,828,88,1779095511996,1779095512254,9344178,7566400,1013355
16,0,5201,1000,875,1,1779095514073,1779095514799,11102771,9712034,12444
17,0,4653,1000,918,0,1779095516010,1779095516581,11893961,10918911,0
18,0,4960,1000,916,2,1779095517999,1779095518688,13264059,12144117,31515
19,0,4012,1000,635,298,1779095520105,1779095520918,13916393,8930392,4043520
20,0,3012,1000,851,72,1779095522102,1779095522643,11806381,9946875,961993
21,0,2012,1000,756,151,1779095524115,1779095524730,12479588,9149131,2209183
22,0,1012,1000,650,289,1779095526127,1779095526735,11984298,7281351,4014618
23,0,12,1000,747,184,1779095528117,1779095528627,12284827,9063750,2383570
24,0,0,12,0,12,1779095529933,1779095530141,150554,0,150554
25,0,0,0,0,0,1779095531931,1779095532757,0,0,0
26,0,0,0,0,0,1779095533931,1779095534390,0,0,0
27,0,0,0,0,0,1779095535933,1779095536601,0,0,0
