EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Sum of Broker1 TCL (ms) (Duration: Broker1 Tx Propose -> Broker1 Tx Commit),Sum of Broker2 TCL (ms) (Duration: Broker2 Tx Propose -> Broker2 Tx Commit),Sum of innerShardTx TCL (ms),Sum of CTX TCL (ms) (Duration: Broker1 Tx Propose -> Broker2 Tx Commit),Sum of All Tx TCL (sec.)
0,9600.00000000000000000000000000000000000000000000000000000000,6520,3080,3080,5688142,3806134,38492476,16203940,54701.22300912628998048603534698486328125000000000000000000000
1,6400.00000000000000000000000000000000000000000000000000000000,4632,1768,1768,4018999,2682714,29427371,11131891,40562.49418456387502374127507209777832031250000000000000000000
