Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,126,64,0,1779093034565,1779093034910,233307,116833,0
2,0,0,106,27,5,1779093036516,1779093036635,155239,38497,8630
3,0,0,160,39,27,1779093038526,1779093038672,214749,52455,31561
4,0,110,47,13,34,1779093040510,1779093040731,72433,16080,56353
5,0,103,139,11,18,1779093042518,1779093042732,400577,12483,24125
6,0,84,166,37,26,1779093044567,1779093044822,414012,41857,37034
7,0,0,150,62,4,1779093046539,1779093046742,324399,59602,5485
8,0,0,81,25,5,1779093048540,1779093048759,175775,18884,2943
9,0,0,79,22,10,1779093050532,1779093050673,155230,11069,12806
10,0,0,178,23,13,1779093052541,1779093052656,386070,5338,15583
11,0,5,101,0,6,1779093054541,1779093054709,235533,0,7778
12,0,0,158,5,0,1779093056546,1779093056827,362862,11019,0
13,0,0,163,4,16,1779093058547,1779093058669,296119,7297,16129
14,0,0,137,40,3,1779093060562,1779093060762,251516,72745,3370
15,0,0,115,75,4,1779093062544,1779093062715,190572,125557,3525
16,0,0,174,19,39,1779093064579,1779093064770,239564,30994,15033
17,0,0,105,48,2,1779093066545,1779093066661,150485,68004,2516
18,0,0,92,32,3,1779093068568,1779093068786,134257,45849,4087
19,0,91,38,28,10,1779093070534,1779093070762,43715,33618,10097
20,0,153,104,7,6,1779093072559,1779093072692,302284,7318,5309
21,0,0,164,6,5,1779093074576,1779093074740,488144,6104,4220
22,0,146,149,2,3,1779093076603,1779093076836,459313,2072,3970
23,0,3,180,28,6,1779093078569,1779093078706,458048,22478,7044
24,0,17,163,40,10,1779093080606,1779093080785,378246,30486,15351
25,0,1,123,25,21,1779093082560,1779093082795,273778,13835,42319
26,0,0,120,0,6,1779093084580,1779093084794,312608,0,8052
28,1,0,8,0,8,1779093088538,1779093088982,9753,0,9753
29,1,0,9,0,9,1779093090533,1779093090751,8390,0,8390
30,1,0,21,0,21,1779093092532,1779093092666,28704,0,28704
31,1,0,4,0,4,1779093094532,1779093094767,4700,0,4700
32,1,0,3,0,3,1779093096551,1779093096845,4196,0,4196
33,1,0,2,0,2,1779093098536,1779093098845,1412,0,1412
34,1,0,10,0,10,1779093100551,1779093100821,7618,0,7618
35,1,0,18,0,18,1779093102545,1779093102774,22771,0,22771
36,1,0,8,0,8,1779093104539,1779093104757,10468,0,10468
37,1,0,7,0,7,1779093106544,1779093106806,6125,0,6125
38,1,0,14,0,14,1779093108541,1779093108744,11087,0,11087
39,1,0,21,0,21,1779093110548,1779093110719,28500,0,28500
40,1,0,4,0,4,1779093112536,1779093112682,4491,0,4491
41,1,0,3,0,3,1779093114537,1779093114638,3958,0,3958
42,1,0,2,0,2,1779093116550,1779093116840,3008,0,3008
43,1,0,5,0,5,1779093118545,1779093118742,5908,0,5908
44,1,0,2,0,2,1779093120539,1779093120711,1668,0,1668
45,1,0,9,0,9,1779093122544,1779093122709,3784,0,3784
46,1,0,11,0,11,1779093124555,1779093124773,11707,0,11707
47,1,0,8,0,8,1779093126548,1779093126756,7397,0,7397
48,1,0,9,0,9,1779093128556,1779093128810,7015,0,7015
49,1,0,0,0,0,1779093130540,1779093130624,0,0,0
50,1,0,0,0,0,1779093132543,1779093132876,0,0,0
51,1,0,0,0,0,1779093134543,1779093134795,0,0,0
52,1,0,1,0,1,1779093136543,1779093136652,1123,0,1123
53,1,0,0,0,0,1779093138542,1779093138640,0,0,0
54,1,1,0,0,0,1779093140543,1779093140694,0,0,0
55,1,0,1,0,1,1779093142552,1779093142836,2271,0,2271
56,1,0,1,0,1,1779093144547,1779093144651,1050,0,1050
57,1,0,0,0,0,1779093146556,1779093146803,0,0,0
58,1,0,2,0,2,1779093148547,1779093148631,1982,0,1982
59,1,2,0,0,0,1779093150550,1779093150813,0,0,0
60,1,0,4,0,4,1779093152560,1779093152727,6188,0,6188
61,1,3,0,0,0,1779093154553,1779093154835,0,0,0
62,1,1,5,0,5,1779093156556,1779093156805,8382,0,8382
63,1,0,3,0,3,1779093158552,1779093158622,3610,0,3610
64,1,0,1,0,1,1779093160551,1779093160646,876,0,876
65,1,0,17,0,17,1779093162566,1779093162810,24350,0,24350
66,1,0,12,0,12,1779093164556,1779093164660,9876,0,9876
67,1,0,5,0,5,1779093166558,1779093166820,7775,0,7775
68,1,0,7,0,7,1779093168573,1779093168800,12308,0,12308
69,1,0,7,0,7,1779093170559,1779093170636,4900,0,4900
70,1,0,6,0,6,1779093172567,1779093172843,6336,0,6336
71,1,0,9,0,9,1779093174564,1779093174740,9940,0,9940
72,1,0,5,0,5,1779093176570,1779093176795,7037,0,7037
73,1,0,6,0,6,1779093178579,1779093178798,4723,0,4723
74,1,0,4,0,4,1779093180560,1779093180651,3490,0,3490
75,1,0,24,0,24,1779093182573,1779093182771,25026,0,25026
76,1,0,16,0,16,1779093184579,1779093184762,15388,0,15388
77,1,0,16,0,16,1779093186570,1779093186798,18360,0,18360
78,1,0,3,0,3,1779093188572,1779093188796,3866,0,3866
79,1,0,4,0,4,1779093190563,1779093190667,1842,0,1842
80,1,0,44,0,44,1779093192593,1779093192833,32851,0,32851
81,1,0,12,0,12,1779093194582,1779093194801,14898,0,14898
82,1,0,15,0,15,1779093196570,1779093196737,18057,0,18057
83,1,0,3,0,3,1779093198566,1779093198695,4031,0,4031
84,1,0,10,0,10,1779093200569,1779093200772,6958,0,6958
85,1,0,9,0,9,1779093202572,1779093202898,8464,0,8464
86,1,0,7,0,7,1779093204567,1779093204666,3673,0,3673
87,1,0,6,0,6,1779093206569,1779093206660,5316,0,5316
88,1,0,0,0,0,1779093208567,1779093208711,0,0,0
89,1,0,8,0,8,1779093210573,1779093210804,7670,0,7670
90,1,0,1,0,1,1779093212574,1779093212772,1288,0,1288
91,1,0,0,0,0,1779093214573,1779093214780,0,0,0
92,1,0,0,0,0,1779093216570,1779093216682,0,0,0
93,1,0,0,0,0,1779093218574,1779093218770,0,0,0
94,1,0,0,0,0,1779093220639,1779093220857,0,0,0
95,1,0,1,0,1,1779093222578,1779093222762,1133,0,1133
96,1,0,0,0,0,1779093224574,1779093224802,0,0,0
97,1,0,0,0,0,1779093226574,1779093226793,0,0,0
98,1,0,0,0,0,1779093228581,1779093228819,0,0,0
99,1,1,0,0,0,1779093230576,1779093230810,0,0,0
100,1,0,1,0,1,1779093232578,1779093232812,2098,0,2098
101,1,0,0,0,0,1779093234576,1779093234654,0,0,0
102,1,0,1,0,1,1779093236580,1779093236737,995,0,995
103,1,0,1,0,1,1779093238579,1779093238795,1039,0,1039
104,1,0,0,0,0,1779093240580,1779093240801,0,0,0
105,1,2,4,0,4,1779093242613,1779093242857,4268,0,4268
106,1,0,3,0,3,1779093244584,1779093244722,4734,0,4734
107,1,0,1,0,1,1779093246589,1779093246813,1984,0,1984
108,1,0,5,0,5,1779093248603,1779093248794,9760,0,9760
109,1,0,6,0,6,1779093250588,1779093250791,8584,0,8584
110,1,0,14,0,14,1779093252588,1779093252680,19268,0,19268
111,1,0,8,0,8,1779093254591,1779093254797,13223,0,13223
112,1,0,7,0,7,1779093256616,1779093256820,11341,0,11341
113,1,0,6,0,6,1779093258593,1779093258801,5108,0,5108
114,1,0,20,0,20,1779093260592,1779093260682,21312,0,21312
115,1,0,2,0,2,1779093262604,1779093262850,3735,0,3735
116,1,0,4,0,4,1779093264600,1779093264831,3102,0,3102
117,1,0,15,0,15,1779093266600,1779093266781,22704,0,22704
118,1,0,2,0,2,1779093268595,1779093268816,1464,0,1464
119,1,0,7,0,7,1779093270606,1779093270867,10391,0,10391
120,1,0,16,16,0,1779093272599,1779093272778,9547,9547,0
121,1,0,104,4,5,1779093274628,1779093274742,254753,1555,5156
122,1,0,115,13,0,1779093276623,1779093276711,250339,1954,0
123,1,20,114,0,9,1779093278660,1779093278902,266134,0,10030
124,1,0,156,20,9,1779093280655,1779093280872,326227,41280,5508
125,1,0,142,22,4,1779093282656,1779093282835,263049,40322,1788
126,1,0,100,24,0,1779093284658,1779093284839,177619,42004,0
127,1,0,147,9,2,1779093286637,1779093286745,233178,14190,655
128,1,0,37,5,10,1779093288612,1779093288747,45843,7677,4158
129,1,0,3,0,3,1779093290627,1779093290831,2150,0,2150
130,1,0,2,0,2,1779093292601,1779093292678,422,0,422
131,1,0,4,0,4,1779093294603,1779093294730,1933,0,1933
132,1,0,2,0,2,1779093296606,1779093296775,520,0,520
133,1,0,5,0,5,1779093298615,1779093298817,3419,0,3419
134,1,0,4,0,4,1779093300607,1779093300795,3991,0,3991
135,1,0,1,0,1,1779093302605,1779093302684,1127,0,1127
136,1,0,0,0,0,1779093304615,1779093304851,0,0,0
137,1,0,7,0,7,1779093306639,1779093306843,7651,0,7651
138,1,0,3,0,3,1779093308608,1779093308772,3456,0,3456
